TEMP_PLAYER_ID,PLAYER_ID,FIRST_NAME,LAST_NAME,PLAYER_NAME,POSITION,HEIGHT_WO_SHOES,HEIGHT_WO_SHOES_FT_IN,HEIGHT_W_SHOES,HEIGHT_W_SHOES_FT_IN,WEIGHT,WINGSPAN,WINGSPAN_FT_IN,STANDING_REACH,STANDING_REACH_FT_IN,BODY_FAT_PCT,HAND_LENGTH,HAND_WIDTH
,2754,Tony,Allen,Tony Allen,SG,75.5,6' 3.5'',76.25,6' 4.25'',214,81.0,6' 9'',102.0,8' 6'',6.7,,
,2772,Trevor,Ariza,Trevor Ariza,SG-SF,79.0,6' 7'',80.25,6' 8.25'',201,86.0,7' 2'',107.5,8' 11.5'',8.0,,
,2857,Andre,Barrett,Andre Barrett,PG,68.75,5' 8.75'',69.75,5' 9.75'',171,73.0,6' 1'',92.0,7' 8'',6.7,,
,101138,Brandon,Bass,Brandon Bass,PF,78.25,6' 6.25'',79.25,6' 7.25'',246,86.5,7' 2.5'',106.5,8' 10.5'',9.3,,
,2740,Andris,Biedrins,Andris Biedrins,C,,,,,,,,,,9.3,,
,2800,Tony,Bobbitt,Tony Bobbitt,SG,74.75,6' 2.75'',76.0,6' 4'',185,79.0,6' 7'',100.0,8' 4'',7.3,,
,12173,Brian,Boddicker,Brian Boddicker,SF-PF,79.5,6' 7.5'',80.75,6' 8.75'',230,82.0,6' 10'',105.5,8' 9.5'',11.2,,
,12174,Tim,Bowers,Tim Bowers,PG-SG,72.5,6' 0.5'',73.75,6' 1.75'',181,81.0,6' 9'',98.0,8' 2'',2.6,,
,2810,Andre,Brown,Andre Brown,PF-C,80.0,6' 8'',81.5,6' 9.5'',236,83.0,6' 11'',107.0,8' 11'',6.0,,
,2766,Antonio,Burks,Antonio Burks,PG,72.0,6' 0'',72.75,6' 0.75'',191,78.5,6' 6.5'',96.5,8' 0.5'',9.9,,
,2866,Jackie,Butler,Jackie Butler,C,80.0,6' 8'',81.5,6' 9.5'',263,85.5,7' 1.5'',109.0,9' 1'',16.3,,
,12175,Aleksandar,Capin,Aleksandar Capin,PG,72.0,6' 0'',73.25,6' 1.25'',176,73.5,6' 1.5'',94.0,7' 10'',9.3,,
,12176,Ales,Chan,Ales Chan,C,84.0,7' 0'',86.0,7' 2'',255,87.0,7' 3'',113.0,9' 5'',14.8,,
,2735,Josh,Childress,Josh Childress,SG-SF,77.75,6' 5.75'',79.25,6' 7.25'',196,83.0,6' 11'',105.0,8' 9'',9.3,,
,200555,TJ,Cummings,TJ Cummings,SF,79.5,6' 7.5'',80.75,6' 8.75'',215,81.5,6' 9.5'',106.5,8' 10.5'',6.7,,
,2845,Erik,Daniels,Erik Daniels,SF-PF,78.25,6' 6.25'',79.5,6' 7.5'',223,83.0,6' 11'',106.0,8' 10'',18.5,,
