TEMP_PLAYER_ID,PLAYER_ID,FIRST_NAME,LAST_NAME,PLAYER_NAME,POSITION,HEIGHT_WO_SHOES,HEIGHT_WO_SHOES_FT_IN,HEIGHT_W_SHOES,HEIGHT_W_SHOES_FT_IN,WEIGHT,WINGSPAN,WINGSPAN_FT_IN,STANDING_REACH,STANDING_REACH_FT_IN,BODY_FAT_PCT,HAND_LENGTH,HAND_WIDTH
,2403,Nene,,Nene ,PF,81.25,6' 9.25'',,,253,88.5,7' 4.5'',109.0,9' 1'',,,
,2425,Robert,Archibald,Robert Archibald,PF-C,82.0,6' 10'',,,250,83.75,6' 11.75'',109.5,9' 1.5'',,,
,2486,Maurice,Baker,Maurice Baker,PG,71.75,5' 11.75'',,,178,76.0,6' 4'',96.0,8' 0'',,,
,2440,Matt,Barnes,Matt Barnes,SF,78.75,6' 6.75'',,,226,81.0,6' 9'',96.5,8' 0.5'',,,
,12286,Lubos,Barton,Lubos Barton,SF-SG,78.5,6' 6.5'',,,221,84.0,7' 0'',107.0,8' 11'',,,
,2437,Lonny,Baxter,Lonny Baxter,PF-C,78.25,6' 6.25'',,,264,85.5,7' 1.5'',107.5,8' 11.5'',,,
,12287,Lee,Benson,Lee Benson,SF-PF,80.25,6' 8.25'',,,217,85.75,7' 1.75'',109.0,9' 1'',,,
,2430,Carlos,Boozer,Carlos Boozer,PF,79.75,6' 7.75'',,,258,86.25,7' 2.25'',108.5,9' 0.5'',,,
,2414,Curtis,Borchardt,Curtis Borchardt,C,82.75,6' 10.75'',,,238,86.5,7' 2.5'',112.0,9' 4'',,,
,2452,J.R.,Bremer,J.R. Bremer,SG-PG,73.25,6' 1.25'',,,188,74.25,6' 2.25'',96.0,8' 0'',,,
,12288,Brian,Brown,Brian Brown,PG-SG,74.5,6' 2.5'',,,194,79.0,6' 7'',99.0,8' 3'',,,
,12289,Sylvere,Bryan,Sylvere Bryan,PF,81.0,6' 9'',,,226,88.5,7' 4.5'',109.5,9' 1.5'',,,
,12290,Chris,Burgess,Chris Burgess,C,82.0,6' 10'',,,246,83.5,6' 11.5'',109.0,9' 1'',,,
,2406,Caron,Butler,Caron Butler,SF-SG,77.25,6' 5.25'',,,222,83.5,6' 11.5'',103.5,8' 7.5'',,,
,2446,Rasual,Butler,Rasual Butler,SF,78.75,6' 6.75'',,,198,84.0,7' 0'',105.5,8' 9.5'',,,
,12291,Mire,Chatman,Mire Chatman,PG-SG,72.0,6' 0'',,,174,78.0,6' 6'',98.0,8' 2'',,,
,12042,Chris,Christoffersen,Chris Christoffersen,C,84.75,7' 0.75'',,,291,87.5,7' 3.5'',109.0,9' 1'',,,
,12043,Lenny,Cooke,Lenny Cooke,SG-SF,77.5,6' 5.5'',,,214,85.0,7' 1'',107.0,8' 11'',,,
,12044,Craig,Dawson,Craig Dawson,SG-SF,75.5,6' 3.5'',,,200,78.25,6' 6.25'',102.0,8' 6'',,,
,2399,Mike,Dunleavy,Mike Dunleavy,SF,80.0,6' 8'',,,230,81.0,6' 9'',106.0,8' 10'',,,
,12045,Teddy,Dupay,Teddy Dupay,PG,69.5,5' 9.5'',,,178,70.75,5' 10.75'',90.5,7' 6.5'',,,
,2451,Corsley,Edwards,Corsley Edwards,PF,79.25,6' 7.25'',,,285,82.75,6' 10.75'',106.5,8' 10.5'',,,
,12046,Andy,Ellis,Andy Ellis,PF,81.25,6' 9.25'',,,220,82.25,6' 10.25'',102.0,8' 6'',,,
,2408,Melvin,Ely,Melvin Ely,PF,81.0,6' 9'',,,240,88.0,7' 4'',111.0,9' 3'',,,
,2501,Reggie,Evans,Reggie Evans,PF,79.5,6' 7.5'',,,250,86.5,7' 2.5'',107.5,8' 11.5'',,,
,12047,Peter,Fehse,Peter Fehse,PF-C,82.0,6' 10'',,,220,84.5,7' 0.5'',109.0,9' 1'',,,
,2400,Drew,Gooden,Drew Gooden,PF,80.75,6' 8.75'',,,227,84.5,7' 0.5'',106.5,8' 10.5'',,,
,12066,David,Graves,David Graves,SG,76.5,6' 4.5'',,,212,79.0,6' 7'',101.0,8' 5'',,,
,2696,Lynn,Greer,Lynn Greer,PG,72.25,6' 0.25'',,,170,73.0,6' 1'',94.5,7' 10.5'',,,
,12067,Rod,Grizzard,Rod Grizzard,SF-SG,78.0,6' 6'',,,193,84.0,7' 0'',107.0,8' 11'',,,
,101219,Anthony,Grundy,Anthony Grundy,PG-SG,72.75,6' 0.75'',,,167,79.75,6' 7.75'',99.0,8' 3'',,,
,2409,Marcus,Haislip,Marcus Haislip,PF,80.5,6' 8.5'',,,221,84.0,7' 0'',107.0,8' 11'',,,
,12068,Damon,Hancock,Damon Hancock,SG-PG,74.75,6' 2.75'',,,203,78.0,6' 6'',99.5,8' 3.5'',,,
,12069,Greg,Harrington,Greg Harrington,PG,73.0,6' 1'',,,183,75.75,6' 3.75'',97.0,8' 1'',,,
,2617,Udonis,Haslem,Udonis Haslem,PF,79.75,6' 7.75'',,,250,83.0,6' 11'',107.0,8' 11'',,,
,12070,Cordell,Henry,Cordell Henry,PG,68.0,5' 8'',,,155,73.0,6' 1'',92.0,7' 8'',,,
,2450,Randy,Holcomb,Randy Holcomb,SF-PF,79.0,6' 7'',,,225,85.0,7' 1'',105.0,8' 9'',,,
,2415,Ryan,Humphrey,Ryan Humphrey,PF-SF,78.0,6' 6'',,,223,84.0,7' 0'',104.5,8' 8.5'',,,
,2407,Jared,Jeffries,Jared Jeffries,PF,82.0,6' 10'',,,230,84.5,7' 0.5'',109.0,9' 1'',,,
,12049,Jason,Jennings,Jason Jennings,C,83.25,6' 11.25'',,,249,91.0,7' 7'',111.0,9' 3'',,,
,2410,Fred,Jones,Fred Jones,SG,74.25,6' 2.25'',,,218,84.0,7' 0'',100.0,8' 4'',,,
,2495,Lonnie,Jones,Lonnie Jones,C-PF,82.25,6' 10.25'',,,230,86.25,7' 2.25'',112.0,9' 4'',,,
,2435,Mario,Kasun,Mario Kasun,C,83.75,6' 11.75'',,,260,83.5,6' 11.5'',109.0,9' 1'',,,
,12050,Sean,Kennedy,Sean Kennedy,PG,72.75,6' 0.75'',,,182,74.5,6' 2.5'',96.0,8' 0'',,,
,12051,Kris,Lang,Kris Lang,C-PF,81.25,6' 9.25'',,,242,83.75,6' 11.75'',109.0,9' 1'',,,
,12052,Muhammed,Lasege,Muhammed Lasege,C-PF,80.75,6' 8.75'',,,228,86.0,7' 2'',108.5,9' 0.5'',,,
,12053,Steve,Logan,Steve Logan,PG,70.0,5' 10'',,,207,71.75,5' 11.75'',92.5,7' 8.5'',,,
,2677,Kevin,Lyde,Kevin Lyde,C-PF,80.75,6' 8.75'',,,278,86.0,7' 2'',109.5,9' 1.5'',,,
,2432,Tito,Maddox,Tito Maddox,PG,75.0,6' 3'',,,200,77.0,6' 5'',99.0,8' 3'',,,
,12054,Kei,Madison,Kei Madison,SF,79.75,6' 7.75'',,,216,84.5,7' 0.5'',107.0,8' 11'',,,
,-1,Chris,Massie,Chris Massie,PF,78.25,6' 6.25'',,,248,84.0,7' 0'',107.0,8' 11'',,,
