TEMP_PLAYER_ID,PLAYER_ID,FIRST_NAME,LAST_NAME,PLAYER_NAME,POSITION,HEIGHT_WO_SHOES,HEIGHT_WO_SHOES_FT_IN,HEIGHT_W_SHOES,HEIGHT_W_SHOES_FT_IN,WEIGHT,WINGSPAN,WINGSPAN_FT_IN,STANDING_REACH,STANDING_REACH_FT_IN,BODY_FAT_PCT,HAND_LENGTH,HAND_WIDTH
,12212,Caleb,Green,Caleb Green,PF,78.0,6' 6'',80.0,6' 8'',238,83.75,6' 11.75'',103.0,8' 7'',10.9,,
,201150,Spencer,Hawes,Spencer Hawes,PF,82.0,6' 10'',84.75,7' 0.75'',244,84.5,7' 0.5'',110.0,9' 2'',13.0,,
,12214,Brandon,Heath,Brandon Heath,PG,74.0,6' 2'',75.75,6' 3.75'',181,79.0,6' 7'',94.0,7' 10'',9.0,,
,201195,Herbert,Hill,Herbert Hill,C,79.0,6' 7'',81.75,6' 9.75'',232,86.25,7' 2.25'',108.5,9' 0.5'',5.6,,
,201143,Al,Horford,Al Horford,PF,80.0,6' 8'',81.75,6' 9.75'',246,84.75,7' 0.75'',107.0,8' 11'',9.1,,
,12215,Quinton,Hosley,Quinton Hosley,SF-SG,77.0,6' 5'',79.75,6' 7.75'',215,83.25,6' 11.25'',105.0,8' 9'',5.7,,
,12216,James,Hughes,James Hughes,C,81.0,6' 9'',82.75,6' 10.75'',209,87.0,7' 3'',111.0,9' 3'',3.5,,
,12217,Jeremy,Hunt,Jeremy Hunt,SG,74.0,6' 2'',76.75,6' 4.75'',198,80.25,6' 8.25'',101.5,8' 5.5'',5.2,,
,12218,Ekene,Ibekwe,Ekene Ibekwe,PF,80.0,6' 8'',81.0,6' 9'',208,90.0,7' 6'',104.0,8' 8'',3.2,,
,12219,Dominic,James,Dominic James,PG,70.0,5' 10'',71.75,5' 11.75'',175,74.0,6' 2'',93.0,7' 9'',4.8,,
,201234,Trey,Johnson,Trey Johnson,SG,75.0,6' 3'',77.75,6' 5.75'',216,77.0,6' 5'',98.0,8' 2'',5.4,,
,12220,Rashad,Jones-Jennings,Rashad Jones-Jennings,PF,78.0,6' 6'',79.5,6' 7.5'',235,84.0,7' 0'',105.5,8' 9.5'',5.9,,
,201185,Jared,Jordan,Jared Jordan,PG,72.0,6' 0'',73.75,6' 1.75'',183,72.0,6' 0'',94.0,7' 10'',7.0,,
,201207,Coby,Karl,Coby Karl,SG-PG,75.0,6' 3'',76.75,6' 4.75'',204,83.0,6' 11'',99.5,8' 3.5'',5.4,,
,12221,Antanas,Kavaliauskas,Antanas Kavaliauskas,PF,81.0,6' 9'',82.5,6' 10.5'',237,82.5,6' 10.5'',106.5,8' 10.5'',7.7,,
,201171,Carl,Landry,Carl Landry,PF,79.0,6' 7'',80.5,6' 8.5'',248,83.0,6' 11'',102.5,8' 6.5'',7.5,,
,201186,Stephane,Lasme,Stephane Lasme,PF,77.0,6' 5'',79.0,6' 7'',213,86.0,7' 2'',107.0,8' 11'',4.9,,
,201151,Acie,Law,Acie Law,PG,74.0,6' 2'',75.5,6' 3.5'',186,78.5,6' 6.5'',98.0,8' 2'',5.6,,
,12222,Marko,Lekic,Marko Lekic,C,81.0,6' 9'',82.5,6' 10.5'',267,85.0,7' 1'',108.5,9' 0.5'',11.4,,
,12223,Ron,Lewis,Ron Lewis,SG,74.0,6' 2'',76.5,6' 4.5'',194,78.5,6' 6.5'',99.0,8' 3'',4.5,,
,201858,Cartier,Martin,Cartier Martin,SF,76.0,6' 4'',78.5,6' 6.5'',218,82.0,6' 10'',103.5,8' 7.5'',5.6,,
,201187,Dominic,McGuire,Dominic McGuire,SF,79.0,6' 7'',80.25,6' 8.25'',220,82.5,6' 10.5'',104.0,8' 8'',4.7,,
,201177,Josh,McRoberts,Josh McRoberts,PF,80.0,6' 8'',82.0,6' 10'',240,85.0,7' 1'',106.5,8' 10.5'',13.7,,
,201197,Sammy,Mejia,Sammy Mejia,SG,77.0,6' 5'',79.0,6' 7'',218,83.0,6' 11'',105.0,8' 9'',8.3,,
,12224,Brad,Newley,Brad Newley,SG,77.0,6' 5'',78.5,6' 6.5'',201,80.0,6' 8'',102.5,8' 6.5'',8.0,,
,201193,Demetris,Nichols,Demetris Nichols,SF,78.0,6' 6'',79.5,6' 7.5'',211,84.25,7' 0.25'',105.0,8' 9'',6.2,,
,201149,Joakim,Noah,Joakim Noah,PF,82.0,6' 10'',84.0,7' 0'',223,85.25,7' 1.25'',106.5,8' 10.5'',4.8,,
,201141,Greg,Oden,Greg Oden,C,83.0,6' 11'',84.0,7' 0'',257,88.25,7' 4.25'',112.0,9' 4'',7.8,,
,12225,Ivan,Radenovic,Ivan Radenovic,PF,81.0,6' 9'',82.75,6' 10.75'',226,83.75,6' 11.75'',106.0,8' 10'',9.8,,
,12226,JR,Reynolds,JR Reynolds,PG,72.0,6' 0'',74.75,6' 2.75'',188,75.25,6' 3.25'',95.0,7' 11'',8.2,,
,201181,Chris,Richard,Chris Richard,PF,79.0,6' 7'',80.75,6' 8.75'',252,88.5,7' 4.5'',110.5,9' 2.5'',7.5,,
,12227,Dustin,Salisbery,Dustin Salisbery,SG,75.0,6' 3'',76.75,6' 4.75'',208,80.0,6' 8'',100.5,8' 4.5'',6.6,,
,12228,Blake,Schilb,Blake Schilb,SG,77.0,6' 5'',79.0,6' 7'',214,81.0,6' 9'',102.5,8' 6.5'',10.0,,
,12229,Renaldas,Seibutis,Renaldas Seibutis,SG,76.0,6' 4'',77.75,6' 5.75'',185,80.75,6' 8.75'',101.0,8' 5'',6.1,,
,201196,Ramon,Sessions,Ramon Sessions,PG,74.0,6' 2'',75.75,6' 3.75'',185,76.25,6' 4.25'',97.5,8' 1.5'',6.2,,
,201203,Mustafa,Shakur,Mustafa Shakur,PG,75.0,6' 3'',76.5,6' 4.5'',185,77.5,6' 5.5'',99.0,8' 3'',4.1,,
,201160,Jason,Smith,Jason Smith,PF,82.75,6' 10.75'',83.5,6' 11.5'',233,82.75,6' 10.75'',106.0,8' 10'',7.5,,
,201199,DJ,Strawberry,DJ Strawberry,SG,75.75,6' 3.75'',77.0,6' 5'',199,78.5,6' 6.5'',101.0,8' 5'',4.5,,
,201155,Rodney,Stuckey,Rodney Stuckey,SG-PG,75.75,6' 3.75'',76.5,6' 4.5'',207,79.25,6' 7.25'',100.5,8' 4.5'',6.1,,
,12230,Curtis,Sumpter,Curtis Sumpter,SF,78.0,6' 6'',79.75,6' 7.75'',227,81.5,6' 9.5'',104.0,8' 8'',5.3,,
,201180,Yue,Sun,Yue Sun,SF,79.75,6' 7.75'',80.75,6' 8.75'',212,81.0,6' 9'',105.0,8' 9'',5.1,,
,201249,Jamaal,Tatum,Jamaal Tatum,PG,71.5,5' 11.5'',72.75,6' 0.75'',168,74.5,6' 2.5'',93.5,7' 9.5'',5.0,,
,12232,Reyshawn,Terry,Reyshawn Terry,SF,78.75,6' 6.75'',79.5,6' 7.5'',222,82.0,6' 10'',103.5,8' 7.5'',8.9,,
,201154,Al,Thornton,Al Thornton,SF,77.75,6' 5.75'',79.0,6' 7'',221,85.0,7' 1'',104.0,8' 8'',5.8,,
,201229,Anthony,Tolliver,Anthony Tolliver,PF,79.0,6' 7'',80.5,6' 8.5'',242,86.5,7' 2.5'',107.5,8' 11.5'',5.7,,
,12233,Ali,Traore,Ali Traore,C-PF,80.75,6' 8.75'',81.75,6' 9.75'',249,88.0,7' 4'',108.5,9' 0.5'',12.1,,
,12234,Kyle,Visser,Kyle Visser,C,82.0,6' 10'',83.5,6' 11.5'',242,83.0,6' 11'',108.0,9' 0'',10.2,,
,201208,Darryl,Watkins,Darryl Watkins,C,80.75,6' 8.75'',82.25,6' 10.25'',241,87.0,7' 3'',110.0,9' 2'',6.9,,
,12235,Major,Wingate,Major Wingate,C,80.5,6' 8.5'',82.75,6' 10.75'',242,88.0,7' 4'',109.0,9' 1'',6.7,,
,12236,DaShaun,Wood,DaShaun Wood,PG,70.75,5' 10.75'',71.5,5' 11.5'',167,72.75,6' 0.75'',92.0,7' 8'',5.4,,
,201153,Julian,Wright,Julian Wright,SF-PF,78.5,6' 6.5'',80.5,6' 8.5'',211,86.25,7' 2.25'',108.0,9' 0'',6.1,,
,201148,Brandan,Wright,Brandan Wright,PF,80.75,6' 8.75'',82.0,6' 10'',200,87.75,7' 3.75'',108.5,9' 0.5'',5.8,,
,12237,Avis,Wyatt,Avis Wyatt,PF,80.75,6' 8.75'',81.5,6' 9.5'',212,85.0,7' 1'',107.0,8' 11'',3.3,,
,201146,Jianlian,Yi,Jianlian Yi,,,,,,,,,,,,,
,201152,Thaddeus,Young,Thaddeus Young,SF,77.75,6' 5.75'',79.5,6' 7.5'',210,83.5,6' 11.5'',106.0,8' 10'',4.9,,
,201156,Nick,Young,Nick Young,SG-SF,77.0,6' 5'',78.75,6' 6.75'',206,84.0,7' 0'',100.5,8' 4.5'',6.8,,
