TEMP_PLAYER_ID,PLAYER_ID,FIRST_NAME,LAST_NAME,PLAYER_NAME,POSITION,HEIGHT_WO_SHOES,HEIGHT_WO_SHOES_FT_IN,HEIGHT_W_SHOES,HEIGHT_W_SHOES_FT_IN,WEIGHT,WINGSPAN,WINGSPAN_FT_IN,STANDING_REACH,STANDING_REACH_FT_IN,BODY_FAT_PCT,HAND_LENGTH,HAND_WIDTH
,201570,Joe,Alexander,Joe Alexander,SF-PF,79.25,6' 7.25'',80.25,6' 8.25'',220,83.5,6' 11.5'',106.0,8' 10'',5.8,,
,201589,Darrell,Arthur,Darrell Arthur,PF,79.5,6' 7.5'',80.5,6' 8.5'',216,82.75,6' 10.75'',107.0,8' 11'',7.3,,
,201571,D.J.,Augustin,D.J. Augustin,PG,70.0,5' 10'',71.5,5' 11.5'',171.5,75.5,6' 3.5'',94.5,7' 10.5'',8.1,,
,201573,Jerryd,Bayless,Jerryd Bayless,PG-SG,73.75,6' 1.75'',75.0,6' 3'',204,75.5,6' 3.5'',97.0,8' 1'',4.7,,
,201563,Michael,Beasley,Michael Beasley,PF-SF,79.0,6' 7'',80.25,6' 8.25'',239,84.25,7' 0.25'',107.0,8' 11'',7.7,,
,12239,Ramel,Bradley,Ramel Bradley,PG-SG,73.25,6' 1.25'',74.25,6' 2.25'',184,77.0,6' 5'',98.0,8' 2'',5.7,,
,12240,Tyrone,Brazelton,Tyrone Brazelton,PG,70.0,5' 10'',71.0,5' 11'',166,73.75,6' 1.75'',94.0,7' 10'',8.1,,
,12241,Takais,Brown,Takais Brown,PF,79.25,6' 7.25'',80.5,6' 8.5'',252,82.0,6' 10'',106.0,8' 10'',9.2,,
,201812,Keith,Brumbaugh,Keith Brumbaugh,SF-PF,79.5,6' 7.5'',80.75,6' 8.75'',190,79.25,6' 7.25'',104.5,8' 8.5'',4.0,,
,201868,Stanley,Burrell,Stanley Burrell,PG,73.5,6' 1.5'',74.5,6' 2.5'',201,78.25,6' 6.25'',97.5,8' 1.5'',5.6,,
,12242,Brian,Butch,Brian Butch,C-PF,81.5,6' 9.5'',83.0,6' 11'',229.6,83.25,6' 11.25'',108.0,9' 0'',10.8,,
