GAME_ID,EVENTNUM,EVENTMSGTYPE,EVENTMSGACTIONTYPE,PERIOD,WCTIMESTRING,PCTIMESTRING,HOMEDESCRIPTION,NEUTRALDESCRIPTION,VISITORDESCRIPTION,SCORE,SCOREMARGIN
0021500708,0,12,0,1,6:42 PM,12:00,,,,,
0021500708,1,10,0,1,6:42 PM,12:00,Jump Ball Valanciunas vs. Drummond: Tip to Jackson,,,,
0021500708,2,2,67,1,6:42 PM,11:37,,,MISS Drummond 8' Hook Bank Shot,,
0021500708,3,4,0,1,6:42 PM,11:37,Johnson REBOUND (Off:0 Def:1),,,,
0021500708,4,1,41,1,6:42 PM,11:28,Johnson 2' Running Layup (2 PTS),,,0 - 2,2
0021500708,5,1,58,1,6:43 PM,11:03,,,Drummond 9' Turnaround Hook Shot (2 PTS),2 - 2,TIE
0021500708,6,1,108,1,6:43 PM,10:44,Valanciunas  Cutting Dunk Shot (2 PTS) (DeRozan 1 AST),,,2 - 4,2
0021500708,7,5,1,1,6:43 PM,10:29,Scola STEAL (1 STL),,Caldwell-Pope Bad Pass Turnover (P1.T1),,
0021500708,8,1,76,1,6:43 PM,10:23,Scola 2' Running Finger Roll Layup (2 PTS),,,2 - 6,4
0021500708,9,9,1,1,6:44 PM,10:19,,,Pistons Timeout: Regular (Reg.1 Short 0),,
0021500708,13,2,57,1,6:46 PM,10:10,,,MISS Jackson 9' Driving Hook Shot,,
0021500708,14,4,0,1,6:46 PM,10:10,DeRozan REBOUND (Off:0 Def:1),,,,
0021500708,15,5,1,1,6:46 PM,10:02,DeRozan Bad Pass Turnover (P1.T1),,Caldwell-Pope STEAL (1 STL),,
0021500708,16,1,103,1,6:46 PM,9:56,,,Caldwell-Pope 17' Running Pull-Up Jump Shot (2 PTS),4 - 6,2
0021500708,17,1,86,1,6:47 PM,9:40,Valanciunas 9' Turnaround Fadeaway (4 PTS),,,4 - 8,4
0021500708,18,1,79,1,6:47 PM,9:10,,,Caldwell-Pope 17' Pullup Jump Shot (4 PTS),6 - 8,2
0021500708,19,2,1,1,6:48 PM,8:49,MISS Scola 24' 3PT Jump Shot,,,,
0021500708,20,4,0,1,6:48 PM,8:49,Valanciunas REBOUND (Off:1 Def:0),,,,
0021500708,21,2,97,1,6:48 PM,8:46,MISS Valanciunas 2' Tip Layup Shot,,,,
0021500708,22,4,0,1,6:48 PM,8:46,,,Drummond REBOUND (Off:0 Def:1),,
0021500708,23,5,2,1,6:48 PM,8:39,DeRozan STEAL (1 STL),,Drummond Lost Ball Turnover (P1.T2),,
0021500708,24,1,1,1,6:48 PM,8:27,Johnson 24' 3PT Jump Shot (5 PTS) (DeRozan 2 AST),,,6 - 11,5
0021500708,25,6,2,1,6:48 PM,8:14,Valanciunas S.FOUL (P1.T1) (L.Holtkamp),,,,
0021500708,26,3,11,1,6:48 PM,8:14,,,Jackson Free Throw 1 of 2 (1 PTS),7 - 11,4
0021500708,28,3,12,1,6:49 PM,8:14,,,MISS Jackson Free Throw 2 of 2,,
0021500708,30,4,0,1,6:49 PM,8:13,Valanciunas REBOUND (Off:1 Def:1),,,,
0021500708,31,6,17,1,6:49 PM,7:59,,,Pistons T.Foul (Def. 3 Sec Tolliver ) (J.Williams),,
0021500708,32,3,16,1,6:49 PM,7:59,DeRozan Free Throw Technical (1 PTS),,,7 - 12,5
0021500708,34,2,101,1,6:50 PM,7:53,MISS DeRozan 7' Driving Floating Jump Shot,,,,
0021500708,35,4,0,1,6:50 PM,7:53,,,Caldwell-Pope REBOUND (Off:0 Def:1),,
0021500708,36,6,2,1,6:50 PM,7:47,Johnson S.FOUL (P1.T2) (J.Williams),,,,
0021500708,37,3,11,1,6:50 PM,7:47,,,MISS Drummond Free Throw 1 of 2,,
0021500708,38,4,1,1,6:50 PM,7:47,,,Pistons Rebound,,
0021500708,39,3,12,1,6:50 PM,7:47,,,MISS Drummond Free Throw 2 of 2,,
0021500708,41,4,0,1,6:51 PM,7:47,Valanciunas REBOUND (Off:1 Def:2),,,,
0021500708,42,6,1,1,6:51 PM,7:34,,,Jackson P.FOUL (P1.T1) (K.Mauer),,
0021500708,43,2,73,1,6:51 PM,7:23,MISS DeRozan 3' Driving Reverse Layup,,,,
0021500708,44,4,0,1,6:51 PM,7:23,,,Caldwell-Pope REBOUND (Off:0 Def:2),,
0021500708,45,2,102,1,6:52 PM,7:15,,,MISS Marc Morris 3' Driving Floating Bank Jump Shot,,
0021500708,46,4,0,1,6:52 PM,7:15,,,Drummond REBOUND (Off:1 Def:1),,
0021500708,47,6,2,1,6:52 PM,7:15,Valanciunas S.FOUL (P2.T3) (J.Williams),,,,
0021500708,48,3,11,1,6:52 PM,7:15,,,MISS Drummond Free Throw 1 of 2,,
0021500708,49,4,1,1,6:52 PM,7:15,,,Pistons Rebound,,
0021500708,50,8,0,1,6:52 PM,7:15,SUB: Biyombo FOR Valanciunas,,,,
0021500708,51,3,12,1,6:52 PM,7:15,,,MISS Drummond Free Throw 2 of 2,,
0021500708,53,4,0,1,6:53 PM,7:14,Biyombo REBOUND (Off:0 Def:1),,,,
0021500708,55,2,86,1,6:53 PM,6:59,MISS DeRozan 12' Turnaround Fadeaway Shot,,,,
0021500708,56,4,0,1,6:53 PM,6:59,,,Drummond REBOUND (Off:1 Def:2),,
0021500708,58,1,58,1,6:53 PM,6:39,,,Drummond 5' Turnaround Hook Shot (4 PTS),9 - 12,3
0021500708,59,2,101,1,6:54 PM,6:19,MISS Scola 8' Driving Floating Jump Shot,,,,
0021500708,60,4,0,1,6:54 PM,6:19,Scola REBOUND (Off:1 Def:0),,,,
0021500708,61,1,85,1,6:54 PM,6:14,Scola 2' Turnaround Bank Shot (4 PTS),,,9 - 14,5
0021500708,62,2,1,1,6:54 PM,5:55,,,MISS Caldwell-Pope 25' 3PT Jump Shot,,
0021500708,63,4,0,1,6:54 PM,5:55,Johnson REBOUND (Off:0 Def:2),,,,
0021500708,64,2,71,1,6:54 PM,5:37,MISS Scola 3' Finger Roll Layup,,,,
0021500708,65,4,0,1,6:54 PM,5:37,,,Tolliver REBOUND (Off:0 Def:1),,
0021500708,66,1,1,1,6:55 PM,5:25,,,Caldwell-Pope 24' 3PT Jump Shot (7 PTS) (Marc Morris 1 AST),12 - 14,2
0021500708,68,9,1,1,6:55 PM,5:17,RAPTORS Timeout: Regular (Full 1 Short 0),,,,
0021500708,69,8,0,1,6:57 PM,5:17,SUB: Patterson FOR Scola,,,,
0021500708,70,8,0,1,6:57 PM,5:17,,,SUB: Johnson FOR Marc Morris,,
0021500708,71,6,2,1,6:58 PM,5:10,,,Johnson S.FOUL (P1.T2) (L.Holtkamp),,
0021500708,72,3,11,1,6:58 PM,5:10,Johnson Free Throw 1 of 2 (6 PTS),,,12 - 15,3
0021500708,74,3,12,1,6:58 PM,5:10,Johnson Free Throw 2 of 2 (7 PTS),,,12 - 16,4
0021500708,76,2,1,1,6:58 PM,4:56,,,MISS Tolliver 24' 3PT Jump Shot,,
0021500708,77,4,0,1,6:58 PM,4:56,Johnson REBOUND (Off:0 Def:3),,,,
0021500708,78,2,79,1,6:59 PM,4:42,MISS Lowry 19' Pullup Jump Shot,,,,
0021500708,79,4,0,1,6:59 PM,4:42,,,Johnson REBOUND (Off:0 Def:1),,
0021500708,80,2,1,1,6:59 PM,4:32,,,MISS Johnson 8' Jump Shot,,
0021500708,81,4,0,1,6:59 PM,4:31,Johnson REBOUND (Off:0 Def:4),,,,
0021500708,82,1,79,1,6:59 PM,4:17,DeRozan 9' Pullup Jump Shot (3 PTS),,,12 - 18,6
0021500708,83,1,79,1,6:59 PM,4:04,,,Jackson 15' Pullup Jump Shot (3 PTS),14 - 18,4
0021500708,84,1,5,1,7:00 PM,3:43,Biyombo 3' Layup (2 PTS) (Patterson 1 AST),,,14 - 20,6
0021500708,85,2,42,1,7:00 PM,3:21,,,MISS Drummond 2' Driving Layup,,
0021500708,86,4,0,1,7:00 PM,3:20,RAPTORS Rebound,,,,
0021500708,87,8,0,1,7:00 PM,3:20,SUB: Ross FOR Johnson,,,,
0021500708,89,2,71,1,7:01 PM,3:02,MISS DeRozan 5' Finger Roll Layup,,,,
0021500708,90,4,0,1,7:01 PM,3:02,,,Drummond REBOUND (Off:1 Def:3),,
0021500708,91,2,42,1,7:01 PM,2:51,,,MISS Jackson 2' Driving Layup,,
0021500708,92,4,0,1,7:01 PM,2:51,,,Drummond REBOUND (Off:2 Def:3),,
0021500708,93,1,97,1,7:01 PM,2:48,,,Drummond 1' Tip Layup Shot (6 PTS),16 - 20,4
0021500708,94,1,86,1,7:01 PM,2:26,Biyombo 10' Turnaround Fadeaway (4 PTS),,,16 - 22,6
0021500708,95,6,2,1,7:01 PM,2:16,Lowry S.FOUL (P1.T4) (K.Mauer),,,,
0021500708,96,3,11,1,7:02 PM,2:16,,,MISS Jackson Free Throw 1 of 2,,
0021500708,97,4,1,1,7:02 PM,2:16,,,Pistons Rebound,,
0021500708,98,8,0,1,7:02 PM,2:16,SUB: Joseph FOR Lowry,,,,
0021500708,99,8,0,1,7:02 PM,2:16,,,SUB: Marc Morris FOR Tolliver,,
0021500708,100,3,12,1,7:02 PM,2:16,,,Jackson Free Throw 2 of 2 (4 PTS),17 - 22,5
0021500708,102,1,80,1,7:03 PM,2:02,DeRozan 20' Step Back Jump Shot (5 PTS),,,17 - 24,7
0021500708,140,2,79,1,7:03 PM,1:42,,,MISS Caldwell-Pope 5' Pullup Jump Shot,,
0021500708,145,4,0,1,7:03 PM,1:42,,,Pistons Rebound,,
0021500708,104,5,4,1,7:03 PM,1:42,,,Caldwell-Pope Traveling Turnover (P2.T3),,
0021500708,105,8,0,1,7:03 PM,1:42,,,SUB: Jennings FOR Jackson,,
0021500708,106,1,1,1,7:04 PM,1:25,DeRozan 15' Jump Shot (7 PTS),,,17 - 26,9
0021500708,107,2,79,1,7:04 PM,1:03,,,MISS Marc Morris 18' Pullup Jump Shot,,
0021500708,108,4,0,1,7:04 PM,1:02,Biyombo REBOUND (Off:0 Def:2),,,,
0021500708,109,2,63,1,7:04 PM,0:40,MISS Patterson 14' Fadeaway Jumper,,,,
0021500708,110,4,0,1,7:04 PM,0:39,,,Drummond REBOUND (Off:2 Def:4),,
0021500708,111,2,1,1,7:05 PM,0:24,,,MISS Johnson 24' 3PT Jump Shot,,
0021500708,112,4,0,1,7:05 PM,0:23,Biyombo REBOUND (Off:0 Def:3),,,,
0021500708,113,2,1,1,7:05 PM,0:01,MISS Patterson  3PT Jump Shot,,,,
0021500708,114,4,0,1,7:05 PM,0:01,,,Jennings REBOUND (Off:0 Def:1),,
0021500708,115,2,46,1,7:05 PM,0:00,,,MISS Jennings 64' 3PT Running Jump Shot,,
0021500708,116,4,0,1,7:05 PM,0:00,,,Pistons Rebound,,
0021500708,125,18,0,1,7:05 PM,0:00,,,,,
0021500708,123,13,0,1,7:07 PM,0:00,,,,17 - 26,9
0021500708,126,12,0,2,7:08 PM,12:00,,,,17 - 26,9
0021500708,127,2,1,2,7:08 PM,11:42,MISS Joseph 21' Jump Shot,,,,
0021500708,128,4,0,2,7:08 PM,11:41,,,Marc Morris REBOUND (Off:0 Def:1),,
