PLAYER_NAME,PLAYER_ID,TEAM_ABBREVIATION,PERIOD
Dorian Finney-Smith,1627827,DAL,1
Dirk Nowitzki,1717,DAL,1
Nerlens Noel,203457,DAL,1
Wesley Matthews,202083,DAL,1
Yogi Ferrell,1627812,DAL,1
T.J. Warren,203933,PHX,1
Marquese Chriss,1627737,PHX,1
Alex Len,203458,PHX,1
Devin Booker,1626164,PHX,1
Tyler Ulis,1627755,PHX,1
Dirk Nowitzki,1717,DAL,2
Wesley Matthews,202083,DAL,2
Salah Mejri,1626257,DAL,2
Devin Harris,2734,DAL,2
Dwight Powell,203939,DAL,2
Tyler Ulis,1627755,PHX,2
Dragan Bender,1627733,PHX,2
Derrick Jones Jr.,1627884,PHX,2
Ronnie Price,101179,PHX,2
Alan Williams,1626210,PHX,2
Dorian Finney-Smith,1627827,DAL,3
Yogi Ferrell,1627812,DAL,3
Dwight Powell,203939,DAL,3
Jarrod Uthoff,1627784,DAL,3
AJ Hammons,1627773,DAL,3
T.J. Warren,203933,PHX,3
Marquese Chriss,1627737,PHX,3
Alex Len,203458,PHX,3
Devin Booker,1626164,PHX,3
Tyler Ulis,1627755,PHX,3
Yogi Ferrell,1627812,DAL,4
Nicolas Brussino,1627852,DAL,4
Dwight Powell,203939,DAL,4
Jarrod Uthoff,1627784,DAL,4
AJ Hammons,1627773,DAL,4
Alex Len,203458,PHX,4
Dragan Bender,1627733,PHX,4
Derrick Jones Jr.,1627884,PHX,4
Ronnie Price,101179,PHX,4
Elijah Millsap,202407,PHX,4
