player.name,player.id,team.abbreviation,period
Trevor Ariza,2772,HOU,1
Ryan Anderson,201583,HOU,1
Clint Capela,203991,HOU,1
James Harden,201935,HOU,1
Patrick Beverley,201976,HOU,1
Tobias Harris,202699,DET,1
Marcus Morris Sr.,202694,DET,1
Andre Drummond,203083,DET,1
Kentavious Caldwell-Pope,203484,DET,1
Ish Smith,202397,DET,1
Patrick Beverley,201976,HOU,2
Eric Gordon,201569,HOU,2
Nene,2403,HOU,2
Sam Dekker,1626155,HOU,2
Corey Brewer,201147,HOU,2
Tobias Harris,202699,DET,2
Jon Leuer,202720,DET,2
Aron Baynes,203382,DET,2
Beno Udrih,2757,DET,2
Reggie Bullock,203493,DET,2
Trevor Ariza,2772,HOU,3
Ryan Anderson,201583,HOU,3
Clint Capela,203991,HOU,3
James Harden,201935,HOU,3
Patrick Beverley,201976,HOU,3
Tobias Harris,202699,DET,3
Marcus Morris Sr.,202694,DET,3
Andre Drummond,203083,DET,3
Kentavious Caldwell-Pope,203484,DET,3
Ish Smith,202397,DET,3
Clint Capela,203991,HOU,4
Patrick Beverley,201976,HOU,4
Eric Gordon,201569,HOU,4
Sam Dekker,1626155,HOU,4
Corey Brewer,201147,HOU,4
Marcus Morris Sr.,202694,DET,4
Kentavious Caldwell-Pope,203484,DET,4
Jon Leuer,202720,DET,4
Aron Baynes,203382,DET,4
Beno Udrih,2757,DET,4
