PLAYER_NAME,PLAYER_ID,TEAM_ABBREVIATION,PERIOD
Brandon Ingram,1627742,LAL,1
Julius Randle,203944,LAL,1
Tarik Black,204028,LAL,1
Nick Young,201156,LAL,1
D'Angelo Russell,1626156,LAL,1
T.J. Warren,203933,PHX,1
Marquese Chriss,1627737,PHX,1
Tyson Chandler,2199,PHX,1
Devin Booker,1626164,PHX,1
Eric Bledsoe,202339,PHX,1
Ivica Zubac,1627826,LAL,2
Jordan Clarkson,203903,LAL,2
Larry Nance Jr.,1626204,LAL,2
Luol Deng,2736,LAL,2
Lou Williams,101150,LAL,2
P.J. Tucker,200782,PHX,2
Alex Len,203458,PHX,2
Jared Dudley,201162,PHX,2
Brandon Knight,202688,PHX,2
Leandro Barbosa,2571,PHX,2
Brandon Ingram,1627742,LAL,3
Julius Randle,203944,LAL,3
Tarik Black,204028,LAL,3
Nick Young,201156,LAL,3
D'Angelo Russell,1626156,LAL,3
T.J. Warren,203933,PHX,3
Marquese Chriss,1627737,PHX,3
Tyson Chandler,2199,PHX,3
Devin Booker,1626164,PHX,3
Eric Bledsoe,202339,PHX,3
Jordan Clarkson,203903,LAL,4
Larry Nance Jr.,1626204,LAL,4
Luol Deng,2736,LAL,4
Lou Williams,101150,LAL,4
Marcelo Huertas,1626273,LAL,4
Eric Bledsoe,202339,PHX,4
P.J. Tucker,200782,PHX,4
Alex Len,203458,PHX,4
Jared Dudley,201162,PHX,4
Brandon Knight,202688,PHX,4
