eventnum,period,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5,away.6
0,1,201162,201933,201599,2037,101108,2738,101135,101106,202691,201939,NA
56,1,201162,201933,201599,2584,101108,2738,101135,101106,202691,201939,NA
57,1,201162,201933,201599,2584,101108,203084,101135,101106,202691,201939,NA
76,1,201162,201933,201599,2584,101108,203084,101135,201578,202691,201939,NA
79,1,2440,201933,201599,2584,101108,203084,101135,201578,202691,201939,NA
84,1,2440,201933,201599,2584,101108,203084,101135,201578,202691,201962,NA
85,1,2440,201933,201599,2584,101108,203084,101135,201578,203110,201962,NA
94,1,2440,201933,200797,2584,101108,203084,101135,201578,203110,201962,NA
96,1,2440,201933,200797,2584,101108,203084,203145,201578,203110,201962,NA
108,1,2440,201933,200797,2584,201954,203084,203145,201578,203110,201962,NA
118,1,2440,1712,200797,2584,201954,203084,203145,201578,203110,201962,NA
138,2,2584,2440,200797,201954,1712,203084,201578,201962,203110,203145,NA
152,2,2037,2440,200797,201954,1712,203084,201578,201962,203110,203145,NA
153,2,2037,2440,201599,201954,1712,203084,201578,201962,203110,203145,NA
154,2,2037,2440,201599,201954,1712,203084,201578,101135,203110,203145,NA
155,2,2037,2440,201599,201954,1712,203084,201578,101135,201939,203145,NA
156,2,2037,2440,201599,201954,1712,203084,201578,101135,201939,202691,NA
168,2,2037,2440,201599,201954,201933,203084,201578,101135,201939,202691,NA
169,2,2037,2440,201599,201954,201933,101106,201578,101135,201939,202691,NA
170,2,2037,2440,201599,201954,201933,101106,2738,101135,201939,202691,NA
174,2,2037,2440,201599,101108,201933,101106,2738,101135,201939,202691,NA
196,2,2037,201162,201599,101108,201933,101106,2738,101135,201939,202691,NA
242,2,2037,201162,200797,101108,201933,101106,2738,101135,201939,202691,NA
243,2,2037,201162,200797,101108,1712,101106,2738,101135,201939,202691,NA
244,2,2037,201162,200797,101108,1712,203084,2738,101135,201939,202691,NA
249,3,201162,201933,201599,2037,101108,2738,101135,101106,202691,201939,NA
293,3,201162,201933,1712,2037,101108,2738,101135,101106,202691,201939,NA
312,3,201162,201933,201599,2037,101108,203084,101135,101106,202691,201939,NA
317,3,2440,201933,201599,2037,101108,203084,101135,101106,202691,201939,NA
318,3,2440,201933,201599,2037,101108,203084,101135,201578,202691,201939,NA
338,3,2440,201933,201599,2584,101108,203084,101135,201578,202691,201939,NA
343,3,2440,201933,200797,2584,101108,203084,101135,201578,202691,201939,NA
344,3,2440,201933,200797,2584,101108,203084,203110,201578,202691,201939,NA
354,3,2440,201933,200797,2584,101108,203084,203110,200756,202691,201939,NA
366,3,2440,201933,200797,2584,201954,203084,203110,200756,202691,201939,NA
376,4,201162,201933,201599,2584,2440,2738,101135,101106,201939,203084,201954
386,4,201162,201933,201599,2584,2440,2738,202691,101106,201939,203084,201954
397,4,201162,200797,201599,2584,2440,2738,202691,101106,201939,203084,201954
405,4,201162,200797,2037,2584,2440,2738,202691,101106,201939,203084,201954
410,4,201162,201599,2037,2584,2440,2738,202691,101106,201939,203084,201954
411,4,101108,201599,2037,2584,2440,2738,202691,101106,201939,203084,201954
420,4,101108,201599,2037,2584,2440,2738,202691,101135,201939,203084,201954
456,4,101108,201599,2037,2584,201162,2738,202691,101135,201939,203084,201954
465,4,101108,201599,2037,2584,201162,2738,202691,101135,201939,101106,201954
518,4,101108,1712,2037,2584,201162,2738,202691,101135,201939,203084,201954
543,4,101108,2440,2037,2584,201162,2738,202691,101135,201939,203084,201954
549,4,101108,2440,2037,2584,201599,2738,202691,101135,201939,203084,201954
550,4,101108,2440,2037,2584,201599,2738,202691,203145,201939,203084,201954
556,4,101108,2440,2037,2584,201162,2738,202691,203145,201939,203084,201954
559,4,101108,2440,2037,2584,201162,2738,202691,101106,201939,203084,201954
565,4,101108,2440,2037,2584,201599,2738,202691,101106,201939,203084,201954
566,4,101108,2440,2037,201162,201599,2738,202691,101106,201939,203084,201954
