GAME_ID,EVENTNUM,EVENTMSGTYPE,EVENTMSGACTIONTYPE,PERIOD,WCTIMESTRING,PCTIMESTRING,HOMEDESCRIPTION,NEUTRALDESCRIPTION,VISITORDESCRIPTION,SCORE,SCOREMARGIN
0021900331,2,12,0,1,7:44 PM,12:00,,,,,
0021900331,4,10,0,1,7:44 PM,12:00,Jump Ball Gibson vs. Turner: Tip to Lamb,,,,
0021900331,7,1,3,1,7:44 PM,11:37,,,Sabonis 6' Hook Shot (2 PTS),2 - 0,-2
0021900331,8,1,79,1,7:44 PM,11:23,Morris Sr. 19' Pullup Jump Shot (2 PTS) (Ntilikina 1 AST),,,2 - 2,TIE
0021900331,10,5,40,1,7:45 PM,11:05,,,Lamb Out of Bounds Lost Ball Turnover (P1.T1),,
0021900331,11,1,5,1,7:45 PM,10:54,Gibson  Layup (2 PTS) (Barrett 1 AST),,,2 - 4,2
0021900331,13,6,2,1,7:45 PM,10:28,Gibson S.FOUL (P1.T1) (J.Orr),,,,
0021900331,15,3,11,1,7:46 PM,10:28,,,Sabonis Free Throw 1 of 2 (3 PTS),3 - 4,1
0021900331,16,3,12,1,7:46 PM,10:28,,,MISS Sabonis Free Throw 2 of 2,,
0021900331,17,4,0,1,7:46 PM,10:27,Randle REBOUND (Off:0 Def:1),,,,
0021900331,18,1,79,1,7:46 PM,10:12,Barrett 17' Pullup Jump Shot (2 PTS),,,3 - 6,3
0021900331,19,2,79,1,7:47 PM,9:54,,,MISS Lamb 20' Pullup Jump Shot,,
0021900331,20,4,0,1,7:47 PM,9:52,Barrett REBOUND (Off:0 Def:1),,,,
0021900331,21,2,44,1,7:47 PM,9:45,MISS Gibson 2' Reverse Layup,,,,
0021900331,22,4,0,1,7:47 PM,9:43,,,Turner REBOUND (Off:0 Def:1),,
0021900331,23,6,2,1,7:47 PM,9:35,Morris Sr. S.FOUL (P1.T2) (T.Washington),,,,
0021900331,25,3,11,1,7:47 PM,9:35,,,Holiday Free Throw 1 of 2 (1 PTS),4 - 6,2
0021900331,26,3,12,1,7:48 PM,9:35,,,Holiday Free Throw 2 of 2 (2 PTS),5 - 6,1
0021900331,28,1,57,1,7:48 PM,9:19,Randle 5' Driving Hook Shot (2 PTS) (Gibson 1 AST),,,5 - 8,3
0021900331,29,1,1,1,7:48 PM,9:05,,,Warren 16' Jump Shot (2 PTS),7 - 8,1
0021900331,30,1,63,1,7:49 PM,8:51,Morris Sr. 5' Fadeaway Jumper (4 PTS),,,7 - 10,3
0021900331,31,2,1,1,7:49 PM,8:36,,,MISS Holiday 26' 3PT Jump Shot,,
0021900331,32,4,0,1,7:49 PM,8:34,Gibson REBOUND (Off:0 Def:1),,,,
0021900331,33,1,6,1,7:49 PM,8:17,Randle  Driving Layup (4 PTS) (Ntilikina 2 AST),,,7 - 12,5
0021900331,35,2,79,1,7:49 PM,8:00,,,MISS Lamb 16' Pullup Jump Shot,,
0021900331,36,4,0,1,7:49 PM,7:58,Barrett REBOUND (Off:0 Def:2),,,,
0021900331,37,1,9,1,7:50 PM,7:50,Barrett 1' Driving Dunk (4 PTS),,,7 - 14,7
0021900331,38,9,1,1,7:50 PM,7:40,,,Pacers Timeout: Regular (Reg.1 Short 0),,
0021900331,40,6,4,1,7:53 PM,7:35,,,Sabonis OFF.Foul (P1) (T.Washington),,
0021900331,42,5,37,1,7:53 PM,7:35,,,Sabonis Offensive Foul Turnover (P1.T2),,
0021900331,43,6,2,1,7:53 PM,7:20,,,Lamb S.FOUL (P1.T1) (S.Jelks),,
0021900331,45,3,11,1,7:54 PM,7:20,MISS Barrett Free Throw 1 of 2,,,,
0021900331,46,4,1,1,7:54 PM,7:20,KNICKS Rebound,,,,
0021900331,47,3,12,1,7:54 PM,7:20,Barrett Free Throw 2 of 2 (5 PTS),,,7 - 15,8
0021900331,48,1,47,1,7:54 PM,7:00,,,Turner 11' Turnaround Jump Shot (2 PTS),9 - 15,6
0021900331,49,6,1,1,7:54 PM,6:54,,,Warren P.FOUL (P1.T2) (S.Jelks),,
0021900331,51,2,2,1,7:55 PM,6:44,MISS Ntilikina 15' Running Jump Shot,,,,
0021900331,52,4,0,1,7:55 PM,6:42,,,Sabonis REBOUND (Off:0 Def:1),,
0021900331,53,1,6,1,7:55 PM,6:35,,,Warren 2' Driving Layup (4 PTS),11 - 15,4
0021900331,54,1,6,1,7:55 PM,6:26,Randle 1' Driving Layup (6 PTS),,,11 - 17,6
0021900331,55,1,71,1,7:55 PM,6:16,,,Sabonis 1' Finger Roll Layup (5 PTS) (Holiday 1 AST),13 - 17,4
0021900331,57,2,6,1,7:55 PM,6:04,MISS Barrett 1' Driving Layup,,,,
0021900331,58,4,0,1,7:55 PM,6:02,,,Warren REBOUND (Off:0 Def:1),,
0021900331,59,2,1,1,7:56 PM,5:47,,,MISS Holiday 26' 3PT Jump Shot,,
0021900331,60,4,0,1,7:56 PM,5:45,Gibson REBOUND (Off:0 Def:2),,,,
0021900331,61,2,63,1,7:56 PM,5:32,MISS Morris Sr. 6' Fadeaway Jumper,,Sabonis BLOCK (1 BLK),,
0021900331,63,4,0,1,7:56 PM,5:30,,,Holiday REBOUND (Off:0 Def:1),,
0021900331,64,2,47,1,7:56 PM,5:23,,,MISS Warren 4' Turnaround Jump Shot,,
0021900331,65,4,0,1,7:56 PM,5:21,,,Warren REBOUND (Off:1 Def:1),,
0021900331,66,1,97,1,7:56 PM,5:21,,,Warren 1' Tip Layup Shot (6 PTS),15 - 17,2
0021900331,67,9,1,1,7:56 PM,5:13,KNICKS Timeout: Regular (Full 1 Short 0),,,,
0021900331,68,8,0,1,7:56 PM,5:13,SUB: Robinson FOR Gibson,,,,
0021900331,69,8,0,1,7:56 PM,5:13,SUB: Smith Jr. FOR Ntilikina,,,,
0021900331,70,8,0,1,7:56 PM,5:13,,,SUB: Holiday FOR Sabonis,,
0021900331,74,1,7,1,7:59 PM,5:07,Robinson  Dunk (2 PTS) (Barrett 2 AST),,,15 - 19,4
0021900331,76,1,79,1,8:00 PM,4:52,,,Holiday 21' Pullup Jump Shot (4 PTS),17 - 19,2
0021900331,77,1,1,1,8:00 PM,4:36,Barrett 26' 3PT Jump Shot (8 PTS) (Randle 1 AST),,,17 - 22,5
0021900331,79,2,1,1,8:00 PM,4:21,,,MISS Turner 24' 3PT Jump Shot,,
0021900331,80,4,0,1,8:00 PM,4:19,,,Holiday REBOUND (Off:1 Def:0),,
0021900331,81,1,6,1,8:00 PM,4:13,,,Lamb 2' Driving Layup (2 PTS) (Holiday 2 AST),19 - 22,3
0021900331,83,5,1,1,8:01 PM,3:57,Robinson Bad Pass Turnover (P1.T1),,Lamb STEAL (1 STL),,
0021900331,85,1,6,1,8:01 PM,3:51,,,Holiday 1' Driving Layup (6 PTS),21 - 22,1
0021900331,86,6,2,1,8:01 PM,3:41,,,Holiday S.FOUL (P1.T3) (J.Orr),,
0021900331,90,8,0,1,8:01 PM,3:41,SUB: Knox II FOR Morris Sr.,,,,
0021900331,91,8,0,1,8:01 PM,3:41,,,SUB: McConnell FOR Holiday,,
0021900331,88,3,11,1,8:01 PM,3:41,Robinson Free Throw 1 of 2 (3 PTS),,,21 - 23,2
0021900331,89,3,12,1,8:02 PM,3:41,Robinson Free Throw 2 of 2 (4 PTS),,,21 - 24,3
0021900331,94,2,79,1,8:02 PM,3:29,,,MISS Warren 22' Pullup Jump Shot,,
