GAME_ID,EVENTNUM,EVENTMSGTYPE,EVENTMSGACTIONTYPE,PERIOD,WCTIMESTRING,PCTIMESTRING,HOMEDESCRIPTION,NEUTRALDESCRIPTION,VISITORDESCRIPTION,SCORE,SCOREMARGIN
0021800539,2,12,0,1,7:11 PM,12:00,,,,,
0021800539,4,10,0,1,7:11 PM,12:00,Jump Ball Jordan vs. Adams: Tip to Westbrook,,,,
0021800539,7,2,79,1,7:11 PM,11:37,,,MISS Westbrook 18' Pullup Jump Shot,,
0021800539,8,4,0,1,7:11 PM,11:35,Doncic REBOUND (Off:0 Def:1),,,,
0021800539,9,1,58,1,7:11 PM,11:18,Barnes 2' Turnaround Hook Shot (2 PTS) (Kleber 1 AST),,,0 - 2,2
0021800539,11,1,101,1,7:12 PM,11:03,,,George 5' Driving Floating Jump Shot (2 PTS),2 - 2,TIE
0021800539,12,5,1,1,7:12 PM,10:48,Smith Jr. Bad Pass Turnover (P1.T1),,Grant STEAL (1 STL),,
0021800539,14,6,2,1,7:12 PM,10:46,Doncic S.FOUL (P1.T1) (A.Moyer-Gleich),,,,
0021800539,16,3,11,1,7:13 PM,10:46,,,George Free Throw 1 of 2 (3 PTS),3 - 2,-1
0021800539,17,3,12,1,7:13 PM,10:46,,,George Free Throw 2 of 2 (4 PTS),4 - 2,-2
0021800539,18,6,1,1,7:13 PM,10:30,,,Nader P.FOUL (P1.T1) (J.Goble),,
0021800539,20,2,78,1,7:14 PM,10:18,MISS Doncic 8' Floating Jump Shot,,,,
0021800539,21,4,0,1,7:14 PM,10:13,Jordan REBOUND (Off:1 Def:0),,,,
0021800539,22,1,97,1,7:14 PM,10:13,Jordan 1' Tip Layup Shot (2 PTS),,,4 - 4,TIE
0021800539,23,2,101,1,7:14 PM,10:06,,,MISS Nader 8' Driving Floating Jump Shot,,
0021800539,24,4,0,1,7:14 PM,10:03,Barnes REBOUND (Off:0 Def:1),,,,
0021800539,25,5,1,1,7:14 PM,9:59,Doncic Bad Pass Turnover (P1.T2),,George STEAL (1 STL),,
0021800539,27,2,1,1,7:14 PM,9:51,,,MISS Nader  3PT Jump Shot,,
0021800539,28,4,0,1,7:14 PM,9:49,,,George REBOUND (Off:1 Def:0),,
0021800539,29,2,1,1,7:14 PM,9:47,,,MISS George 25' 3PT Jump Shot,,
0021800539,30,4,0,1,7:14 PM,9:47,Kleber REBOUND (Off:0 Def:1),,,,
