GAME_ID,EVENTNUM,EVENTMSGTYPE,EVENTMSGACTIONTYPE,PERIOD,WCTIMESTRING,PCTIMESTRING,HOMEDESCRIPTION,NEUTRALDESCRIPTION,VISITORDESCRIPTION,SCORE,SCOREMARGIN
0021800899,2,12,0,1,7:12 PM,12:00,,,,,
0021800899,4,10,0,1,7:12 PM,12:00,Jump Ball Drummond vs. Turner: Tip to Griffin,,,,
0021800899,7,2,6,1,7:12 PM,11:40,MISS Brown 3' Driving Layup,,,,
0021800899,8,4,0,1,7:12 PM,11:37,,,Turner REBOUND (Off:0 Def:1),,
0021800899,9,2,1,1,7:12 PM,11:21,,,MISS Collison 18' Jump Shot,,
0021800899,10,4,0,1,7:12 PM,11:18,,,Young REBOUND (Off:1 Def:0),,
0021800899,11,1,80,1,7:12 PM,11:13,,,Young 18' Step Back Jump Shot (2 PTS),2 - 0,-2
0021800899,12,1,1,1,7:13 PM,10:54,Drummond 13' Jump Shot (2 PTS) (Jackson 1 AST),,,2 - 2,TIE
0021800899,14,2,58,1,7:13 PM,10:45,,,MISS Bogdanovic 5' Turnaround Hook Shot,,
0021800899,15,4,0,1,7:13 PM,10:42,Drummond REBOUND (Off:0 Def:1),,,,
0021800899,16,1,43,1,7:13 PM,10:38,Brown 1' Alley Oop Layup (2 PTS) (Jackson 2 AST),,,2 - 4,2
0021800899,18,5,2,1,7:13 PM,10:29,Brown STEAL (1 STL),,Collison Lost Ball Turnover (P1.T1),,
0021800899,20,6,1,1,7:13 PM,10:14,,,Turner P.FOUL (P1.T1) (J.Phillips),,
0021800899,22,2,1,1,7:14 PM,10:03,MISS Jackson 28' 3PT Jump Shot,,,,
0021800899,23,4,0,1,7:14 PM,10:02,,,Pacers Rebound,,
0021800899,25,2,6,1,7:14 PM,9:48,,,MISS Bogdanovic 1' Driving Layup,,
0021800899,26,4,0,1,7:14 PM,9:43,Ellington REBOUND (Off:0 Def:1),,,,
0021800899,27,2,5,1,7:15 PM,9:40,MISS Drummond  Layup,,Young BLOCK (1 BLK),,
0021800899,29,4,0,1,7:15 PM,9:40,PISTONS Rebound,,,,
0021800899,32,1,1,1,7:15 PM,9:35,Ellington  3PT Jump Shot (3 PTS) (Jackson 3 AST),,,2 - 7,5
0021800899,34,5,1,1,7:15 PM,9:22,Drummond STEAL (1 STL),,Collison Bad Pass Turnover (P2.T2),,
0021800899,36,1,9,1,7:15 PM,9:15,Drummond 1' Driving Dunk (4 PTS),,,2 - 9,7
0021800899,38,5,8,1,7:16 PM,9:01,,,Bogdanovic 3 Second Violation Turnover (P1.T3),,
0021800899,39,5,1,1,7:16 PM,8:45,Ellington Bad Pass Turnover (P1.T1),,Collison STEAL (1 STL),,
0021800899,41,1,5,1,7:16 PM,8:36,,,Young 2' Layup (4 PTS) (Bogdanovic 1 AST),4 - 9,5
0021800899,42,2,1,1,7:16 PM,8:27,MISS Ellington 27' 3PT Jump Shot,,,,
0021800899,43,4,0,1,7:16 PM,8:27,,,Turner REBOUND (Off:0 Def:2),,
0021800899,44,2,47,1,7:17 PM,8:18,,,MISS Matthews 11' Turnaround Jump Shot,,
0021800899,45,4,0,1,7:17 PM,8:14,Griffin REBOUND (Off:0 Def:1),,,,
0021800899,46,1,5,1,7:17 PM,8:04,Drummond 2' Layup (6 PTS) (Griffin 1 AST),,,4 - 11,7
0021800899,48,5,39,1,7:17 PM,7:47,,,Collison Step Out of Bounds Turnover (P3.T4),,
0021800899,49,2,79,1,7:17 PM,7:34,MISS Jackson 17' Pullup Jump Shot,,,,
0021800899,50,4,0,1,7:17 PM,7:32,,,Collison REBOUND (Off:0 Def:1),,
0021800899,51,6,2,1,7:18 PM,7:28,Jackson S.FOUL (P1.T1) (R.Acosta),,,,
0021800899,53,3,11,1,7:18 PM,7:28,,,Collison Free Throw 1 of 2 (1 PTS),5 - 11,6
0021800899,54,3,12,1,7:18 PM,7:28,,,Collison Free Throw 2 of 2 (2 PTS),6 - 11,5
0021800899,55,1,5,1,7:18 PM,7:16,Drummond 2' Layup (8 PTS) (Jackson 4 AST),,,6 - 13,7
0021800899,57,5,2,1,7:19 PM,7:00,Drummond STEAL (2 STL),,Bogdanovic Lost Ball Turnover (P2.T5),,
0021800899,59,6,2,1,7:19 PM,6:57,,,Young S.FOUL (P1.T2) (R.Acosta),,
0021800899,61,9,1,1,7:19 PM,6:57,PISTONS Timeout: Regular (Full 1 Short 0),,,,
0021800899,62,3,11,1,7:22 PM,6:57,Brown Free Throw 1 of 2 (3 PTS),,,6 - 14,8
0021800899,63,3,12,1,7:22 PM,6:57,MISS Brown Free Throw 2 of 2,,,,
0021800899,64,4,0,1,7:22 PM,6:54,,,Young REBOUND (Off:1 Def:1),,
