GAME_ID,EVENTNUM,EVENTMSGTYPE,EVENTMSGACTIONTYPE,PERIOD,WCTIMESTRING,PCTIMESTRING,HOMEDESCRIPTION,NEUTRALDESCRIPTION,VISITORDESCRIPTION,SCORE,SCOREMARGIN
0021800040,2,12,0,1,7:41 PM,12:00,,,,,
0021800040,4,10,0,1,7:41 PM,12:00,Jump Ball Horford vs. Vucevic: Tip to Hayward,,,,
0021800040,7,2,1,1,7:41 PM,11:45,MISS Irving 26' 3PT Jump Shot,,,,
0021800040,8,4,0,1,7:41 PM,11:44,,,Isaac REBOUND (Off:0 Def:1),,
0021800040,9,2,1,1,7:41 PM,11:27,,,MISS Augustin 27' 3PT Jump Shot,,
0021800040,10,4,0,1,7:41 PM,11:25,Tatum REBOUND (Off:0 Def:1),,,,
0021800040,11,2,6,1,7:42 PM,11:17,MISS Brown 4' Driving Layup,,,,
0021800040,12,4,0,1,7:42 PM,11:15,,,Magic Rebound,,
0021800040,14,6,1,1,7:42 PM,11:09,Hayward P.FOUL (P1.T1) (P.Fraher),,,,
0021800040,16,5,1,1,7:42 PM,11:02,Hayward STEAL (1 STL),,Augustin Bad Pass Turnover (P1.T1),,
0021800040,18,2,1,1,7:42 PM,10:56,MISS Horford 27' 3PT Jump Shot,,,,
0021800040,19,4,0,1,7:42 PM,10:54,,,Vucevic REBOUND (Off:0 Def:1),,
0021800040,22,1,108,1,7:43 PM,10:36,,,Fournier 2' Cutting Dunk Shot (2 PTS) (Augustin 1 AST),2 - 0,-2
0021800040,24,6,2,1,7:43 PM,10:17,,,Vucevic S.FOUL (P1.T1) (P.Fraher),,
0021800040,26,3,11,1,7:44 PM,10:17,Horford Free Throw 1 of 2 (1 PTS),,,2 - 1,-1
0021800040,27,3,12,1,7:44 PM,10:17,Horford Free Throw 2 of 2 (2 PTS),,,2 - 2,TIE
0021800040,28,1,108,1,7:44 PM,10:02,,,Isaac 2' Cutting Dunk Shot (2 PTS) (Gordon 1 AST),4 - 2,-2
0021800040,30,2,1,1,7:45 PM,9:43,MISS Horford 25' 3PT Jump Shot,,,,
0021800040,31,4,0,1,7:45 PM,9:42,,,Isaac REBOUND (Off:0 Def:2),,
0021800040,32,1,1,1,7:45 PM,9:33,,,Vucevic 15' Jump Shot (2 PTS),6 - 2,-4
0021800040,33,6,1,1,7:45 PM,9:24,,,Fournier P.FOUL (P1.T2) (G.Petraitis),,
0021800040,35,2,1,1,7:45 PM,9:14,MISS Brown  3PT Jump Shot,,,,
0021800040,36,4,0,1,7:45 PM,9:13,,,Vucevic REBOUND (Off:0 Def:2),,
0021800040,37,2,1,1,7:46 PM,8:55,,,MISS Fournier 27' 3PT Jump Shot,,
0021800040,38,4,0,1,7:46 PM,8:54,Brown REBOUND (Off:0 Def:1),,,,
0021800040,39,2,63,1,7:46 PM,8:43,MISS Tatum 15' Fadeaway Jumper,,,,
0021800040,40,4,0,1,7:46 PM,8:42,,,Vucevic REBOUND (Off:0 Def:3),,
0021800040,41,1,58,1,7:46 PM,8:35,,,Vucevic 12' Turnaround Hook Shot (4 PTS) (Augustin 2 AST),8 - 2,-6
0021800040,43,1,80,1,7:46 PM,8:20,Hayward 26' 3PT Step Back Jump Shot (3 PTS),,,8 - 5,-3
0021800040,44,2,73,1,7:47 PM,7:52,,,MISS Augustin 1' Driving Reverse Layup,,
0021800040,45,4,0,1,7:47 PM,7:51,,,Isaac REBOUND (Off:1 Def:2),,
0021800040,46,1,97,1,7:47 PM,7:51,,,Isaac 1' Tip Layup Shot (4 PTS),10 - 5,-5
0021800040,47,2,6,1,7:47 PM,7:41,MISS Horford 5' Driving Layup,,,,
0021800040,48,4,0,1,7:47 PM,7:41,,,Augustin REBOUND (Off:0 Def:1),,
0021800040,49,2,1,1,7:47 PM,7:31,Irving BLOCK (1 BLK),,MISS Augustin 8' Jump Shot,,
0021800040,51,4,0,1,7:47 PM,7:27,Irving REBOUND (Off:0 Def:1),,,,
0021800040,52,1,1,1,7:47 PM,7:25,Hayward 26' 3PT Jump Shot (6 PTS) (Brown 1 AST),,,10 - 8,-2
0021800040,54,1,98,1,7:48 PM,7:07,,,Vucevic 3' Cutting Layup Shot (6 PTS) (Fournier 1 AST),12 - 8,-4
0021800040,56,6,2,1,7:48 PM,7:07,Tatum S.FOUL (P1.T2) (P.Fraher),,,,
0021800040,58,3,10,1,7:48 PM,7:07,,,MISS Vucevic Free Throw 1 of 1,,
0021800040,59,4,0,1,7:48 PM,7:07,Hayward REBOUND (Off:0 Def:1),,,,
0021800040,60,1,43,1,7:48 PM,6:55,Horford 1' Alley Oop Layup (4 PTS) (Brown 2 AST),,,12 - 10,-2
0021800040,62,1,1,1,7:49 PM,6:31,,,Isaac 24' 3PT Jump Shot (7 PTS) (Augustin 3 AST),15 - 10,-5
0021800040,64,5,1,1,7:49 PM,6:07,Irving Bad Pass Turnover (P1.T1),,Vucevic STEAL (1 STL),,
0021800040,66,1,50,1,7:49 PM,6:03,,,Isaac 3' Running Dunk (9 PTS) (Augustin 4 AST),17 - 10,-7
0021800040,68,5,1,1,7:49 PM,5:55,Hayward Bad Pass Turnover (P1.T2),,Vucevic STEAL (2 STL),,
0021800040,70,2,1,1,7:49 PM,5:45,,,MISS Gordon 28' 3PT Jump Shot,,
0021800040,71,4,0,1,7:49 PM,5:44,Irving REBOUND (Off:0 Def:2),,,,
0021800040,72,1,1,1,7:49 PM,5:38,Horford 17' Jump Shot (6 PTS) (Irving 1 AST),,,17 - 12,-5
0021800040,74,9,1,1,7:50 PM,5:28,,,Magic Timeout: Regular (Reg.1 Short 0),,
0021800040,75,8,0,1,7:52 PM,5:28,SUB: Morris FOR Tatum,,,,
0021800040,76,8,0,1,7:52 PM,5:28,SUB: Smart FOR Hayward,,,,
0021800040,77,8,0,1,7:52 PM,5:28,,,SUB: Bamba FOR Isaac,,
0021800040,85,8,0,1,7:52 PM,5:28,,,SUB: Ross FOR Gordon,,
0021800040,86,1,1,1,7:53 PM,5:14,,,Ross 16' Jump Shot (2 PTS) (Bamba 1 AST),19 - 12,-7
0021800040,88,1,80,1,7:53 PM,4:59,Morris 15' Step Back Jump Shot (2 PTS) (Brown 3 AST),,,19 - 14,-5
0021800040,91,1,1,1,7:54 PM,4:42,,,Augustin 24' 3PT Jump Shot (3 PTS) (Fournier 2 AST),22 - 14,-8
0021800040,93,2,79,1,7:54 PM,4:14,MISS Irving 14' Pullup Jump Shot,,,,
0021800040,94,4,0,1,7:54 PM,4:13,,,Bamba REBOUND (Off:0 Def:1),,
0021800040,95,2,1,1,7:54 PM,3:56,,,MISS Ross  3PT Jump Shot,,
0021800040,96,4,0,1,7:54 PM,3:53,Horford REBOUND (Off:0 Def:1),,,,
0021800040,97,2,41,1,7:54 PM,3:48,MISS Irving 3' Running Layup,,,,
0021800040,98,4,0,1,7:54 PM,3:47,,,Vucevic REBOUND (Off:0 Def:4),,
0021800040,99,2,75,1,7:55 PM,3:36,,,MISS Augustin 3' Driving Finger Roll Layup,,
0021800040,100,4,0,1,7:55 PM,3:35,,,Vucevic REBOUND (Off:1 Def:4),,
0021800040,101,1,97,1,7:55 PM,3:35,,,Vucevic 1' Tip Layup Shot (8 PTS),24 - 14,-10
0021800040,102,2,1,1,7:55 PM,3:24,MISS Brown 25' 3PT Jump Shot,,,,
0021800040,103,4,0,1,7:55 PM,3:21,,,Augustin REBOUND (Off:0 Def:2),,
0021800040,104,1,41,1,7:55 PM,3:17,,,Ross 2' Running Layup (4 PTS) (Augustin 5 AST),26 - 14,-12
0021800040,106,9,1,1,7:55 PM,3:17,CELTICS Timeout: Regular (Full 1 Short 0),,,,
0021800040,107,8,0,1,7:57 PM,3:17,SUB: Rozier FOR Horford,,,,
0021800040,108,8,0,1,7:57 PM,3:17,SUB: Theis FOR Brown,,,,
0021800040,109,8,0,1,7:57 PM,3:17,SUB: Yabusele FOR Irving,,,,
0021800040,110,8,0,1,7:57 PM,3:17,,,SUB: Grant FOR Vucevic,,
0021800040,111,8,0,1,7:57 PM,3:17,,,SUB: Gordon FOR Fournier,,
0021800040,112,8,0,1,7:57 PM,3:17,,,SUB: Simmons FOR Augustin,,
0021800040,119,2,1,1,7:58 PM,2:57,MISS Yabusele 24' 3PT Jump Shot,,,,
0021800040,120,4,0,1,7:58 PM,2:56,,,Gordon REBOUND (Off:0 Def:1),,
