GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0021000836,1610612759,SAS,San Antonio,2210,Richard Jefferson,F,,11:10,2,2,1.0,0,0,0.0,0,1,0.0,0,0,0,2,0,0,0,0,4,-1.0
0021000836,1610612759,SAS,San Antonio,1495,Tim Duncan,F,,9:33,5,6,0.833,0,0,0.0,0,0,0.0,0,3,3,0,0,1,0,0,10,1.0
0021000836,1610612759,SAS,San Antonio,201971,DeJuan Blair,C,,5:49,1,1,1.0,0,0,0.0,0,0,0.0,0,1,1,0,1,0,0,1,2,1.0
0021000836,1610612759,SAS,San Antonio,1938,Manu Ginobili,G,,7:05,0,3,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0
0021000836,1610612759,SAS,San Antonio,2225,Tony Parker,G,,9:33,2,5,0.4,0,0,0.0,1,1,1.0,0,1,1,2,1,1,0,1,5,1.0
0021000836,1610612759,SAS,San Antonio,201588,George Hill,,,5:43,1,2,0.5,0,0,0.0,1,1,1.0,0,0,0,0,0,0,0,0,3,-2.0
0021000836,1610612759,SAS,San Antonio,2588,Matt Bonner,,,6:10,0,1,0.0,0,1,0.0,0,0,0.0,0,2,2,0,0,0,0,1,0,-2.0
0021000836,1610612759,SAS,San Antonio,686,Antonio McDyess,,,2:26,0,1,0.0,0,0,0.0,0,0,0.0,2,0,2,0,0,0,0,0,0,-2.0
0021000836,1610612759,SAS,San Antonio,202390,Gary Neal,,,2:26,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,-2.0
0021000836,1610612741,CHI,Chicago,2736,Luol Deng,F,,11:59,2,3,0.667,1,1,1.0,2,2,1.0,0,3,3,1,0,1,0,1,7,1.0
0021000836,1610612741,CHI,Chicago,2430,Carlos Boozer,F,,9:33,2,6,0.333,0,0,0.0,1,2,0.5,2,2,4,1,0,0,1,0,5,-1.0
0021000836,1610612741,CHI,Chicago,703,Kurt Thomas,C,,5:49,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,0,0,0,-1.0
0021000836,1610612741,CHI,Chicago,2586,Keith Bogans,G,,9:33,1,2,0.5,1,2,0.5,0,0,0.0,0,0,0,0,0,0,0,1,3,-1.0
0021000836,1610612741,CHI,Chicago,201565,Derrick Rose,G,,11:59,4,9,0.444,0,2,0.0,0,0,0.0,1,1,2,3,0,0,1,1,8,1.0
0021000836,1610612741,CHI,Chicago,200758,Ronnie Brewer,,,2:26,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,2.0
0021000836,1610612741,CHI,Chicago,201959,Taj Gibson,,,6:10,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,1,2,2.0
0021000836,1610612741,CHI,Chicago,201600,Omer Asik,,,2:26,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,2.0
