eventnum,period,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
2,1,202697,202357,1626161,1627741,1628368,203493,201933,2585,1628971,202704
30,1,202697,202357,1628385,1627741,1628368,203493,201933,2585,1628971,202704
73,1,202697,202357,1628385,1627741,1628368,203493,201933,202720,1628971,202704
90,1,202697,1628963,1628385,1627741,1628368,203493,201933,202720,1628971,202704
111,1,202697,1628963,1628385,1627741,1628368,203493,201933,202720,1628971,101181
112,1,203992,1628963,1628385,1627741,1628368,203493,201933,202720,1628971,101181
125,1,203992,1628963,1628385,1627741,1628368,1628379,201933,202720,1628971,101181
126,1,203992,1628963,1628385,1627741,1628368,1628379,201933,2585,1628971,101181
127,1,203992,1628963,1628385,1627741,1627812,1628379,201933,2585,1628971,101181
144,1,203992,1628963,1628385,1627741,1627812,1628379,201933,2585,1626169,101181
145,1,203992,1628963,1628385,1627741,1627812,1628379,201933,2585,1626169,1629017
148,1,203992,1628963,201585,1627741,1627812,1628379,201933,2585,1626169,1629017
149,1,203992,1628963,201585,1628382,1627812,1628379,201933,2585,1626169,1629017
174,2,1628963,203992,1627812,201585,1628382,2585,101181,1628379,1626169,1629017
190,2,202357,203992,1627812,201585,1628382,2585,101181,1628379,1626169,1629017
208,2,202357,203992,1626161,201585,1628382,2585,101181,1628379,1626169,1629017
209,2,202357,203992,1626161,1627741,1628382,2585,101181,1628379,1626169,1629017
215,2,202697,203992,1626161,1627741,1628382,2585,101181,1628379,1626169,1629017
231,2,202697,203992,1626161,1627741,1628382,2585,101181,1628379,203493,1629017
232,2,202697,203992,1626161,1627741,1628382,2585,101181,1628379,203493,201933
233,2,202697,203992,1626161,1627741,1628382,202720,101181,1628379,203493,201933
234,2,202697,203992,1626161,1627741,1628368,202720,101181,1628379,203493,201933
243,2,202697,203992,1626161,1627741,1628368,202720,202704,1628379,203493,201933
260,2,202697,203992,1626161,1627741,1628368,202720,202704,1628971,203493,201933
295,2,202697,203992,1626161,1627741,1628368,2585,202704,1628971,203493,201933
296,2,202697,1628963,1626161,1627741,1628368,2585,202704,1628971,203493,201933
307,2,202697,1628963,1628385,1627741,1628368,2585,202704,1628971,203493,201933
332,2,202697,1628963,1628385,1627741,1628368,2585,1629017,1628971,203493,201933
333,2,202697,1628963,202357,1627741,1628368,2585,1629017,1628971,203493,201933
340,2,202697,1628963,202357,1627741,1628368,2585,1629017,202704,203493,201933
342,2,202697,1628963,1628382,1627741,1628368,2585,1629017,202704,203493,201933
354,3,202697,1626161,1627741,1628368,1628963,203493,201933,2585,1628971,202704
423,3,202697,1626161,1627741,1628368,1628963,203493,201933,2585,1628971,1628379
424,3,202697,1626161,1627741,1628368,1628963,202720,201933,2585,1628971,1628379
425,3,202697,1626161,1627741,1628368,1628963,202720,201933,101181,1628971,1628379
442,3,202697,1626161,1627741,1628368,1628963,202720,1626169,101181,1628971,1628379
443,3,202697,1626161,1627741,1628368,1628963,2585,1626169,101181,1628971,1628379
450,3,202697,1626161,1627741,1628368,203992,2585,1626169,101181,1628971,1628379
467,3,202697,1626161,1627741,1628368,203992,2585,1626169,101181,1629017,1628379
468,3,202697,202357,1627741,1628368,203992,2585,1626169,101181,1629017,1628379
469,3,1628385,202357,1627741,1628368,203992,2585,1626169,101181,1629017,1628379
521,4,202697,202357,1628385,203992,1628382,201933,2585,202704,1628379,1629017
543,4,202697,1628963,1628385,203992,1628382,201933,2585,202704,1628379,1629017
552,4,202697,1628963,1628385,203992,1628382,201933,2585,202704,1628379,203493
569,4,202697,1628963,1628385,203992,1628382,201933,202720,202704,1628379,203493
570,4,202697,1628963,1628385,203992,1628368,201933,202720,202704,1628379,203493
577,4,202697,1628963,1628385,203992,1628368,201933,202720,202704,1628971,203493
578,4,202697,1628963,1628385,1626161,1628368,201933,202720,202704,1628971,203493
579,4,202697,1628963,1627741,1626161,1628368,201933,202720,202704,1628971,203493
602,4,202697,1628963,1627741,1626161,1628368,201933,202720,101181,1628971,203493
603,4,202697,1628963,1627741,1626161,1628368,201933,2585,101181,1628971,203493
633,4,202697,1628963,1627741,1626161,1628368,201933,2585,202704,1628971,203493
640,4,202697,1628963,1627741,1626161,1628368,201933,2585,202704,1628379,203493
675,4,202697,203992,1627741,1626161,1628368,201933,2585,202704,1628971,203493
