eventnum,period,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5,away.6
2,1,2544,1628398,201580,1627742,1628366,203585,1626159,202355,201961,1626196,NA
55,1,2544,1628398,2199,1627742,1628366,203585,1626159,202355,201961,1626196,NA
87,1,2544,1628398,2199,1627742,1628366,203585,1626159,202355,201961,203482,NA
88,1,2544,1628398,2199,1627742,1628366,203585,201949,202355,201961,203482,NA
89,1,2544,1628398,2199,1627742,1628366,203585,201949,204020,201961,203482,NA
90,1,2544,1628398,2199,1627742,203484,203585,201949,204020,201961,203482,NA
103,1,2544,1628404,2199,1627742,203484,203585,201949,204020,201961,203482,NA
116,1,2544,1628404,2199,1627742,203484,203585,201949,204020,1626196,203482,NA
117,1,2544,1628404,2199,202362,203484,203585,201949,204020,1626196,203482,NA
140,1,2544,1628404,2199,202362,203484,1626159,201949,204020,1626196,203482,NA
152,1,1628366,1628404,2199,202362,203484,1626159,201949,204020,1626196,203482,NA
160,2,201580,1628366,203484,1628404,202362,1626159,202355,1626196,203482,204020,1629004
213,2,201580,1628366,203484,1628404,202362,1626159,202355,201949,203482,204020,1629004
214,2,201580,1628366,203484,1628404,202362,203585,202355,201949,203482,204020,1629004
219,2,201580,1628366,203484,1628404,202362,203585,202355,201949,201961,204020,1629004
235,2,201580,1628366,203484,2544,202362,203585,202355,201949,201961,204020,1629004
241,2,201580,1628366,203484,2544,202362,203585,202355,201949,201961,1626196,1629004
242,2,201580,1628366,203484,2544,1627742,203585,202355,201949,201961,1626196,1629004
251,2,201580,1628398,203484,2544,1627742,203585,202355,201949,201961,1626196,1629004
252,2,2199,1628398,203484,2544,1627742,203585,202355,201949,201961,1626196,1629004
270,2,2199,1628398,203484,2544,1627742,203585,202355,201949,201961,204020,1629004
302,2,2199,1628398,203484,2544,1627742,203585,202355,1628389,201961,204020,1629004
303,2,2199,1628398,203484,2544,1627742,203585,1626159,1628389,201961,204020,1629004
334,2,2199,1628398,1629004,2544,1627742,203585,1626159,1628389,201961,204020,1629004
342,2,201580,1628398,1629004,2544,1627742,203585,1626159,1628389,201961,204020,1629004
344,2,201580,1628398,1629004,2544,1627742,203585,1626159,203482,201961,204020,1629004
345,2,201580,1628398,1629004,2544,1627742,203585,1626196,203482,201961,204020,1629004
346,2,203484,1628398,1629004,2544,1627742,203585,1626196,203482,201961,204020,1629004
354,2,203484,1628398,1629004,2544,1627742,203585,1628389,203482,201961,204020,1629004
355,2,203484,1628366,1629004,2544,1627742,203585,1628389,203482,201961,204020,1629004
366,2,203484,201580,1629004,2544,1627742,203585,1628389,203482,201961,204020,1629004
381,3,2544,1628398,201580,1627742,1628366,203585,1626159,202355,201961,1626196,NA
415,3,2544,1628398,201580,1627742,1628366,203585,1626159,202355,201961,204020,NA
446,3,2544,1628404,201580,1627742,1628366,203585,1626159,202355,201961,204020,NA
447,3,2544,1628404,201580,1627742,2199,203585,1626159,202355,201961,204020,NA
448,3,2544,1628404,203484,1627742,2199,203585,1626159,202355,201961,204020,NA
481,3,2544,1628404,203484,202362,2199,203585,1626159,202355,201961,204020,NA
501,3,2544,1628404,203484,202362,2199,203585,201949,202355,201961,204020,NA
502,3,2544,1628404,203484,202362,2199,203585,201949,1628389,201961,204020,NA
515,3,1628366,1628404,203484,202362,2199,203585,201949,1628389,201961,204020,NA
522,3,1628366,1628404,203484,202362,2199,203585,201949,1628389,1627884,204020,NA
539,4,201580,1628366,203484,1628404,202362,1626196,201949,204020,1628389,1627884,NA
547,4,201580,1627742,203484,1628404,202362,1626196,201949,204020,1628389,1627884,NA
574,4,201580,1627742,203484,1628404,202362,1626196,201961,204020,1628389,1627884,NA
581,4,201580,1627742,203484,1628404,2544,1626196,201961,204020,1628389,1627884,NA
606,4,201580,1627742,203484,1628404,2544,203585,201961,204020,1628389,1627884,NA
622,4,2199,1627742,203484,1628404,2544,203585,201961,204020,1628389,1627884,NA
669,4,2199,1627742,1629004,1628404,2544,203585,201961,204020,1628389,1627884,NA
