EVENTNUM,PERIOD,AWAY_1,AWAY_2,AWAY_3,AWAY_4,AWAY_5,HOME_1,HOME_2,HOME_3,HOME_4,HOME_5
2,1,2772,203933,1629028,1626164,1628969,203114,203507,201572,1627763,202339
55,1,2772,203933,1629028,1626164,1628969,203114,203507,201572,1626192,202339
74,1,2772,203933,1629028,1626164,1628969,203114,203507,1627748,1626192,202339
89,1,2772,203933,1629028,1626164,1628969,101141,203507,1627748,1626192,202339
90,1,2772,203933,1626158,1626164,1628969,101141,203507,1627748,1626192,202339
91,1,2772,203933,1626158,1626164,1628367,101141,203507,1627748,1626192,202339
109,1,2772,203933,1626158,1626164,1628367,101141,203507,1627748,1626192,1627763
130,1,2772,203933,1626158,1626164,1628367,101141,203503,1627748,1626192,1627763
135,1,203477,203933,1626158,1626164,1628367,101141,203503,1627748,1626192,1627763
161,2,203933,1626158,1628367,203477,2037,203114,1627763,1626192,101141,203503
171,2,203933,1626158,1628367,203477,2037,203114,1627763,1626192,201572,203503
172,2,203933,1629028,1628367,203477,2037,203114,1627763,1626192,201572,203503
184,2,203933,1629028,1628367,203477,2037,203114,1627763,1628425,201572,203503
189,2,2772,1629028,1628367,203477,2037,203114,1627763,1628425,201572,203503
207,2,2772,1629028,1628969,203477,2037,203114,1627763,1628425,201572,203503
242,2,2772,1629028,1628969,203477,2037,203114,203507,1628425,201572,203503
243,2,2772,1629028,1628969,203477,2037,203114,203507,1628425,201572,202339
244,2,2772,1629028,1628969,1626164,2037,203114,203507,1628425,201572,202339
261,2,2772,1629028,203933,1626164,2037,203114,203507,1628425,201572,202339
273,2,2772,1629028,203933,1626164,2037,203114,203507,1628425,101141,202339
274,2,2772,1629028,203933,1626164,2037,1626192,203507,1628425,101141,202339
275,2,2772,1629028,203933,1626164,2037,1626192,203507,203503,101141,202339
289,2,2772,1626158,203933,1626164,2037,1626192,203507,203503,101141,202339
319,2,2772,1626158,203933,1626164,1628969,1626192,203507,203503,101141,202339
320,2,2772,1626158,203477,1626164,1628969,1626192,203507,203503,101141,202339
332,2,2772,1626158,203477,1626164,1628969,1626192,203507,203503,201572,202339
357,3,2772,203933,1629028,1626164,1628969,203114,203507,201572,1627763,202339
390,3,2772,203933,1629028,1626164,203477,203114,203507,201572,1627763,202339
400,3,2772,203933,1629028,1626164,203477,203114,203507,201572,1626192,202339
401,3,2772,1628367,1629028,1626164,203477,203114,203507,201572,1626192,202339
422,3,2772,1628367,1629028,1626164,203477,203114,203507,1627748,1626192,202339
423,3,2772,1628367,1626158,1626164,203477,203114,203507,1627748,1626192,202339
440,3,2772,1628367,1626158,1626164,203477,203114,101141,1627748,1626192,202339
451,3,2772,1628367,1626158,1626164,203477,203114,101141,1627748,1626192,203521
462,3,2772,1628367,1626158,1626164,203477,203503,101141,1627748,1626192,203521
471,3,2772,1628367,1626158,1626164,203477,203503,101141,203507,1626192,203521
476,3,2772,1628367,1626158,2037,203477,203503,101141,203507,1626192,203521
506,3,2772,1628367,1626158,2037,203477,203503,101141,202339,1626192,203521
525,4,203933,1629028,1626164,1628969,2037,201572,1627763,101141,203503,203521
543,4,203933,1629028,1626164,1628969,2037,201572,1627763,101141,203503,203507
544,4,203933,1629028,1626164,1628969,2037,201572,1627763,1628425,203503,203507
558,4,203933,1629028,1626164,1628969,2037,201572,1627763,1628425,202339,203507
559,4,2772,1629028,1626164,1628969,2037,201572,1627763,1628425,202339,203507
573,4,2772,1629028,1626164,1628969,2037,201572,1627763,203114,202339,203507
596,4,2772,1629028,1626164,1628969,203933,201572,1627763,203114,202339,203507
597,4,2772,1626158,1626164,1628969,203933,201572,1627763,203114,202339,203507
643,4,2772,2037,1626164,1628969,203933,201572,1627763,203114,202339,203507
644,4,2772,2037,1626164,1629028,203933,201572,1627763,203114,202339,203507
670,4,2772,1628969,1626164,1629028,203933,201572,1627763,203114,202339,203507
689,4,2772,2037,1626164,1629028,203933,201572,1626192,203114,202339,203507
690,4,2772,2037,1626164,1626158,203933,201572,1626192,203114,202339,203507
691,4,2772,1628969,1626164,1626158,203933,201572,1626192,203114,202339,203507
