EVENTNUM,PERIOD,AWAY_1,AWAY_2,AWAY_3,AWAY_4,AWAY_5,HOME_1,HOME_2,HOME_3,HOME_4,HOME_5
2,1,1628995,202498,203943,203501,1628373,1629066,1626203,1628386,203925,1626156
79,1,1628995,202498,203943,203501,1628373,203894,1626203,1628386,203925,1626156
80,1,1628995,202498,203943,203501,1628373,203894,1626203,1628386,203925,201960
91,1,1628995,202498,203943,203501,1628373,203894,1626178,1628386,203925,201960
105,1,1628995,202498,203943,203501,1628373,203894,1626178,1628386,1626156,201960
106,1,1628995,202498,203943,203501,1628373,203894,1626178,202334,1626156,201960
107,1,1628995,202498,203943,203501,203504,203894,1626178,202334,1626156,201960
118,1,1628995,202498,203943,1629019,203504,203894,1626178,202334,1626156,201960
120,1,1628995,1628422,203943,1629019,203504,203894,1626178,202334,1626156,201960
129,1,201584,1628422,203943,1629019,203504,203894,1626178,202334,1626156,201960
167,2,203504,1629019,1628422,201584,1629011,1629066,1626156,201960,1626178,202334
171,2,203504,1629019,1628422,201584,1629011,1629066,203894,201960,1626178,202334
185,2,203504,1629019,1628422,201584,1629011,1629033,203894,201960,1626178,202334
209,2,203504,1629019,1628422,203501,1629011,1629033,203894,201960,1626178,202334
231,2,203504,1629019,1628422,203501,1629011,1629033,203894,203925,1626178,202334
232,2,203504,1629019,1628422,203501,1629011,1629033,203894,203925,1626203,202334
245,2,203504,1629019,1628422,203501,1629011,1629033,203894,203925,1626203,1628386
246,2,203504,1628373,1628422,203501,1629011,1629033,203894,203925,1626203,1628386
247,2,202498,1628373,1628422,203501,1629011,1629033,203894,203925,1626203,1628386
248,2,202498,1628373,1628422,203501,203943,1629033,203894,203925,1626203,1628386
265,2,202498,1628373,1628995,203501,203943,1629033,203894,203925,1626203,1628386
280,2,202498,203504,1628995,203501,203943,1629033,203894,203925,1626203,1628386
298,2,202498,203504,1628995,203501,203943,201960,203894,203925,1626203,1628386
325,2,202498,203504,1628422,203501,203943,201960,203894,203925,1626203,1628386
337,2,202498,203504,1628422,203501,1629011,201960,203894,203925,1626203,1628386
338,2,1629019,203504,1628422,203501,1629011,201960,203894,203925,1626203,1628386
358,3,1628995,202498,203943,203501,1628373,1629066,1626203,1628386,203925,1626156
383,3,1628995,202498,203943,203501,203504,1629066,1626203,1628386,203925,1626156
415,3,1628995,202498,203943,203501,203504,203894,1626203,1628386,203925,1626156
416,3,1628995,202498,203943,203501,203504,203894,1626203,1628386,203925,201960
427,3,1628995,202498,203943,203501,203504,203894,1626203,202334,203925,201960
435,3,1628995,202498,203943,203501,203504,203894,1626178,202334,203925,201960
454,3,1628995,202498,203943,203501,203504,203894,1626178,202334,1629033,201960
455,3,1628995,202498,1629011,203501,203504,203894,1626178,202334,1629033,201960
471,3,1628995,1628422,1629011,203501,203504,203894,1626178,202334,1629033,201960
475,3,1629019,1628422,1629011,203501,203504,203894,1626178,202334,1629033,201960
545,4,1628995,203504,1629019,1628422,1629011,1629066,1626156,1626178,202334,1629033
596,4,1628995,203504,1629019,1628422,1629011,203925,1626156,1626178,202334,1629033
597,4,1628995,203504,203501,1628422,1629011,203925,1626156,1626178,202334,1629033
598,4,202498,203504,203501,1628422,1629011,203925,1626156,1626178,202334,1629033
609,4,202498,1628373,203501,1628422,1629011,203925,1626156,1626178,202334,1629033
610,4,202498,1628373,203501,1628422,203943,203925,1626156,1626178,202334,1629033
633,4,202498,1628373,203501,1629019,203943,203925,1626156,1626178,202334,1629033
649,4,203504,1628373,203501,1629019,203943,203925,1626156,1626178,202334,1629033
671,4,203504,1628373,203501,1629019,203943,203925,1626156,1628249,202334,1629033
678,4,203504,1628373,203501,1629019,203943,203925,1626156,201960,202334,1629033
686,4,203504,1628373,203501,1629019,203943,203925,203894,201960,202334,1629033
688,4,203504,1628373,203501,1629019,203943,1629066,203894,201960,202334,1629033
707,4,203504,1628422,203501,1629019,203943,1629066,203894,201960,202334,1629033
