eventnum,period,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
2,1,203496,203967,1626157,203952,201952,1628969,203933,1629028,1626164,1629001
46,1,203496,203967,1626157,203952,201952,1628969,203933,1626158,1626164,1629001
51,1,201565,203967,1626157,203952,201952,1628969,203933,1626158,1626164,1629001
97,1,203496,203967,1626157,203952,201952,1628367,203933,1626158,1626164,1629001
119,1,203496,203967,1626157,203952,201952,1628367,203933,1626158,1626164,1628393
120,1,203496,203967,1626157,201229,201952,1628367,203933,1626158,1626164,1628393
121,1,203496,201565,1626157,201229,201952,1628367,203933,1626158,1626164,1628393
136,1,203496,201565,1626157,201229,1626145,1628367,203933,1626158,1626164,1628393
155,1,203496,201565,1626157,201229,1626145,1628367,203933,1626158,2037,1628393
171,1,203496,201565,203476,201229,1626145,1628367,203933,1626158,2037,1628393
177,1,203496,201565,203476,201229,1626145,1628367,203933,1626158,2037,1626164
178,1,1629006,201565,203476,201229,1626145,1628367,203933,1626158,2037,1626164
192,2,201565,201229,1626145,203476,1629006,1628969,1629028,1629001,1628367,2037
239,2,201565,201229,1626145,203967,1629006,1628969,1629028,1629001,1628367,2037
240,2,201565,201229,1626145,203967,203952,1628969,1629028,1629001,1628367,2037
241,2,201565,1626157,1626145,203967,203952,1628969,1629028,1629001,1628367,2037
251,2,201565,1626157,1626145,203967,203952,1628969,1629028,203933,1628367,2037
261,2,201565,1626157,201952,203967,203952,1628969,1629028,203933,1628367,2037
263,2,201565,1626157,201952,203967,203952,1628969,1629028,203933,1626164,2037
283,2,201565,1626157,201952,203967,203952,1628969,1626158,203933,1626164,2037
294,2,201565,1626157,201952,203967,203952,1628969,1626158,1628367,1626164,2037
304,2,203496,1626157,201952,203967,203952,1628969,1626158,1628367,1626164,2037
348,2,203496,203476,201952,203967,203952,1628969,1626158,1628367,1626164,2037
369,3,203496,203967,1626157,203952,201952,1628969,203933,1629028,1626164,1629001
440,3,203496,203967,1626157,203952,201952,1626158,203933,1629028,1626164,1629001
441,3,203496,203967,1626157,203952,201952,1626158,203933,1628367,1626164,1629001
460,3,201565,203967,1626157,203952,201952,1626158,203933,1628367,1626164,1629001
481,3,201565,203967,1626157,203952,201952,1626158,1628969,1628367,1626164,1629001
482,3,201565,203967,1626157,203952,201952,1626158,1628969,1628367,1626164,1628393
483,3,201565,203967,1626157,203952,1626145,1626158,1628969,1628367,1626164,1628393
510,3,201565,203967,203476,203952,1626145,1626158,1628969,1628367,1626164,1628393
532,4,203496,201565,201229,1626145,203476,1628969,1626158,1628367,1628393,2037
551,4,203496,201565,201229,1626145,203476,1628969,1629028,1628367,1628393,2037
566,4,203496,201565,201229,1626145,203476,1628969,1629028,203933,1628393,2037
576,4,203496,201565,201229,1626145,1626157,1628969,1629028,203933,1628393,2037
595,4,203496,201565,201229,201952,1626157,1628969,1629028,203933,1628393,2037
596,4,203496,201565,203967,201952,1626157,1628969,1629028,203933,1628393,2037
619,4,203952,201565,203967,201952,1626157,1628969,1629028,203933,1628393,2037
624,4,203952,201565,203967,201952,1626157,1628969,1629028,203933,1626164,2037
