EVENTNUM,PERIOD,AWAY_1,AWAY_2,AWAY_3,AWAY_4,AWAY_5,HOME_1,HOME_2,HOME_3,HOME_4,HOME_5
2,1,204060,202324,203497,1628378,201937,1626224,1626204,202684,203918,1629012
61,1,2594,202324,203497,1628378,201937,1626224,1626204,202684,203918,1629012
62,1,2594,203109,203497,1628378,201937,1626224,1626204,202684,203918,1629012
76,1,2594,203109,203497,1628378,201937,1626224,1626204,202684,203903,1629012
85,1,2594,203109,203497,1628378,201937,1626224,1626204,202684,203903,202692
86,1,2594,203109,203497,1628378,203957,1626224,1626204,202684,203903,202692
100,1,2594,203109,203497,1628378,203957,1626224,1627775,202684,203903,202692
122,1,2594,203109,203497,1628378,203957,1626224,1627775,101112,203903,202692
123,1,2594,203109,203497,1628378,203957,1627883,1627775,101112,203903,202692
124,1,2594,203109,204060,1628378,203957,1627883,1627775,101112,203903,202692
125,1,2594,203109,204060,202324,203957,1627883,1627775,101112,203903,202692
152,2,204060,202324,2594,203109,203957,203903,202692,1627775,101112,1627883
176,2,204060,202324,2594,203109,203957,203903,202692,1627775,101112,203918
177,2,204060,202324,2594,200757,203957,203903,202692,1627775,101112,203918
193,2,204060,202324,2594,200757,1626220,203903,202692,1627775,101112,203918
194,2,204060,202324,201937,200757,1626220,203903,202692,1627775,101112,203918
202,2,204060,202324,201937,200757,1626220,203903,202692,1629012,101112,203918
209,2,204060,202324,201937,200757,1626220,1626204,202692,1629012,101112,203918
210,2,204060,202324,201937,200757,1626220,1626204,202692,1629012,202684,203918
211,2,203497,202324,201937,200757,1626220,1626204,202692,1629012,202684,203918
212,2,203497,1628378,201937,200757,1626220,1626204,202692,1629012,202684,203918
237,2,203497,1628378,201937,200757,1626220,1626204,1626224,1629012,202684,203918
245,2,203497,1628378,201937,203109,1626220,1626204,1626224,1629012,202684,203918
252,2,203497,1628378,201937,203109,204060,1626204,1626224,1629012,202684,203918
281,2,203497,1628378,201937,203109,204060,1626204,1626224,203903,202684,203918
282,2,203497,1628378,201937,203109,204060,1626204,1626224,203903,101112,203918
313,3,204060,202324,203497,1628378,201937,1626224,1626204,202684,203918,1629012
367,3,204060,202324,203497,1628378,201937,1626224,1626204,202684,202692,1629012
374,3,2594,202324,203497,1628378,201937,1626224,1626204,202684,202692,1629012
375,3,2594,203109,203497,1628378,201937,1626224,1626204,202684,202692,1629012
394,3,2594,203109,203497,1628378,201937,1626224,1626204,202684,202692,203903
395,3,2594,203109,203497,1628378,201937,1626224,1627775,202684,202692,203903
396,3,2594,203109,203497,1628378,203957,1626224,1627775,202684,202692,203903
407,3,2594,203109,203497,1628378,203957,1626224,1627775,101112,202692,203903
417,3,2594,203109,203497,1628378,203957,1627883,1627775,101112,202692,203903
427,3,2594,203109,202324,1628378,203957,1627883,1627775,101112,202692,203903
447,4,204060,202324,2594,203109,203957,203903,202692,1627775,101112,1627883
458,4,204060,202324,2594,203109,203957,203903,202692,1629012,101112,1627883
459,4,204060,202324,2594,203109,203957,203903,202692,1629012,1626224,1627883
460,4,204060,202324,2594,203109,203957,203903,202692,1629012,1626224,1626204
481,4,204060,202324,2594,203109,203957,203918,202692,1629012,1626224,1626204
493,4,204060,202324,2594,203109,203957,203918,202684,1629012,1626224,1626204
502,4,204060,202324,2594,203109,203957,203918,202684,202692,1626224,1626204
509,4,204060,202324,2594,203109,203497,203918,202684,202692,1626224,1626204
510,4,204060,202324,2594,201937,203497,203918,202684,202692,1626224,1626204
522,4,1628378,202324,2594,201937,203497,203918,202684,202692,1626224,1626204
532,4,1628378,202324,2594,201937,203497,1629012,202684,202692,1626224,1626204
533,4,1628378,202324,2594,203957,203497,1629012,202684,202692,1626224,1626204
534,4,1628378,200757,2594,203957,203497,1629012,202684,202692,1626224,1626204
535,4,1628378,200757,1626220,203957,203497,1629012,202684,202692,1626224,1626204
553,4,1628378,200757,1626220,203957,203497,1629012,1627775,202692,1626224,1626204
554,4,1628378,200757,1626220,203957,203497,1629012,1627775,202692,1627883,1626204
555,4,1628378,200757,1626220,203957,202327,1629012,1627775,202692,1627883,1626204
556,4,203526,200757,1626220,203957,202327,1629012,1627775,202692,1627883,1626204
574,4,203526,200757,1626220,203957,202327,1629012,1627775,202692,1627883,101112
612,4,203526,200757,1626220,1627777,202327,1629012,1627775,202692,1627883,101112
