EVENTNUM,PERIOD,AWAY_1,AWAY_2,AWAY_3,AWAY_4,AWAY_5,HOME_1,HOME_2,HOME_3,HOME_4,HOME_5
2,1,1626209,1628995,201599,1628422,1626144,201980,1627783,201188,200768,1627832
64,1,1626209,1628995,1629011,1628422,1626144,201980,1627783,201188,200768,1627832
65,1,1626209,1629019,1629011,1628422,1626144,201980,1627783,201188,200768,1627832
88,1,1626209,1629019,1629011,1628422,1626144,201980,1627783,201188,202391,1627832
89,1,1626209,1629019,1629011,1628422,1628443,201980,1627783,201188,202391,1627832
106,1,1626209,1629019,1629011,1628422,1628443,203961,1627783,201188,202391,1627832
107,1,1626209,1629019,1629011,1628422,1628443,203961,1627783,1626181,202391,1627832
108,1,1626209,1629019,1629011,1628422,1628443,203961,1628384,1626181,202391,1627832
127,1,1628995,1629019,1629011,1628422,1628443,203961,1628384,1626181,202391,1627832
128,1,1628995,1629019,1629011,201599,1628443,203961,1628384,1626181,202391,1627832
129,1,1628995,1629019,202498,201599,1628443,203961,1628384,1626181,202391,1627832
145,1,1628995,1629019,202498,201599,1628443,1627775,1628384,1626181,202391,1627832
146,1,1628995,1629019,202498,1626209,1628443,1627775,1628384,1626181,202391,1627832
155,1,201599,1629019,202498,1626209,1628443,1627775,1628384,1626181,202391,1627832
168,2,1628995,201599,1629019,1628443,202498,1627783,200768,202391,1626181,1628384
194,2,1628995,201599,1629019,1628443,1626209,1627783,200768,202391,1626181,1628384
215,2,1628995,201599,1629019,1626144,1626209,1627783,200768,202391,1626181,1628384
233,2,1628995,201599,1629019,1626144,1626209,1627783,200768,202391,1626181,201188
234,2,1628995,201599,1629019,1626144,1626209,1627783,200768,202391,1627775,201188
245,2,1628995,201599,1629019,1626144,1626209,1627783,200768,1627832,1627775,201188
246,2,1628995,201599,1628422,1626144,1626209,1627783,200768,1627832,1627775,201188
265,2,1628995,201599,1628422,1626144,1626209,201980,200768,1627832,1627775,201188
288,2,1628995,201599,1628422,1626144,1626209,201980,200768,1627832,1627775,1627783
289,2,1629019,201599,1628422,1626144,1626209,201980,200768,1627832,1627775,1627783
302,2,1629019,201599,1628422,1626144,1626209,201980,200768,1627832,1628384,1627783
324,2,1629019,201599,1628995,1626144,1626209,201980,200768,1627832,1628384,1627783
334,2,1629019,201599,1628995,1628443,1626209,201980,200768,1627832,1628384,1627783
358,3,1626209,1628995,201599,1628422,1626144,201980,1627783,201188,200768,1627832
370,3,1626209,1628995,202498,1628422,1626144,201980,1627783,201188,200768,1627832
371,3,1629019,1628995,202498,1628422,1626144,201980,1627783,201188,200768,1627832
372,3,1629019,1629011,202498,1628422,1626144,201980,1627783,201188,200768,1627832
373,3,1629019,1629011,202498,1628422,1628443,201980,1627783,201188,200768,1627832
374,3,1629019,1629011,202498,203098,1628443,201980,1627783,201188,200768,1627832
433,3,1629019,1629011,202498,203098,1628443,202391,1627783,201188,200768,1627832
447,3,1629019,1629011,202498,203098,1628443,202391,1627783,201188,1626181,1627832
460,3,1629019,1629011,202498,203098,1628443,202391,1627783,1628384,1626181,1627832
471,3,1629019,1629011,202498,203098,1628443,202391,1627783,1628384,1626181,1627775
472,3,1629019,1629011,202498,1626209,1628443,202391,1627783,1628384,1626181,1627775
498,3,1629019,1629011,202498,1626209,1628443,202391,203961,1628384,1626181,1627775
499,3,1629019,1629011,202498,1626209,1628436,202391,203961,1628384,1626181,1627775
500,3,1629019,1626144,202498,1626209,1628436,202391,203961,1628384,1626181,1627775
525,4,1626209,1626144,1629019,1628436,1627740,202391,203961,1626181,1628384,1627775
550,4,1628995,1626144,1629019,1628436,1627740,202391,203961,1626181,1628384,1627775
578,4,1628995,1626144,1629019,1628436,1627740,202391,203961,1626181,1626259,1627775
579,4,1628995,1628443,1629019,1628436,1627740,202391,203961,1626181,1626259,1627775
595,4,1628995,1628443,1629019,1628436,1627740,202391,203961,1628449,1626259,1627775
596,4,1628995,1628443,203098,1628436,1627740,202391,203961,1628449,1626259,1627775
