eventnum,period,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
2,1,202331,203924,203500,1628390,201566,203200,203998,202685,1626153,1628416
65,1,202331,203924,203500,1628390,201566,202718,203998,202685,1626153,1628416
66,1,202331,203924,203500,1628390,201566,202718,203998,202685,1626153,1628975
67,1,203471,203924,203500,1628390,201566,202718,203998,202685,1626153,1628975
95,1,203471,203924,203500,1628390,201566,202718,203998,202685,203200,1628975
96,1,203471,203924,203500,1628390,201566,202718,1628416,202685,203200,1628975
97,1,203471,203924,202693,1628390,201566,202718,1628416,202685,203200,1628975
105,1,203471,203924,202693,1628390,201566,202718,1628416,1628397,203200,1628975
118,1,203471,203924,202693,1628390,1627846,202718,1628416,1628397,203200,1628975
119,1,203471,203924,202693,202331,1627846,202718,1628416,1628397,203200,1628975
128,1,203471,203924,202693,202331,1627846,202718,1628416,1628397,1627395,1628975
137,1,203471,1629126,202693,202331,1627846,202718,1628416,1628397,1627395,1628975
156,1,203471,1629126,202693,202331,1627846,202718,1628416,1628397,1627395,1626153
168,1,203471,1629126,202693,202331,1627846,202718,1628416,203998,1627395,1626153
169,1,203471,1629126,202693,202331,1627846,1628975,1628416,203998,1627395,1626153
176,1,203471,1629126,202693,202331,1627846,1628975,1628416,203998,202718,1626153
177,1,203471,1629126,202693,202331,1627846,1628397,1628416,203998,202718,1626153
188,2,202331,203471,202693,1627846,1629126,1628416,202718,1628975,1628397,1627395
210,2,202331,203471,202693,1627846,1629126,1628416,202718,1626153,1628397,1627395
211,2,202331,203471,203457,1627846,1629126,1628416,202718,1626153,1628397,1627395
228,2,201566,203471,203457,1627846,1629126,1628416,202718,1626153,1628397,1627395
241,2,201566,203471,203457,1627846,1629126,1628416,202718,1626153,1628397,203998
242,2,201566,203471,203457,1627846,1629126,1628416,202718,1626153,202685,203998
243,2,201566,203471,1628390,1627846,1629126,1628416,202718,1626153,202685,203998
244,2,201566,203471,1628390,203500,1629126,1628416,202718,1626153,202685,203998
256,2,201566,203471,1628390,203500,203924,1628416,202718,1626153,202685,203998
273,2,201566,202331,1628390,203500,203924,1628416,202718,1626153,202685,203998
281,2,201566,202331,1628390,203500,203924,203200,202718,1626153,202685,203998
315,2,201566,202331,1628390,203500,203924,203200,202718,1628975,202685,203998
316,2,201566,202331,1628390,203500,203924,203200,1628416,1628975,202685,203998
317,2,201566,202331,1628390,203500,203471,203200,1628416,1628975,202685,203998
343,2,201566,202331,1628390,203500,203471,202718,1628416,1628975,202685,203998
358,2,201566,202331,1628390,203500,203471,202718,1628416,1626153,202685,203998
359,2,201566,202331,1628390,203500,203471,1627395,1628416,1626153,202685,203998
376,3,202331,203924,203500,1628390,201566,203200,203998,202685,1626153,1628416
408,3,202331,203471,203500,1628390,201566,203200,203998,202685,1626153,1628416
451,3,202331,203471,203500,1628390,201566,203200,203998,202685,1626153,202718
455,3,202331,203471,202693,1628390,201566,203200,203998,202685,1626153,202718
460,3,202331,203471,202693,1628390,201566,203200,203998,1628397,1626153,202718
479,3,202331,203471,202693,1628390,201566,203200,203998,1628397,1628975,202718
480,3,202331,203471,202693,1628390,203924,203200,203998,1628397,1628975,202718
496,3,202331,203471,202693,1627846,203924,203200,203998,1628397,1628975,202718
501,3,202331,203471,202693,1627846,203924,1628416,203998,1628397,1628975,202718
513,3,202331,203471,202693,1627846,203924,1628416,203998,1628397,203200,202718
514,3,202331,203471,202693,1627846,203924,1628416,203998,1626153,203200,202718
515,3,202331,203471,202693,1627846,203924,1628416,203998,1626153,203200,1627395
532,4,202331,203924,203471,202693,1627846,203200,1628416,202718,1628975,1628397
552,4,201566,203924,203471,202693,1627846,203200,1628416,202718,1628975,1628397
562,4,201566,203924,203471,202693,1627846,203200,1626153,202718,1628975,1628397
569,4,201566,203924,203471,202693,1627846,202685,1626153,202718,1628975,1628397
570,4,201566,203924,203471,203500,1627846,202685,1626153,202718,1628975,1628397
575,4,201566,203924,203471,203500,1628390,202685,1626153,202718,1628975,1628397
586,4,201566,203924,203471,203500,1628390,202685,1626153,202718,1628416,1628397
587,4,201566,203924,203471,203500,1628390,202685,1626153,203998,1628416,1628397
588,4,201566,1629126,203471,203500,1628390,202685,1626153,203998,1628416,1628397
599,4,201566,1629126,203471,203500,1628390,202685,1626153,203998,1628416,203200
613,4,201566,202331,203471,203500,1628390,202685,1626153,203998,1628416,203200
