EVENTNUM,PERIOD,AWAY_1,AWAY_2,AWAY_3,AWAY_4,AWAY_5,HOME_1,HOME_2,HOME_3,HOME_4,HOME_5
2,1,201960,1629066,1628386,203925,1626156,203114,1628391,201572,1628425,202339
57,1,201960,1629066,1628386,203925,1626156,203114,101141,201572,1628425,202339
73,1,201960,1629066,1628386,203925,1626156,203114,101141,201572,1626192,202339
74,1,201162,1629066,1628386,203925,1626156,203114,101141,201572,1626192,202339
75,1,201162,1629066,203915,203925,1626156,203114,101141,201572,1626192,202339
88,1,201162,1629066,203915,203925,1626156,203114,101141,201572,1626192,204025
89,1,201162,1629066,203915,203925,1626156,203114,101141,1628391,1626192,204025
90,1,201162,1629066,203915,203925,1626156,201588,101141,1628391,1626192,204025
91,1,201162,1629066,203915,201960,1626156,201588,101141,1628391,1626192,204025
116,1,201162,1626203,203915,201960,1626156,201588,101141,1628391,1626192,204025
117,1,201162,1626203,203915,201960,1627747,201588,101141,1628391,1626192,204025
137,1,201162,1626203,203915,201960,1627747,201588,101141,1628425,1626192,204025
138,1,201162,1626203,203915,201960,1627747,201588,101141,1628425,1626192,203114
139,1,201162,1626203,203915,201960,1627747,201588,101141,1628425,201572,203114
140,1,201162,1626203,203915,201960,1627747,201588,202339,1628425,201572,203114
173,2,203925,1626156,1626203,1627747,202334,203114,201572,1628425,202339,201588
191,2,203925,1626156,1626203,1627747,202334,203114,201572,1628425,202339,1626192
199,2,203925,1626156,1626203,1627747,202334,203114,201572,1628391,202339,1626192
223,2,203925,1626156,1626203,1627747,202334,203114,201572,1628391,204025,1626192
224,2,203925,1626156,1629066,1627747,202334,203114,201572,1628391,204025,1626192
233,2,203925,1626156,1629066,1627747,202334,203114,201588,1628391,204025,1626192
234,2,203925,1626156,1629066,1627747,202334,101141,201588,1628391,204025,1626192
235,2,203925,1626156,1629066,203915,202334,101141,201588,1628391,204025,1626192
265,2,203925,1627747,1629066,203915,202334,101141,201588,1628391,204025,1626192
280,2,203925,1627747,1629066,203915,202334,101141,201588,1628425,204025,1626192
281,2,203925,1627747,1629066,203915,202334,101141,201588,1628425,202339,1626192
282,2,203925,1627747,1628386,203915,202334,101141,201588,1628425,202339,1626192
283,2,203925,1627747,1628386,203915,201960,101141,201588,1628425,202339,1626192
308,2,203925,1627747,1628386,203915,201960,101141,204025,1628425,202339,1626192
309,2,203925,1627747,201162,203915,201960,101141,204025,1628425,202339,1626192
323,2,1626203,1627747,201162,203915,201960,101141,204025,1628425,202339,1626192
348,3,201960,1629066,1628386,203925,1626156,203114,1628391,201572,1628425,202339
373,3,201960,1629066,1628386,203925,1626156,203114,1626192,201572,1628425,202339
409,3,201960,1629066,1628386,203925,1626156,203114,1626192,201572,101141,202339
418,3,201162,1629066,1628386,203925,1626156,203114,1626192,201572,101141,202339
419,3,201162,1629066,203915,203925,1626156,203114,1626192,201572,101141,202339
432,3,201162,1629066,203915,203925,1626156,203114,1626192,201572,101141,204025
433,3,201162,1629066,203915,203925,1626156,201588,1626192,201572,101141,204025
460,3,201162,1629066,203915,203925,1626156,201588,1626192,1628391,101141,204025
461,3,201162,201960,203915,203925,1626156,201588,1626192,1628391,101141,204025
462,3,201162,201960,203915,203925,1626203,201588,1626192,1628391,101141,204025
463,3,201162,201960,203915,1627747,1626203,201588,1626192,1628391,101141,204025
492,3,201162,201960,203915,1627747,1626203,201588,1626192,1628391,101141,203114
493,3,201162,201960,203915,1627747,1626203,201588,1626192,1628391,1628425,203114
494,3,201162,201960,203915,1627747,1626203,201588,1626192,202339,1628425,203114
508,3,201162,201960,203915,1627747,1626203,201572,1626192,202339,1628425,203114
526,4,201960,201162,203915,1626203,1627747,203114,201572,1628425,202339,204025
560,4,201960,1629066,203915,1626203,1627747,203114,201572,1628425,202339,204025
567,4,1626156,1629066,203915,1626203,1627747,203114,201572,1628425,202339,204025
568,4,1626156,1629066,203915,1626203,203925,203114,201572,1628425,202339,204025
588,4,1626156,1629066,203915,1626203,203925,203114,201572,1628425,1626192,204025
589,4,1626156,1629066,203915,1626203,203925,203114,201572,1628425,1626192,201588
590,4,1626156,1629066,203915,1626203,203925,101141,201572,1628425,1626192,201588
610,4,1626156,1629066,203915,1626203,203925,101141,1628391,1628425,1626192,201588
611,4,1626156,1627747,203915,1626203,203925,101141,1628391,1628425,1626192,201588
612,4,1626156,1627747,203915,201162,203925,101141,1628391,1628425,1626192,201588
631,4,1626156,1627747,203915,201162,203925,101141,1628391,203114,1626192,201588
632,4,1626156,1627747,203915,201162,203925,101141,202339,203114,1626192,201588
633,4,1626156,1627747,1626203,201162,203925,101141,202339,203114,1626192,201588
662,4,1626156,1627747,1626203,201162,203925,101141,202339,203114,201572,201588
663,4,1626156,1627747,1626203,201162,203925,1628425,202339,203114,201572,201588
675,4,1626156,1627747,1626203,201162,203925,1628425,202339,203114,201572,101141
