possession.id,period,how.possession.ended,team.with.ball,team.with.ball.id,possession.points,poss.time,start.time,end.time,score,scoremargin,attempts.2p,makes.2p,attempts.3p,makes.3p,attempts.ft,makes.ft,defensive.fouls,offensive.rebounds,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
1,1,made.shot,home,1610612742,3,18,0,18,0 - 3,3,0,0,1,1,0,0,0,0,1629006,203496,1626157,1629633,203952,1627827,204001,203939,203501,1629029
2,1,made.shot,away,1610612750,3,23,18,41,3 - 3,TIE,0,0,1,1,0,0,0,0,1629006,203496,1626157,1629633,203952,1627827,204001,203939,203501,1629029
3,1,made.shot,home,1610612742,2,15,41,56,3 - 5,2,1,1,0,0,0,0,0,0,1629006,203496,1626157,1629633,203952,1627827,204001,203939,203501,1629029
4,1,turnover,away,1610612750,0,10,56,66,3 - 5,2,0,0,0,0,0,0,0,0,1629006,203496,1626157,1629633,203952,1627827,204001,203939,203501,1629029
5,1,made.shot,home,1610612742,2,17,66,83,3 - 7,4,1,1,0,0,0,0,0,0,1629006,203496,1626157,1629633,203952,1627827,204001,203939,203501,1629029
6,1,missed.shot,away,1610612750,0,19,83,102,3 - 7,4,1,0,0,0,0,0,0,0,1629006,203496,1626157,1629633,203952,1627827,204001,203939,203501,1629029
7,1,missed.shot,home,1610612742,0,8,102,110,3 - 7,4,0,0,1,0,0,0,0,0,1629006,203496,1626157,1629633,203952,1627827,204001,203939,203501,1629029
8,1,missed.shot,away,1610612750,0,7,110,117,3 - 7,4,0,0,1,0,0,0,0,0,1629006,203496,1626157,1629633,203952,1627827,204001,203939,203501,1629029
9,1,missed.shot,home,1610612742,0,10,117,127,3 - 7,4,0,0,1,0,0,0,0,0,1629006,203496,1626157,1629633,203952,1627827,204001,203939,203501,1629029
10,1,missed.shot,away,1610612750,0,18,127,145,3 - 7,4,2,0,0,0,0,0,1,1,1629006,203496,1626157,1629633,203952,1627827,204001,203939,203501,1629029
11,1,made.shot,home,1610612742,2,6,145,151,3 - 9,6,1,1,0,0,0,0,0,0,1629006,203496,1626157,1629633,203952,1627827,204001,203939,203501,1629029
12,1,turnover,away,1610612750,0,22,151,173,3 - 9,6,1,0,0,0,0,0,0,1,1629006,203496,1626157,1629633,203952,1627827,204001,203939,203501,1629029
