possession.id,period,how.possession.ended,team.with.ball,team.with.ball.id,possession.points,poss.time,start.time,end.time,score,scoremargin,attempts.2p,makes.2p,attempts.3p,makes.3p,attempts.ft,makes.ft,defensive.fouls,offensive.rebounds,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
1,1,made.shot,away,1610612742,2,18,0,18,2 - 0,-2,1,1,0,0,0,0,0,0,203501,1627827,204001,1629029,203552,2772,2546,202355,1629014,203081
2,1,made.shot,home,1610612757,3,27,18,45,2 - 3,1,0,0,1,1,0,0,0,0,203501,1627827,204001,1629029,203552,2772,2546,202355,1629014,203081
3,1,made.shot,away,1610612742,3,14,45,59,5 - 3,-2,0,0,1,1,0,0,0,0,203501,1627827,204001,1629029,203552,2772,2546,202355,1629014,203081
4,1,turnover,home,1610612757,0,17,59,76,5 - 3,-2,0,0,0,0,0,0,0,0,203501,1627827,204001,1629029,203552,2772,2546,202355,1629014,203081
5,1,missed.shot,away,1610612742,0,10,76,86,5 - 3,-2,0,0,1,0,0,0,0,0,203501,1627827,204001,1629029,203552,2772,2546,202355,1629014,203081
6,1,turnover,home,1610612757,0,10,86,96,5 - 3,-2,0,0,0,0,0,0,0,0,203501,1627827,204001,1629029,203552,2772,2546,202355,1629014,203081
7,1,made.shot,away,1610612742,2,7,96,103,7 - 3,-4,1,1,0,0,0,0,0,0,203501,1627827,204001,1629029,203552,2772,2546,202355,1629014,203081
8,1,made.shot,home,1610612757,2,27,103,130,7 - 5,-2,1,1,0,0,0,0,0,0,203501,1627827,204001,1629029,203552,2772,2546,202355,1629014,203081
9,1,missed.shot,away,1610612742,0,20,130,150,7 - 5,-2,1,0,0,0,0,0,0,0,203501,1627827,204001,1629029,203552,2772,2546,202355,1629014,203081
10,1,missed.shot,home,1610612757,0,9,150,159,7 - 5,-2,0,0,1,0,0,0,0,0,203501,1627827,204001,1629029,203552,2772,2546,202355,1629014,203081
11,1,made.shot,away,1610612742,3,4,159,163,10 - 5,-5,0,0,1,1,0,0,0,0,203501,1627827,204001,1629029,203552,2772,2546,202355,1629014,203081
12,1,made.shot,home,1610612757,3,20,163,183,10 - 8,-2,0,0,1,1,0,0,1,0,203501,1627827,204001,1629029,203552,2772,2546,202355,1629014,203081
13,1,made.shot,away,1610612742,3,16,183,199,13 - 8,-5,0,0,1,1,0,0,0,0,203501,1627827,204001,1629029,203552,2772,2546,202355,1629014,203081
14,1,made.shot,home,1610612757,3,15,199,214,13 - 11,-2,0,0,1,1,0,0,0,0,203501,1627827,204001,1629029,203552,2772,2546,202355,1629014,203081
15,1,made.shot,away,1610612742,3,17,214,231,16 - 11,-5,0,0,1,1,0,0,0,0,203501,1627827,204001,1629029,203552,2772,2546,202355,1629014,203081
16,1,missed.shot,home,1610612757,0,23,231,254,16 - 11,-5,1,0,0,0,0,0,0,0,203501,1627827,204001,1629029,203552,2772,2546,202355,1629014,203081
17,1,made.shot,away,1610612742,2,6,254,260,18 - 11,-7,1,1,0,0,0,0,0,0,203501,1627827,204001,1629029,203552,2772,2546,202355,1629014,203081
18,1,missed.shot,home,1610612757,0,18,260,278,18 - 11,-7,0,0,1,0,0,0,0,0,203501,1627827,204001,1629029,203552,2772,2546,202355,1629014,203081
19,1,missed.shot,away,1610612742,1,12,278,290,19 - 11,-8,0,0,0,0,2,1,1,0,203501,1627827,204001,1629029,203552,2772,2546,202355,1629014,203081
20,1,made.shot,home,1610612757,2,10,290,300,19 - 13,-6,1,1,0,0,0,0,0,0,1628382,1627827,204001,1629029,203552,2772,2546,202355,1629014,203081
21,1,made.shot,away,1610612742,3,19,300,319,22 - 13,-9,0,0,1,1,0,0,0,0,1628382,1627827,204001,1629029,203552,2772,2546,202355,1629014,203081
22,1,missed.shot,home,1610612757,0,15,319,334,22 - 13,-9,0,0,1,0,0,0,0,0,1628382,1627827,204001,1629029,203552,2772,2546,202355,1629014,203081
23,1,missed.shot,away,1610612742,0,9,334,343,22 - 13,-9,0,0,1,0,0,0,0,0,1628382,1627827,204001,1629029,203552,2772,2546,202355,1629014,203081
24,1,missed.shot,home,1610612757,0,14,343,357,22 - 13,-9,1,0,0,0,0,0,0,0,1628382,1627827,204001,1629029,203552,2772,2546,202355,1629014,203081
25,1,made.shot,away,1610612742,2,16,357,373,24 - 13,-11,1,1,1,0,0,0,0,1,1628382,1627827,204001,1629029,203552,2772,2546,202355,1629014,203081
26,1,turnover,home,1610612757,0,14,373,387,24 - 13,-11,0,0,0,0,0,0,0,0,1628382,1627827,204001,1629029,203552,2772,2546,202355,1629014,203081
27,1,made.shot,away,1610612742,3,3,387,390,27 - 13,-14,0,0,1,1,0,0,0,0,1628382,1627827,204001,1629029,203552,2772,2546,202355,1629014,203081
28,1,made.shot,home,1610612757,2,23,390,413,27 - 15,-12,1,1,0,0,0,0,0,0,1628382,1627827,204001,1629029,203552,2772,2546,202355,1629014,203081
29,1,missed.shot,away,1610612742,0,19,413,432,27 - 15,-12,1,0,0,0,0,0,0,0,1628382,1627827,204001,1629029,203552,2772,2546,202355,1629014,203081
30,1,made.shot,home,1610612757,2,6,432,438,27 - 17,-10,1,1,0,0,0,0,0,0,1628382,1627827,204001,1629029,203552,2772,2546,202355,1629014,203081
31,1,made.shot,away,1610612742,2,19,438,457,29 - 17,-12,1,1,0,0,0,0,0,0,1628382,1627827,204001,1629029,203552,2772,2546,202355,1629014,203081
32,1,made.shot,home,1610612757,3,16,457,473,29 - 20,-9,0,0,1,1,0,0,0,0,1628382,1627827,1628467,1629029,203552,2772,2546,202355,1629018,203081
33,1,made.shot,away,1610612742,2,15,473,488,31 - 20,-11,1,1,0,0,0,0,0,0,1628382,1627827,1628467,1629029,203552,2772,2546,202355,1629018,203081
34,1,last.ft.made,home,1610612757,3,11,488,499,31 - 23,-8,1,1,0,0,1,1,1,0,1628382,1627827,1628467,1629029,203552,2772,2546,202355,1629018,203081
35,1,made.shot,away,1610612742,3,7,499,506,34 - 23,-11,0,0,1,1,0,0,0,0,1628382,1626153,1628467,1629029,203501,2772,1628403,202355,1629018,203081
36,1,missed.shot,home,1610612757,0,18,506,524,34 - 23,-11,1,0,0,0,0,0,0,0,1628382,1626153,1628467,1629029,203501,2772,1628403,202355,1629018,203081
37,1,made.shot,away,1610612742,3,3,524,527,37 - 23,-14,0,0,1,1,0,0,0,0,1628382,1626153,1628467,1629029,203501,2772,1628403,202355,1629018,203081
38,1,made.shot,home,1610612757,2,15,527,542,37 - 25,-12,1,1,0,0,0,0,0,0,1628382,1626153,1628467,1629029,203501,2772,1628403,202355,1629018,203081
39,1,made.shot,away,1610612742,3,14,542,556,40 - 25,-15,0,0,1,1,0,0,0,0,1628382,1626153,1628467,1629029,203501,2772,1628403,202355,1629018,203081
40,1,last.ft.made,home,1610612757,3,12,556,568,40 - 28,-12,1,1,0,0,1,1,1,0,1628382,1626153,1628467,1629029,203501,2772,1628403,202355,1629018,203081
41,1,missed.shot,away,1610612742,0,26,568,594,40 - 28,-12,0,0,1,0,0,0,0,0,1628382,1626153,1628467,1629029,203501,2772,1628403,202355,1629018,203081
42,1,turnover,home,1610612757,0,3,594,597,40 - 28,-12,0,0,0,0,0,0,0,0,1628382,1626153,1628467,1629029,203501,2772,1628403,202355,1629018,203081
43,1,made.shot,away,1610612742,3,14,597,611,43 - 28,-15,1,0,2,1,0,0,0,2,1628382,1626153,1628467,1629029,203501,2772,1628403,202355,1629018,203081
44,1,made.shot,home,1610612757,3,25,611,636,43 - 31,-12,0,0,1,1,0,0,0,0,1628382,1626153,1628467,1629029,203501,2772,1628403,202355,1629018,203081
45,1,made.shot,away,1610612742,2,16,636,652,45 - 31,-14,1,1,0,0,0,0,0,0,1628382,1626153,1628467,1629029,203501,2772,1628403,202355,1629018,203081
46,1,made.shot,home,1610612757,3,7,652,659,45 - 34,-11,0,0,1,1,0,0,0,0,1628382,1626153,1628467,1629029,203501,2772,1628403,202355,1629018,203081
47,1,missed.shot,away,1610612742,0,8,659,667,45 - 34,-11,0,0,1,0,0,0,0,0,1628382,1626153,1628467,1629029,203501,2772,1628403,202355,1629018,203081
48,1,made.shot,home,1610612757,2,24,667,691,45 - 36,-9,2,1,0,0,0,0,0,1,1628382,1626153,1628467,1629029,203501,2772,1628403,202355,1629018,203081
49,1,turnover,away,1610612742,0,22,691,713,45 - 36,-9,0,0,0,0,0,0,0,0,1628382,1626153,1628467,1629029,203501,2772,1628403,202355,1629018,203081
50,1,last.ft.made,home,1610612757,1,2,713,715,45 - 37,-8,0,0,0,0,2,1,1,1,1628382,1626153,1628467,1629029,203501,2772,1628403,202355,1629018,203081
