possession.id,period,how.possession.ended,team.with.ball,team.with.ball.id,possession.points,poss.time,start.time,end.time,score,scoremargin,attempts.2p,makes.2p,attempts.3p,makes.3p,attempts.ft,makes.ft,defensive.fouls,offensive.rebounds,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
1,1,made.shot,away,1610612760,2,16,0,16,2 - 0,-2,1,1,0,0,0,0,0,0,1627846,201568,203500,1628983,101108,203084,202357,1626158,1627741,202709
2,1,missed.shot,home,1610612758,0,23,16,39,2 - 0,-2,0,0,1,0,0,0,0,0,1627846,201568,203500,1628983,101108,203084,202357,1626158,1627741,202709
3,1,made.shot,away,1610612760,2,17,39,56,4 - 0,-4,2,1,0,0,0,0,0,1,1627846,201568,203500,1628983,101108,203084,202357,1626158,1627741,202709
4,1,made.shot,home,1610612758,2,10,56,66,4 - 2,-2,1,1,0,0,0,0,0,0,1627846,201568,203500,1628983,101108,203084,202357,1626158,1627741,202709
5,1,missed.shot,away,1610612760,0,15,66,81,4 - 2,-2,1,0,0,0,0,0,0,0,1627846,201568,203500,1628983,101108,203084,202357,1626158,1627741,202709
6,1,made.shot,home,1610612758,3,6,81,87,4 - 5,1,0,0,1,1,0,0,0,0,1627846,201568,203500,1628983,101108,203084,202357,1626158,1627741,202709
7,1,turnover,away,1610612760,0,19,87,106,4 - 5,1,0,0,0,0,0,0,0,0,1627846,201568,203500,1628983,101108,203084,202357,1626158,1627741,202709
8,1,missed.shot,home,1610612758,0,22,106,128,4 - 5,1,1,0,0,0,0,0,0,0,1627846,201568,203500,1628983,101108,203084,202357,1626158,1627741,202709
9,1,missed.shot,away,1610612760,0,13,128,141,4 - 5,1,0,0,1,0,0,0,0,0,1627846,201568,203500,1628983,101108,203084,202357,1626158,1627741,202709
10,1,turnover,home,1610612758,0,6,141,147,4 - 5,1,0,0,0,0,0,0,0,0,1627846,201568,203500,1628983,101108,203084,202357,1626158,1627741,202709
11,1,missed.shot,away,1610612760,0,30,147,177,4 - 5,1,2,0,1,0,0,0,0,2,1627846,201568,203500,1628983,101108,203084,202357,1626158,1627741,202709
12,1,made.shot,home,1610612758,3,19,177,196,4 - 8,4,1,0,2,1,0,0,1,2,1627846,201568,203500,1628983,101108,203084,202357,1626158,1627741,202709
13,1,missed.shot,away,1610612760,1,24,196,220,5 - 8,3,0,0,0,0,2,1,1,0,1627846,201568,203500,1628983,101108,203084,202357,1626158,1627741,202709
14,1,missed.shot,home,1610612758,0,28,220,248,5 - 8,3,1,0,0,0,0,0,0,0,1627846,201568,203500,1628983,101108,203084,202357,1626158,1627741,202709
15,1,made.shot,away,1610612760,3,6,248,254,8 - 8,TIE,0,0,1,1,0,0,0,0,1627846,201568,203500,1628983,101108,203084,202357,1626158,1627741,202709
16,1,missed.shot,home,1610612758,0,18,254,272,8 - 8,TIE,1,0,0,0,0,0,0,0,1627846,201568,203500,1628983,101108,203084,202357,1626158,1627741,202709
17,1,missed.shot,away,1610612760,0,7,272,279,8 - 8,TIE,0,0,0,0,2,0,1,1,1627846,201568,203500,1628983,101108,203084,202357,1626158,1627741,202709
18,1,missed.shot,home,1610612758,0,23,279,302,8 - 8,TIE,1,0,0,0,0,0,0,0,1627846,201568,203500,1628983,101108,203084,202357,1626158,1627741,202709
19,1,last.ft.made,away,1610612760,2,2,302,304,10 - 8,-2,0,0,0,0,2,2,1,0,1627846,201568,203500,1628983,101108,203084,202357,1626158,1627741,202709
20,1,missed.shot,home,1610612758,0,30,304,334,10 - 8,-2,1,0,2,0,0,0,0,2,1627846,201568,203457,1628983,101108,203084,202357,1628963,1627741,202709
21,1,missed.shot,away,1610612760,0,16,334,350,10 - 8,-2,1,0,0,0,0,0,0,0,1627846,201568,203457,1628983,101108,203084,202357,1628963,1627741,202709
22,1,made.shot,home,1610612758,2,5,350,355,10 - 10,TIE,1,1,0,0,0,0,0,0,1627846,201568,203457,1628983,101108,203084,202357,1628963,1627741,202709
23,1,made.shot,away,1610612760,3,20,355,375,13 - 10,-3,0,0,1,1,0,0,0,0,1627846,201568,203457,1628983,101108,203084,202357,1628963,1627741,202709
24,1,turnover,home,1610612758,0,17,375,392,13 - 10,-3,0,0,0,0,0,0,0,0,1627846,201568,203457,1628983,101108,203084,202357,1628963,1627741,202709
25,1,missed.shot,away,1610612760,0,7,392,399,13 - 10,-3,1,0,0,0,0,0,0,0,1627846,201568,203457,1628983,101108,203084,202357,1628963,1627741,202709
26,1,missed.shot,home,1610612758,0,21,399,420,13 - 10,-3,1,0,0,0,0,0,1,0,1627846,201568,203457,1628983,101108,203084,202357,1628963,1627741,202709
27,1,turnover,away,1610612760,0,11,420,431,13 - 10,-3,0,0,0,0,0,0,1,0,1627846,201568,203457,1628983,203471,203084,203992,1628963,1627741,2772
