possession.id,period,how.possession.ended,team.with.ball,team.with.ball.id,team.without.ball.id,possession.points,possession.time,start.time,end.time,score,scoremargin,attempts.2p,makes.2p,attempts.3p,makes.3p,attempts.ft,makes.ft,defensive.fouls,offensive.rebounds,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
1,1,made.shot,away,1610612758,1610612744,2,20,0,20,2 - 0,-2,1,1,0,0,0,0,0,0,203084,202357,1628385,203992,1628368,203952,1629672,1627737,1627814,1629673
2,1,turnover,home,1610612744,1610612758,0,20,20,40,2 - 0,-2,0,0,0,0,0,0,0,0,203084,202357,1628385,203992,1628368,203952,1629672,1627737,1627814,1629673
3,1,missed.shot,away,1610612758,1610612744,0,14,40,54,2 - 0,-2,1,0,0,0,0,0,0,0,203084,202357,1628385,203992,1628368,203952,1629672,1627737,1627814,1629673
4,1,turnover,home,1610612744,1610612758,0,20,54,74,2 - 0,-2,0,0,0,0,0,0,0,0,203084,202357,1628385,203992,1628368,203952,1629672,1627737,1627814,1629673
5,1,made.shot,away,1610612758,1610612744,2,4,74,78,4 - 0,-4,1,1,0,0,0,0,0,0,203084,202357,1628385,203992,1628368,203952,1629672,1627737,1627814,1629673
6,1,missed.shot,home,1610612744,1610612758,1,31,78,109,4 - 1,-3,0,0,0,0,2,1,2,0,203084,202357,1628385,203992,1628368,203952,1629672,1627737,1627814,1629673
7,1,made.shot,away,1610612758,1610612744,2,18,109,127,6 - 1,-5,1,1,1,0,0,0,0,1,203084,202357,1628385,203992,1628368,203952,1629672,1627737,1627814,1629673
8,1,last.ft.made,home,1610612744,1610612758,3,13,127,140,6 - 4,-2,1,1,0,0,1,1,1,0,203084,202357,1628385,203992,1628368,203952,1629672,1627737,1627814,1629673
9,1,missed.shot,away,1610612758,1610612744,0,16,140,156,6 - 4,-2,0,0,1,0,0,0,0,0,203084,202357,1628385,203992,1628368,203952,1629672,1627737,1627814,1629673
10,1,missed.shot,home,1610612744,1610612758,0,17,156,173,6 - 4,-2,0,0,1,0,0,0,0,0,203084,202357,1628385,203992,1628368,203952,1629672,1627737,1627814,1629673
11,1,missed.shot,away,1610612758,1610612744,1,10,173,183,7 - 4,-3,0,0,0,0,2,1,1,0,203084,202357,1628385,203992,1628368,203952,1629672,1627737,1627814,1629673
12,1,made.shot,home,1610612744,1610612758,2,14,183,197,7 - 6,-1,1,1,0,0,0,0,0,0,203084,202357,1628385,203992,1628368,203952,1629672,1627737,1627814,1629673
13,1,made.shot,away,1610612758,1610612744,2,17,197,214,9 - 6,-3,1,1,0,0,0,0,0,0,203084,202357,1628385,203992,1628368,203952,1629672,1627737,1627814,1629673
14,1,made.shot,home,1610612744,1610612758,2,17,214,231,9 - 8,-1,1,1,0,0,0,0,0,0,203084,202357,1628385,203992,1628368,203952,1629672,1627737,1627814,1629673
