possession.id,period,how.possession.ended,team.with.ball,team.with.ball.id,possession.points,poss.time,start.time,end.time,score,scoremargin,attempts.2p,makes.2p,attempts.3p,makes.3p,attempts.ft,makes.ft,defensive.fouls,offensive.rebounds,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
1,1,missed.shot,away,1610612748,0,29,0,29,,,1,0,0,0,0,0,0,0,202710,1628389,203086,1629130,1629134,1628384,1627783,201188,200768,1627832
2,1,missed.shot,home,1610612761,0,22,29,51,,,0,0,1,0,0,0,0,0,202710,1628389,203086,1629130,1629134,1628384,1627783,201188,200768,1627832
3,1,missed.shot,away,1610612748,0,22,51,73,,,1,0,1,0,0,0,0,1,202710,1628389,203086,1629130,1629134,1628384,1627783,201188,200768,1627832
4,1,made.shot,home,1610612761,2,18,73,91,0 - 2,2,1,1,0,0,0,0,0,0,202710,1628389,203086,1629130,1629134,1628384,1627783,201188,200768,1627832
5,1,made.shot,away,1610612748,2,21,91,112,2 - 2,TIE,1,1,0,0,0,0,0,0,202710,1628389,203086,1629130,1629134,1628384,1627783,201188,200768,1627832
6,1,last.ft.made,home,1610612761,2,14,112,126,2 - 4,2,0,0,0,0,3,2,1,1,202710,1628389,203086,1629130,1629134,1628384,1627783,201188,200768,1627832
7,1,missed.shot,away,1610612748,0,23,126,149,2 - 4,2,0,0,1,0,0,0,0,0,202710,1628389,203086,1629130,1629134,1628384,1627783,201188,200768,1627832
8,1,made.shot,home,1610612761,3,15,149,164,2 - 7,5,0,0,1,1,0,0,0,0,202710,1628389,203086,1629130,1629134,1628384,1627783,201188,200768,1627832
9,1,made.shot,away,1610612748,2,13,164,177,4 - 7,3,1,1,0,0,0,0,0,0,202710,1628389,203086,1629130,1629134,1628384,1627783,201188,200768,1627832
10,1,missed.shot,home,1610612761,0,21,177,198,4 - 7,3,0,0,1,0,0,0,0,0,202710,1628389,203086,1629130,1629134,1628384,1627783,201188,200768,1627832
11,1,made.shot,away,1610612748,2,15,198,213,6 - 7,1,1,1,0,0,0,0,0,0,202710,1628389,203086,1629130,1629134,1628384,1627783,201188,200768,1627832
12,1,missed.shot,home,1610612761,0,20,213,233,6 - 7,1,0,0,1,0,0,0,0,0,202710,1628389,203086,1629130,1629134,1628384,1627783,201188,200768,1627832
13,1,made.shot,away,1610612748,3,8,233,241,9 - 7,-2,0,0,1,1,0,0,0,0,202710,1628389,203086,1629130,1629134,1628384,1627783,201188,200768,1627832
14,1,made.shot,home,1610612761,2,25,241,266,9 - 9,TIE,1,1,0,0,0,0,0,0,202710,1628389,203086,1629130,1629134,1628384,1627783,201188,200768,1627832
15,1,made.shot,away,1610612748,3,14,266,280,12 - 9,-3,0,0,1,1,0,0,0,0,202710,1628389,203086,1629130,1629134,1628384,1627783,201188,200768,1627832
16,1,missed.shot,home,1610612761,0,15,280,295,12 - 9,-3,1,0,0,0,0,0,0,0,202710,1628389,203086,1629130,1629134,1628384,1627783,201188,200768,1627832
17,1,missed.shot,away,1610612748,0,18,295,313,12 - 9,-3,0,0,1,0,0,0,0,0,202710,1628389,203086,1629130,1629134,1628384,1627783,201188,200768,1627832
18,1,made.shot,home,1610612761,3,4,313,317,12 - 12,TIE,0,0,1,1,0,0,0,0,202710,1628389,203086,1629130,1629134,1628384,1627783,201188,200768,1627832
19,1,turnover,away,1610612748,0,14,317,331,12 - 12,TIE,0,0,0,0,0,0,0,0,202710,1628389,203086,1629130,1629134,1628384,1627783,201188,200768,1627832
20,1,made.shot,home,1610612761,3,13,331,344,12 - 15,3,0,0,1,1,0,0,0,0,202710,1628389,203086,1629130,1629134,1628384,1627783,201188,200768,1627832
21,1,made.shot,away,1610612748,2,13,344,357,14 - 15,1,1,1,0,0,0,0,0,0,202710,1628389,203086,1629130,1629134,1628384,1627783,201188,200768,1627832
22,1,made.shot,home,1610612761,2,20,357,377,14 - 17,3,1,1,0,0,0,0,0,0,202710,1628389,203086,1629130,1629134,1628384,1627783,201188,200768,1627832
23,1,made.shot,away,1610612748,3,12,377,389,17 - 17,TIE,0,0,1,1,0,0,0,0,202710,1628389,203086,1629130,1629134,1628384,1627783,201188,200768,1627832
24,1,missed.shot,home,1610612761,0,15,389,404,17 - 17,TIE,0,0,1,0,0,0,0,0,202710,1628389,203086,1629130,1629134,1628384,1627783,201188,200768,1627832
25,1,last.ft.made,away,1610612748,2,2,404,406,19 - 17,-2,0,0,0,0,2,2,1,0,202710,1628389,203086,1629130,1629134,1628384,1627783,201188,200768,1627832
26,1,last.ft.made,home,1610612761,2,11,406,417,19 - 19,TIE,0,0,0,0,2,2,1,0,202710,1628389,203086,1629130,1626159,1628384,1627783,201188,200768,1627832
27,1,made.shot,away,1610612748,2,16,417,433,21 - 19,-2,1,1,0,0,0,0,0,0,202710,1628389,203086,1629130,1626159,1628384,1627783,201188,200768,1627832
28,1,turnover,home,1610612761,0,25,433,458,21 - 19,-2,1,0,0,0,0,0,0,1,202710,1628389,203086,1629130,1626159,1628384,1627783,201188,200768,1627832
29,1,missed.shot,away,1610612748,0,12,458,470,21 - 19,-2,1,0,0,0,0,0,0,0,202710,1628389,203086,1629130,1626159,1628384,1627783,201188,1626181,1627832
30,1,missed.shot,home,1610612761,0,17,470,487,21 - 19,-2,1,0,0,0,0,0,0,0,202710,1628389,203086,1629130,1626159,1628384,1627783,201188,1626181,1627832
31,1,missed.shot,away,1610612748,0,20,487,507,21 - 19,-2,1,0,1,0,0,0,0,1,202710,1628389,203086,1629130,1626159,1628384,1627783,201188,1626181,1627832
32,1,missed.shot,home,1610612761,0,16,507,523,21 - 19,-2,0,0,1,0,0,0,0,0,202710,1628389,203086,1629130,1626159,1628384,1627783,201188,1626181,1627832
33,1,missed.shot,away,1610612748,0,15,523,538,21 - 19,-2,0,0,1,0,0,0,0,0,202710,1628389,203086,1629130,1626159,1628384,1627783,201188,1626181,1627832
34,1,missed.shot,home,1610612761,0,16,538,554,21 - 19,-2,1,0,0,0,0,0,0,0,202710,1628389,203086,1629130,1626159,1628384,1627783,201188,1626181,1627832
