possession.id,period,how.possession.ended,team.with.ball,team.with.ball.id,team.without.ball.id,possession.points,possession.time,start.time,end.time,score,scoremargin,attempts.2p,makes.2p,attempts.3p,makes.3p,attempts.ft,makes.ft,defensive.fouls,offensive.rebounds,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
1,1,missed.shot,away,1610612737,1610612764,0,26,0,26,,,1,0,0,0,0,0,0,0,1629631,1628381,203473,1628989,201952,1629010,1629060,1628418,203078,203894
2,1,turnover,home,1610612764,1610612737,0,12,26,38,,,0,0,0,0,0,0,0,0,1629631,1628381,203473,1628989,201952,1629010,1629060,1628418,203078,203894
3,1,made.shot,away,1610612737,1610612764,3,5,38,43,3 - 0,-3,0,0,1,1,0,0,0,0,1629631,1628381,203473,1628989,201952,1629010,1629060,1628418,203078,203894
4,1,made.shot,home,1610612764,1610612737,3,13,43,56,3 - 3,TIE,0,0,1,1,0,0,0,0,1629631,1628381,203473,1628989,201952,1629010,1629060,1628418,203078,203894
5,1,missed.shot,away,1610612737,1610612764,0,15,56,71,3 - 3,TIE,1,0,0,0,0,0,0,0,1629631,1628381,203473,1628989,201952,1629010,1629060,1628418,203078,203894
6,1,missed.shot,home,1610612764,1610612737,0,21,71,92,3 - 3,TIE,1,0,0,0,0,0,0,0,1629631,1628381,203473,1628989,201952,1629010,1629060,1628418,203078,203894
7,1,last.ft.made,away,1610612737,1610612764,2,2,92,94,5 - 3,-2,0,0,0,0,2,2,1,0,1629631,1628381,203473,1628989,201952,1629010,1629060,1628418,203078,203894
8,1,missed.shot,home,1610612764,1610612737,1,15,94,109,5 - 4,-1,0,0,0,0,2,1,1,0,1629631,1628381,203473,1628989,201952,1629010,1629060,1628418,203078,203894
9,1,missed.shot,away,1610612737,1610612764,0,12,109,121,5 - 4,-1,1,0,0,0,0,0,0,0,1629631,1628381,203473,1628989,201952,1629010,1629060,1628418,203078,203894
10,1,made.shot,home,1610612764,1610612737,3,7,121,128,5 - 7,2,0,0,1,1,0,0,0,0,1629631,1628381,203473,1628989,201952,1629010,1629060,1628418,203078,203894
11,1,missed.shot,away,1610612737,1610612764,0,21,128,149,5 - 7,2,1,0,0,0,0,0,0,0,1629631,1628381,203473,1628989,201952,1629010,1629060,1628418,203078,203894
12,1,turnover,home,1610612764,1610612737,0,12,149,161,5 - 7,2,0,0,0,0,0,0,0,0,1629631,1628381,203473,1628989,201952,1629010,1629060,1628418,203078,203894
13,1,made.shot,away,1610612737,1610612764,3,8,161,169,8 - 7,-1,0,0,1,1,0,0,0,0,1629631,1628381,203473,1628989,201952,1629010,1629060,1628418,203078,203894
14,1,turnover,home,1610612764,1610612737,0,23,169,192,8 - 7,-1,0,0,0,0,0,0,0,0,1629631,1628381,203473,1628989,201952,1629010,1629060,1628418,203078,203894
15,1,missed.shot,away,1610612737,1610612764,0,19,192,211,8 - 7,-1,1,0,0,0,0,0,0,0,1629631,1628381,203473,1628989,201952,1629010,1629060,1628418,203078,203894
16,1,made.shot,home,1610612764,1610612737,3,8,211,219,8 - 10,2,0,0,1,1,0,0,0,0,1629631,1628381,203473,1628989,201952,1629010,1629060,1628418,203078,203894
17,1,missed.shot,away,1610612737,1610612764,0,16,219,235,8 - 10,2,0,0,1,0,0,0,0,0,1629631,1628381,203473,1628989,201952,1629010,1629060,1628418,203078,203894
18,1,turnover,home,1610612764,1610612737,0,15,235,250,8 - 10,2,0,0,0,0,0,0,0,0,1629631,1628381,203473,1628989,201952,1629010,1629060,1628418,203078,203894
19,1,made.shot,away,1610612737,1610612764,2,6,250,256,10 - 10,TIE,1,1,0,0,0,0,0,0,1629631,1628381,203473,1628989,201952,1629010,1629060,1628418,203078,203894
20,1,made.shot,home,1610612764,1610612737,3,20,256,276,10 - 13,3,0,0,1,1,0,0,0,0,1629631,1628381,203473,1628989,201952,1629010,1629060,1628418,203078,203894
21,1,made.shot,away,1610612737,1610612764,3,16,276,292,13 - 13,TIE,0,0,1,1,0,0,0,0,1629631,1628381,203473,1628989,201952,1629010,1629060,1628418,203078,203894
22,1,last.ft.made,home,1610612764,1610612737,2,16,292,308,13 - 15,2,0,0,0,0,2,2,1,0,1629631,1628381,203473,1628989,201952,1629010,1629060,1628418,203078,203894
23,1,made.shot,away,1610612737,1610612764,2,12,308,320,15 - 15,TIE,1,1,1,0,0,0,0,1,1629631,1628981,1629629,1628989,201952,1629010,1629060,1628418,203078,203894
24,1,missed.shot,home,1610612764,1610612737,0,17,320,337,15 - 15,TIE,0,0,1,0,0,0,0,0,1629631,1628981,1629629,1628989,201952,1629010,1629060,1628418,203078,203894
25,1,turnover,away,1610612737,1610612764,0,2,337,339,15 - 15,TIE,0,0,0,0,0,0,0,0,1629631,1628981,1629629,1628989,201952,1629010,1629060,1628418,203078,203894
26,1,missed.shot,home,1610612764,1610612737,0,24,339,363,15 - 15,TIE,0,0,2,0,0,0,0,1,1629631,1628981,1629629,1628989,1626203,1629010,1629060,1628418,203078,203894
27,1,turnover,away,1610612737,1610612764,0,22,363,385,15 - 15,TIE,0,0,1,0,0,0,0,1,1629631,1628981,1629629,1628989,1626203,1629010,1629060,1629021,203078,203894
28,1,turnover,home,1610612764,1610612737,0,12,385,397,15 - 15,TIE,0,0,0,0,0,0,0,0,1629631,1628981,1629629,1628989,1626203,1628972,1629060,1629021,203078,203894
29,1,made.shot,away,1610612737,1610612764,2,14,397,411,17 - 15,-2,1,1,0,0,0,0,0,0,1629631,1628981,1629629,1628989,1626203,1628972,1629060,1629021,203078,203894
30,1,last.ft.made,home,1610612764,1610612737,2,19,411,430,17 - 17,TIE,0,0,0,0,2,2,1,0,1629631,1628981,1629629,1628989,1626203,1628972,202722,1629021,203078,203894
31,1,made.shot,away,1610612737,1610612764,2,18,430,448,19 - 17,-2,1,1,0,0,0,0,0,0,1629631,1628981,1629629,1629164,1626203,1628972,202722,1629021,203078,203894
32,1,made.shot,home,1610612764,1610612737,2,13,448,461,19 - 19,TIE,1,1,0,0,0,0,0,0,1629631,1628981,1629629,1629164,1626203,1628972,202722,1629021,203078,203894
