possession.id,period,how.possession.ended,team.with.ball,team.with.ball.id,possession.points,poss.time,start.time,end.time,score,scoremargin,attempts.2p,makes.2p,attempts.3p,makes.3p,attempts.ft,makes.ft,defensive.fouls,offensive.rebounds,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
1,1,missed.shot,away,1610612760,0,23,0,23,,,0,0,0,0,2,0,1,1,1628390,1629647,203500,1628983,101108,1629066,1627752,1628386,203925,203915
2,1,made.shot,home,1610612751,2,14,23,37,0 - 2,2,1,1,0,0,0,0,0,0,1628390,1629647,203500,1628983,101108,1629066,1627752,1628386,203925,203915
3,1,missed.shot,away,1610612760,0,21,37,58,0 - 2,2,0,0,1,0,0,0,0,0,1628390,1629647,203500,1628983,101108,1629066,1627752,1628386,203925,203915
4,1,made.shot,home,1610612751,3,8,58,66,0 - 5,5,0,0,1,1,0,0,0,0,1628390,1629647,203500,1628983,101108,1629066,1627752,1628386,203925,203915
5,1,made.shot,away,1610612760,3,20,66,86,3 - 5,2,0,0,1,1,0,0,0,0,1628390,1629647,203500,1628983,101108,1629066,1627752,1628386,203925,203915
6,1,missed.shot,home,1610612751,0,22,86,108,3 - 5,2,0,0,1,0,0,0,0,0,1628390,1629647,203500,1628983,101108,1629066,1627752,1628386,203925,203915
7,1,missed.shot,away,1610612760,0,13,108,121,3 - 5,2,0,0,1,0,0,0,0,0,1628390,1629647,203500,1628983,101108,1629066,1627752,1628386,203925,203915
8,1,missed.shot,home,1610612751,0,17,121,138,3 - 5,2,0,0,1,0,0,0,0,0,1628390,1629647,203500,1628983,101108,1629066,1627752,1628386,203925,203915
9,1,made.shot,away,1610612760,2,6,138,144,5 - 5,TIE,1,1,0,0,0,0,0,0,1628390,1629647,203500,1628983,101108,1629066,1627752,1628386,203925,203915
10,1,missed.shot,home,1610612751,0,18,144,162,5 - 5,TIE,0,0,1,0,0,0,0,0,1628390,1629647,203500,1628983,101108,1629066,1627752,1628386,203925,203915
11,1,made.shot,away,1610612760,3,26,162,188,8 - 5,-3,0,0,2,1,0,0,1,1,1628390,1629647,203500,1628983,101108,1629066,1627752,1628386,203925,203915
12,1,made.shot,home,1610612751,3,16,188,204,8 - 8,TIE,0,0,1,1,0,0,0,0,1628390,1629647,203500,1628983,101108,1629066,1627752,1628386,203925,203915
13,1,last.ft.made,away,1610612760,3,25,204,229,11 - 8,-3,3,1,0,0,1,1,1,2,1628390,1629647,203500,1628983,101108,1629066,1627752,1628386,203925,203915
14,1,made.shot,home,1610612751,2,18,229,247,11 - 10,-1,1,1,0,0,0,0,0,0,1628390,1629647,203488,1628983,101108,1629066,1627752,1628386,203925,203915
15,1,missed.shot,away,1610612760,0,24,247,271,11 - 10,-1,1,0,0,0,0,0,0,0,1628390,1629647,203488,1628983,101108,1629066,1627752,1628386,203925,203915
16,1,missed.shot,home,1610612751,0,8,271,279,11 - 10,-1,1,0,0,0,0,0,0,0,1628390,1629647,203488,1628983,101108,1629066,1627752,1628386,203925,203915
