possession.id,period,how.possession.ended,team.with.ball,team.with.ball.id,possession.points,poss.time,start.time,end.time,score,scoremargin,attempts.2p,makes.2p,attempts.3p,makes.3p,attempts.ft,makes.ft,defensive.fouls,offensive.rebounds,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
1,1,missed.shot,home,1610612754,0,21,0,21,,,1,0,0,0,0,0,0,0,203090,202335,1627826,202331,201976,203933,1627734,1626167,203087,1627763
2,1,missed.shot,away,1610612746,0,10,21,31,,,1,0,0,0,0,0,0,0,203090,202335,1627826,202331,201976,203933,1627734,1626167,203087,1627763
3,1,made.shot,home,1610612754,2,11,31,42,0 - 2,2,1,1,0,0,0,0,0,0,203090,202335,1627826,202331,201976,203933,1627734,1626167,203087,1627763
4,1,missed.shot,away,1610612746,0,19,42,61,0 - 2,2,0,0,1,0,0,0,0,0,203090,202335,1627826,202331,201976,203933,1627734,1626167,203087,1627763
5,1,missed.shot,home,1610612754,0,24,61,85,0 - 2,2,1,0,0,0,0,0,0,0,203090,202335,1627826,202331,201976,203933,1627734,1626167,203087,1627763
6,1,made.shot,away,1610612746,2,7,85,92,2 - 2,TIE,1,1,0,0,0,0,0,0,203090,202335,1627826,202331,201976,203933,1627734,1626167,203087,1627763
7,1,last.ft.made,home,1610612754,2,6,92,98,2 - 4,2,0,0,0,0,2,2,1,0,203090,202335,1627826,202331,201976,203933,1627734,1626167,203087,1627763
8,1,made.shot,away,1610612746,2,9,98,107,4 - 4,TIE,1,1,0,0,0,0,0,0,203090,202335,1627826,202331,201976,203933,1627734,1626167,203087,1627763
9,1,missed.shot,home,1610612754,0,17,107,124,4 - 4,TIE,0,0,1,0,0,0,0,0,203090,202335,1627826,202331,201976,203933,1627734,1626167,203087,1627763
10,1,missed.shot,away,1610612746,0,10,124,134,4 - 4,TIE,0,0,1,0,0,0,0,0,203090,202335,1627826,202331,201976,203933,1627734,1626167,203087,1627763
11,1,missed.shot,home,1610612754,0,23,134,157,4 - 4,TIE,1,0,1,0,0,0,0,1,203090,202335,1627826,202331,201976,203933,1627734,1626167,203087,1627763
12,1,turnover,away,1610612746,0,9,157,166,4 - 4,TIE,0,0,0,0,0,0,0,0,203090,202335,1627826,202331,201976,203933,1627734,1626167,203087,1627763
13,1,turnover,home,1610612754,0,4,166,170,4 - 4,TIE,0,0,0,0,0,0,0,0,203090,202335,1627826,202331,201976,203933,1627734,1626167,203087,1627763
14,1,missed.shot,away,1610612746,0,14,170,184,4 - 4,TIE,1,0,1,0,0,0,0,1,203090,202335,1627826,202331,201976,203933,1627734,1626167,203087,1627763
15,1,missed.shot,home,1610612754,0,10,184,194,4 - 4,TIE,1,0,0,0,0,0,0,0,203090,202335,1627826,202331,201976,203933,1627734,1626167,203087,1627763
16,1,turnover,away,1610612746,0,9,194,203,4 - 4,TIE,0,0,0,0,0,0,0,0,203090,202335,1627826,202331,201976,203933,1627734,1626167,203087,1627763
17,1,turnover,home,1610612754,0,5,203,208,4 - 4,TIE,0,0,0,0,0,0,0,0,203090,202335,1627826,202331,201976,203933,1627734,1626167,203087,1627763
18,1,turnover,away,1610612746,0,0,208,208,4 - 4,TIE,0,0,0,0,0,0,0,0,203090,202335,1627826,202331,201976,203933,1627734,1626167,203087,1627763
19,1,missed.shot,home,1610612754,0,6,208,214,4 - 4,TIE,1,0,0,0,0,0,0,0,203090,202335,1627826,202331,201976,203933,1627734,1626167,203087,1627763
20,1,missed.shot,away,1610612746,0,17,214,231,4 - 4,TIE,0,0,1,0,0,0,0,0,203090,202335,1627826,202331,201976,203933,1627734,1626167,203087,1627763
21,1,made.shot,home,1610612754,2,8,231,239,4 - 6,2,1,1,0,0,0,0,0,0,203090,202335,1627826,202331,201976,203933,1627734,1626167,203087,1627763
22,1,missed.shot,away,1610612746,0,23,239,262,4 - 6,2,0,0,1,0,0,0,0,0,203090,202335,1627826,202331,201976,203933,1627734,1626167,203087,1627763
23,1,turnover,home,1610612754,0,10,262,272,4 - 6,2,0,0,0,0,0,0,0,0,203090,202335,1627826,202331,201976,203933,1627734,1626167,203087,1627763
24,1,made.shot,away,1610612746,2,9,272,281,6 - 6,TIE,2,1,0,0,0,0,0,1,203090,202335,1627826,202331,201976,203933,1627734,1626167,203087,1627763
25,1,missed.shot,home,1610612754,0,17,281,298,6 - 6,TIE,0,0,1,0,0,0,0,0,203090,202335,1627826,202331,201976,203933,1627734,1626167,203087,1627763
26,1,turnover,away,1610612746,0,12,298,310,6 - 6,TIE,0,0,0,0,0,0,0,0,203090,202335,1627826,202331,201976,203933,1627734,1626167,203087,1627763
27,1,made.shot,home,1610612754,2,6,310,316,6 - 8,2,1,1,0,0,0,0,0,0,203090,202335,1627826,202331,201976,203933,1627734,1626167,203087,1627763
28,1,missed.shot,away,1610612746,0,15,316,331,6 - 8,2,0,0,1,0,0,0,0,0,203090,202335,1627826,202331,201976,203933,1627734,1626167,203087,1627763
29,1,missed.shot,home,1610612754,0,11,331,342,6 - 8,2,0,0,1,0,0,0,0,0,203090,202335,1627826,202331,201976,203933,1627734,1626167,203087,1627763
30,1,missed.shot,away,1610612746,0,9,342,351,6 - 8,2,0,0,0,0,2,0,1,1,203090,202335,1627826,202331,201976,203933,1627734,1626167,203087,1627763
31,1,missed.shot,home,1610612754,0,14,351,365,6 - 8,2,1,0,0,0,0,0,0,0,203090,101150,1626149,202331,201976,203933,1627734,1626167,203087,1627763
32,1,missed.shot,away,1610612746,0,11,365,376,6 - 8,2,1,0,0,0,0,0,0,0,203090,101150,1626149,202331,201976,203933,1627734,1626167,203087,1627763
33,1,missed.shot,home,1610612754,0,12,376,388,6 - 8,2,1,0,0,0,0,0,0,0,203090,101150,1626149,202331,201976,203933,1627734,1626167,203087,1627763
34,1,missed.shot,away,1610612746,0,8,388,396,6 - 8,2,1,0,0,0,0,0,0,0,203090,101150,1626149,202331,201976,203933,1627734,1626167,203087,1627763
35,1,made.shot,home,1610612754,3,5,396,401,6 - 11,5,0,0,1,1,0,0,0,0,203090,101150,1626149,202331,201976,203933,1627734,1626167,203087,1627763
36,1,made.shot,away,1610612746,2,24,401,425,8 - 11,3,1,1,0,0,0,0,0,0,203090,101150,1626149,202331,201976,203933,1627734,1626167,203087,1627763
37,1,missed.shot,home,1610612754,0,19,425,444,8 - 11,3,1,0,0,0,0,0,0,0,203090,101150,1626149,202331,201976,203933,203200,1626167,203087,1627763
38,1,made.shot,away,1610612746,3,10,444,454,11 - 11,TIE,0,0,1,1,0,0,0,0,203090,101150,1626149,202331,201976,203933,203200,1626167,203087,1627763
39,1,made.shot,home,1610612754,2,17,454,471,11 - 13,2,1,1,0,0,0,0,0,0,203090,101150,1626149,202331,201976,203933,203200,1626167,203087,1627763
