possession.id,period,how.possession.ended,team.with.ball,team.with.ball.id,possession.points,poss.time,start.time,end.time,score,scoremargin,attempts.2p,makes.2p,attempts.3p,makes.3p,attempts.ft,makes.ft,defensive.fouls,offensive.rebounds,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
1,1,missed.shot,away,1610612760,0,41,0,41,,,2,0,0,0,0,0,0,1,1628977,201568,203500,1628983,101108,203933,203960,1627734,1627763,1628988
2,1,missed.shot,home,1610612754,0,19,41,60,,,1,0,0,0,0,0,0,0,1628977,201568,203500,1628983,101108,203933,203960,1627734,1627763,1628988
3,1,missed.shot,away,1610612760,0,8,60,68,,,0,0,1,0,0,0,0,0,1628977,201568,203500,1628983,101108,203933,203960,1627734,1627763,1628988
4,1,made.shot,home,1610612754,2,6,68,74,0 - 2,2,1,1,0,0,0,0,0,0,1628977,201568,203500,1628983,101108,203933,203960,1627734,1627763,1628988
5,1,missed.shot,away,1610612760,0,18,74,92,0 - 2,2,1,0,0,0,0,0,0,0,1628977,201568,203500,1628983,101108,203933,203960,1627734,1627763,1628988
6,1,missed.shot,home,1610612754,0,8,92,100,0 - 2,2,0,0,1,0,0,0,0,0,1628977,201568,203500,1628983,101108,203933,203960,1627734,1627763,1628988
7,1,missed.shot,away,1610612760,0,11,100,111,0 - 2,2,1,0,0,0,0,0,0,0,1628977,201568,203500,1628983,101108,203933,203960,1627734,1627763,1628988
8,1,last.ft.made,home,1610612754,2,4,111,115,0 - 4,4,0,0,0,0,2,2,1,0,1628977,201568,203500,1628983,101108,203933,203960,1627734,1627763,1628988
9,1,missed.shot,away,1610612760,0,11,115,126,0 - 4,4,0,0,1,0,0,0,0,0,1628977,201568,203500,1628983,101108,203933,203960,1627734,1627763,1628988
10,1,made.shot,home,1610612754,2,11,126,137,0 - 6,6,1,1,0,0,0,0,0,0,1628977,201568,203500,1628983,101108,203933,203960,1627734,1627763,1628988
11,1,made.shot,away,1610612760,2,14,137,151,2 - 6,4,1,1,0,0,0,0,0,0,1628977,201568,203500,1628983,101108,203933,203960,1627734,1627763,1628988
12,1,missed.shot,home,1610612754,0,18,151,169,2 - 6,4,1,0,0,0,0,0,0,0,1628977,201568,203500,1628983,101108,203933,203960,1627734,1627763,1628988
13,1,missed.shot,away,1610612760,0,22,169,191,2 - 6,4,0,0,1,0,0,0,0,0,1628977,201568,203500,1628983,101108,203933,203960,1627734,1627763,1628988
14,1,made.shot,home,1610612754,2,9,191,200,2 - 8,6,1,1,0,0,0,0,0,0,1628977,201568,203500,1628983,101108,203933,203960,1627734,1627763,1628988
15,1,made.shot,away,1610612760,2,26,200,226,4 - 8,4,1,1,0,0,0,0,0,0,1628977,201568,203500,1628983,101108,203933,203960,1627734,1627763,1628988
16,1,missed.shot,home,1610612754,0,16,226,242,4 - 8,4,2,0,0,0,0,0,0,1,1628977,201568,203500,1628983,101108,203933,203960,1627734,1627763,1628988
17,1,made.shot,away,1610612760,2,9,242,251,6 - 8,2,1,1,0,0,0,0,0,0,1628977,201568,203500,1628983,101108,203933,203960,1627734,1627763,1628988
18,1,made.shot,home,1610612754,2,16,251,267,6 - 10,4,1,1,0,0,0,0,0,0,1628977,201568,203500,1628983,101108,203933,203960,1627734,1627763,1628988
19,1,made.shot,away,1610612760,2,13,267,280,8 - 10,2,1,1,0,0,0,0,0,0,1628977,201568,203500,1628983,101108,203933,203960,1627734,1627763,1628988
20,1,missed.shot,home,1610612754,0,17,280,297,8 - 10,2,0,0,1,0,0,0,0,0,1628977,201568,203500,1628983,101108,203933,203960,1627734,1627763,1628988
21,1,last.ft.made,away,1610612760,2,6,297,303,10 - 10,TIE,0,0,0,0,2,2,1,0,1628977,201568,203500,1628983,101108,203933,203960,1627734,1627763,1628988
22,1,turnover,home,1610612754,0,20,303,323,10 - 10,TIE,0,0,0,0,0,0,0,0,1628977,201568,203500,1628983,101108,203933,203960,1627734,1627763,1628988
23,1,made.shot,away,1610612760,2,7,323,330,12 - 10,-2,1,1,0,0,0,0,0,0,1628977,201568,203500,1628983,101108,203933,203960,1627734,1627763,1628988
24,1,made.shot,home,1610612754,2,13,330,343,12 - 12,TIE,1,1,0,0,0,0,0,0,1628977,201568,203500,1628983,101108,203933,203960,1627734,1627763,1628988
25,1,turnover,away,1610612760,0,25,343,368,12 - 12,TIE,0,0,0,0,0,0,2,0,1628977,201568,203500,1628983,101108,203933,203960,1627734,1627763,1628988
26,1,turnover,home,1610612754,0,13,368,381,12 - 12,TIE,0,0,0,0,0,0,0,0,1628977,201568,203500,1628983,101108,203933,203960,1627734,1627763,1628988
27,1,turnover,away,1610612760,0,5,381,386,12 - 12,TIE,0,0,0,0,0,0,0,0,1628977,201568,203500,1628983,101108,203933,203960,1627734,1627763,1628988
28,1,made.shot,home,1610612754,2,7,386,393,12 - 14,2,2,1,0,0,0,0,0,1,1628977,201568,203500,1628983,101108,203933,203960,1627734,1627763,1628988
29,1,made.shot,away,1610612760,2,8,393,401,14 - 14,TIE,1,1,0,0,0,0,0,0,1628977,201568,203500,1628983,101108,203933,203960,1627734,1627763,1628988
30,1,made.shot,home,1610612754,2,9,401,410,14 - 16,2,1,1,0,0,0,0,0,0,1628977,201568,203500,1628983,101108,203933,203960,1627734,1627763,1628988
31,1,last.ft.made,away,1610612760,2,16,410,426,16 - 16,TIE,0,0,0,0,2,2,1,0,1628977,201568,203500,1628983,101108,203933,203960,1627734,1627763,1628988
