possession.id,period,how.possession.ended,team.with.ball,team.with.ball.id,team.without.ball.id,possession.points,possession.time,start.time,end.time,score,scoremargin,attempts.2p,makes.2p,attempts.3p,makes.3p,attempts.ft,makes.ft,defensive.fouls,offensive.rebounds,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
1,1,turnover,home,1610612765,1610612737,0,16,0,16,,,0,0,0,0,0,0,0,0,1629631,1628381,203458,1629629,1629027,203503,202693,203083,1628971,202704
2,1,made.shot,away,1610612737,1610612765,2,18,16,34,2 - 0,-2,2,1,0,0,0,0,0,1,1629631,1628381,203458,1629629,1629027,203503,202693,203083,1628971,202704
3,1,missed.shot,home,1610612765,1610612737,0,13,34,47,2 - 0,-2,0,0,1,0,0,0,0,0,1629631,1628381,203458,1629629,1629027,203503,202693,203083,1628971,202704
4,1,missed.shot,away,1610612737,1610612765,0,9,47,56,2 - 0,-2,1,0,0,0,0,0,0,0,1629631,1628381,203458,1629629,1629027,203503,202693,203083,1628971,202704
5,1,made.shot,home,1610612765,1610612737,2,8,56,64,2 - 2,TIE,1,1,0,0,0,0,0,0,1629631,1628381,203458,1629629,1629027,203503,202693,203083,1628971,202704
6,1,made.shot,away,1610612737,1610612765,2,15,64,79,4 - 2,-2,1,1,0,0,0,0,0,0,1629631,1628381,203458,1629629,1629027,203503,202693,203083,1628971,202704
7,1,missed.shot,home,1610612765,1610612737,0,17,79,96,4 - 2,-2,1,0,0,0,0,0,0,0,1629631,1628381,203458,1629629,1629027,203503,202693,203083,1628971,202704
8,1,missed.shot,away,1610612737,1610612765,0,7,96,103,4 - 2,-2,1,0,0,0,0,0,0,0,1629631,1628381,203458,1629629,1629027,203503,202693,203083,1628971,202704
9,1,missed.shot,home,1610612765,1610612737,0,19,103,122,4 - 2,-2,1,0,0,0,0,0,0,0,1629631,1628381,203458,1629629,1629027,203503,202693,203083,1628971,202704
10,1,missed.shot,away,1610612737,1610612765,0,12,122,134,4 - 2,-2,0,0,1,0,0,0,0,0,1629631,1628381,203458,1629629,1629027,203503,202693,203083,1628971,202704
11,1,made.shot,home,1610612765,1610612737,2,5,134,139,4 - 4,TIE,1,1,0,0,0,0,0,0,1629631,1628381,203458,1629629,1629027,203503,202693,203083,1628971,202704
12,1,made.shot,away,1610612737,1610612765,3,20,139,159,7 - 4,-3,0,0,1,1,0,0,1,0,1629631,1628381,203458,1629629,1629027,203503,202693,203083,1628971,202704
13,1,missed.shot,home,1610612765,1610612737,0,15,159,174,7 - 4,-3,0,0,1,0,0,0,0,0,1629631,1628381,203458,1629629,1629027,203503,202693,203083,1628971,202704
14,1,missed.shot,away,1610612737,1610612765,0,13,174,187,7 - 4,-3,0,0,1,0,0,0,0,0,1629631,1628381,203458,1629629,1629027,203503,202693,203083,1628971,202704
15,1,turnover,home,1610612765,1610612737,0,14,187,201,7 - 4,-3,0,0,0,0,0,0,0,0,1629631,1628381,203458,1629629,1629027,203503,202693,203083,1628971,202704
16,1,made.shot,away,1610612737,1610612765,2,5,201,206,9 - 4,-5,1,1,0,0,0,0,0,0,1629631,1628381,203458,1629629,1629027,203503,202693,203083,1628971,202704
17,1,missed.shot,home,1610612765,1610612737,0,16,206,222,9 - 4,-5,1,0,0,0,0,0,0,0,1629631,1628381,203458,1629629,1629027,203503,202693,203083,1628971,202704
18,1,made.shot,away,1610612737,1610612765,2,7,222,229,11 - 4,-7,1,1,0,0,0,0,0,0,1629631,1628381,203458,1629629,1629027,203503,202693,203083,1628971,202704
19,1,made.shot,home,1610612765,1610612737,3,18,229,247,11 - 7,-4,0,0,1,1,0,0,0,0,1629631,1628381,203458,1629629,1629027,203503,202693,203083,1628971,202704
20,1,last.ft.made,away,1610612737,1610612765,2,23,247,270,13 - 7,-6,0,0,0,0,2,2,1,0,1629631,1628381,203458,1629629,1629027,203503,202693,203083,1628971,202704
21,1,made.shot,home,1610612765,1610612737,2,15,270,285,13 - 9,-4,1,1,0,0,0,0,0,0,1629631,203953,203458,1629629,1629027,203503,202693,203083,1628971,202704
22,1,last.ft.made,away,1610612737,1610612765,3,9,285,294,16 - 9,-7,1,1,0,0,1,1,1,0,1629631,203953,203458,1629629,1629027,203503,202693,203083,1628971,202704
