possession.id,period,how.possession.ended,team.with.ball,team.with.ball.id,possession.points,poss.time,start.time,end.time,score,scoremargin,attempts.2p,makes.2p,attempts.3p,makes.3p,attempts.ft,makes.ft,defensive.fouls,offensive.rebounds,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
1,1,made.shot,home,1610612737,3,7,0,7,0 - 3,3,0,0,1,1,0,0,0,0,202699,201143,203954,1626196,1627732,1629631,1628381,203458,1629629,1629027
2,1,turnover,away,1610612755,0,24,7,31,0 - 3,3,0,0,0,0,0,0,0,0,202699,201143,203954,1626196,1627732,1629631,1628381,203458,1629629,1629027
3,1,made.shot,home,1610612737,2,18,31,49,0 - 5,5,1,1,0,0,0,0,0,0,202699,201143,203954,1626196,1627732,1629631,1628381,203458,1629629,1629027
4,1,missed.shot,away,1610612755,0,17,49,66,0 - 5,5,0,0,2,0,0,0,0,1,202699,201143,203954,1626196,1627732,1629631,1628381,203458,1629629,1629027
5,1,made.shot,home,1610612737,2,11,66,77,0 - 7,7,1,1,0,0,0,0,0,0,202699,201143,203954,1626196,1627732,1629631,1628381,203458,1629629,1629027
6,1,missed.shot,away,1610612755,2,17,77,94,2 - 7,5,1,1,0,0,1,0,1,0,202699,201143,203954,1626196,1627732,1629631,1628381,203458,1629629,1629027
7,1,missed.shot,home,1610612737,0,14,94,108,2 - 7,5,0,0,1,0,0,0,0,0,202699,201143,203954,1626196,1627732,1629631,1628381,203458,1629629,1629027
8,1,made.shot,away,1610612755,3,9,108,117,5 - 7,2,0,0,1,1,0,0,0,0,202699,201143,203954,1626196,1627732,1629631,1628381,203458,1629629,1629027
9,1,made.shot,home,1610612737,3,13,117,130,5 - 10,5,0,0,1,1,0,0,0,0,202699,201143,203954,1626196,1627732,1629631,1628381,203458,1629629,1629027
10,1,missed.shot,away,1610612755,0,17,130,147,5 - 10,5,1,0,0,0,0,0,0,0,202699,201143,203954,1626196,1627732,1629631,1628381,203458,1629629,1629027
11,1,turnover,home,1610612737,0,14,147,161,5 - 10,5,0,0,1,0,0,0,1,1,202699,201143,203954,1626196,1627732,1629631,1628381,203458,1629629,1629027
12,1,made.shot,away,1610612755,2,11,161,172,7 - 10,3,1,1,0,0,0,0,0,0,202699,201143,203954,1626196,1627732,1629631,1628381,203458,1629629,1629027
13,1,last.ft.made,home,1610612737,3,10,172,182,7 - 13,6,0,0,0,0,3,3,1,0,202699,201143,203954,1626196,1627732,1629631,1628381,203458,1629629,1629027
14,1,made.shot,away,1610612755,2,12,182,194,9 - 13,4,1,1,0,0,0,0,1,0,202699,201143,203954,1626196,1627732,1629631,1628381,203458,1629629,1629027
15,1,missed.shot,home,1610612737,0,27,194,221,9 - 13,4,1,0,0,0,0,0,0,0,202699,201143,203954,1626196,1627732,1629631,1628381,1628981,1629629,1629027
16,1,made.shot,away,1610612755,2,11,221,232,11 - 13,2,1,1,0,0,0,0,0,0,202699,201143,203954,1626196,1627732,1629631,1628381,1628981,1629629,1629027
17,1,missed.shot,home,1610612737,0,17,232,249,11 - 13,2,1,0,0,0,0,0,0,0,202699,201143,203954,1626196,1627732,1629631,1628381,1628981,1629629,1629027
18,1,turnover,away,1610612755,0,4,249,253,11 - 13,2,0,0,0,0,0,0,0,0,202699,201143,203954,1626196,1627732,1629631,1628381,1628981,1629629,1629027
19,1,made.shot,home,1610612737,2,13,253,266,11 - 15,4,1,1,0,0,0,0,0,0,202699,201143,203954,1626196,1627732,1629631,203953,1628981,1629629,1629027
20,1,missed.shot,away,1610612755,0,14,266,280,11 - 15,4,1,0,0,0,0,0,0,0,202699,201143,203954,1626196,1627732,1629631,203953,1628981,1629629,1629027
21,1,made.shot,home,1610612737,3,6,280,286,11 - 18,7,0,0,1,1,0,0,0,0,202699,201143,203954,1626196,1627732,1629631,203953,1628981,1629629,1629027
22,1,turnover,away,1610612755,0,12,286,298,11 - 18,7,0,0,0,0,0,0,0,0,202699,201143,203954,1626196,1627732,1629631,203953,1628981,1629629,1629027
23,1,made.shot,home,1610612737,3,6,298,304,11 - 21,10,0,0,1,1,0,0,0,0,202699,201143,203954,1626196,1627732,1629631,203953,1628981,1629629,1629027
24,1,missed.shot,away,1610612755,0,13,304,317,11 - 21,10,1,0,0,0,0,0,0,0,202699,201143,203954,1626196,1627732,1629631,203953,1628981,1629629,1629027
25,1,missed.shot,home,1610612737,0,12,317,329,11 - 21,10,0,0,0,0,2,0,1,1,202699,201143,203516,1629680,1627732,1629631,203953,1628981,1628989,1629027
26,1,missed.shot,away,1610612755,0,21,329,350,11 - 21,10,2,0,0,0,0,0,0,1,202699,201143,203516,1629680,1627732,1629631,203953,1628981,1628989,1629027
27,1,made.shot,home,1610612737,3,5,350,355,11 - 24,13,0,0,1,1,0,0,0,0,202699,201143,203516,1629680,1627732,1629631,203953,1628981,1628989,1629027
28,1,made.shot,away,1610612755,2,9,355,364,13 - 24,11,1,1,0,0,0,0,0,0,202699,201143,203516,1629680,1627732,1629631,203953,1628981,1628989,1629027
29,1,turnover,home,1610612737,0,19,364,383,13 - 24,11,0,0,0,0,0,0,0,0,202699,201143,203516,1629680,1627732,1629631,203953,1628981,1628989,1629027
30,1,last.ft.made,away,1610612755,3,2,383,385,16 - 24,8,1,1,0,0,1,1,1,0,202699,201143,203516,1629680,1627732,1629631,203953,1628981,1628989,1629027
31,1,made.shot,home,1610612737,2,34,385,419,16 - 26,10,2,1,1,0,0,0,0,2,202699,201143,203516,1629680,1627732,1627761,203953,1628981,1628989,1629027
32,1,missed.shot,away,1610612755,0,16,419,435,16 - 26,10,0,0,1,0,0,0,0,0,202699,203124,203516,1629680,1627732,1627761,203953,1628981,1628989,1629027
33,1,made.shot,home,1610612737,2,4,435,439,16 - 28,12,1,1,0,0,0,0,0,0,202699,203124,203516,1629680,1627732,1627761,203953,1628981,1628989,1629027
34,1,missed.shot,away,1610612755,0,14,439,453,16 - 28,12,1,0,0,0,0,0,0,0,202699,203124,203516,1629680,1627732,1627761,203953,1628981,1628989,1629027
35,1,missed.shot,home,1610612737,0,3,453,456,16 - 28,12,1,0,0,0,0,0,0,0,202699,203124,203516,1629680,1627732,1627761,203953,1628981,1628989,202323
36,1,made.shot,away,1610612755,2,10,456,466,18 - 28,10,1,1,0,0,0,0,0,0,202699,203124,203516,1629680,1627732,1627761,203953,1628981,1628989,202323
37,1,made.shot,home,1610612737,2,14,466,480,18 - 30,12,1,1,0,0,0,0,0,0,202699,203124,203516,1629680,1627732,1627761,203953,1628981,1628989,202323
38,1,missed.shot,away,1610612755,0,13,480,493,18 - 30,12,1,0,0,0,0,0,0,0,202699,203124,203516,1629680,1627732,1627761,203953,1628981,1628989,202323
