possession.id,period,how.possession.ended,team.with.ball,team.with.ball.id,team.without.ball.id,possession.points,possession.time,start.time,end.time,score,scoremargin,attempts.2p,makes.2p,attempts.3p,makes.3p,attempts.ft,makes.ft,defensive.fouls,offensive.rebounds,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
1,1,turnover,away,1610612745,1610612763,0,13,0,13,,,0,0,0,0,0,0,0,0,1627863,200782,203991,201569,201935,203109,1629634,202685,1628415,1629630
2,1,turnover,home,1610612763,1610612745,0,24,13,37,,,2,0,0,0,0,0,0,2,1627863,200782,203991,201569,201935,203109,1629634,202685,1628415,1629630
3,1,missed.shot,away,1610612745,1610612763,0,15,37,52,,,0,0,2,0,0,0,0,1,1627863,200782,203991,201569,201935,203109,1629634,202685,1628415,1629630
4,1,made.shot,home,1610612763,1610612745,2,15,52,67,0 - 2,2,1,1,0,0,0,0,1,0,1627863,200782,203991,201569,201935,203109,1629634,202685,1628415,1629630
5,1,missed.shot,away,1610612745,1610612763,1,9,67,76,1 - 2,1,0,0,0,0,2,1,1,0,1627863,200782,203991,201569,201935,203109,1629634,202685,1628415,1629630
6,1,missed.shot,home,1610612763,1610612745,0,13,76,89,1 - 2,1,1,0,0,0,0,0,0,0,1627863,200782,203991,201569,201935,203109,1629634,202685,1628415,1629630
7,1,missed.shot,away,1610612745,1610612763,0,16,89,105,1 - 2,1,2,0,0,0,0,0,0,1,1627863,200782,203991,201569,201935,203109,1629634,202685,1628415,1629630
8,1,made.shot,home,1610612763,1610612745,2,3,105,108,1 - 4,3,1,1,0,0,0,0,0,0,1627863,200782,203991,201569,201935,203109,1629634,202685,1628415,1629630
9,1,made.shot,away,1610612745,1610612763,3,25,108,133,4 - 4,TIE,1,0,1,1,0,0,0,1,1627863,200782,203991,201569,201935,203109,1629634,202685,1628415,1629630
10,1,made.shot,home,1610612763,1610612745,2,17,133,150,4 - 6,2,1,1,0,0,0,0,0,0,1627863,200782,203991,201569,201935,203109,1629634,202685,1628415,1629630
11,1,missed.shot,away,1610612745,1610612763,0,11,150,161,4 - 6,2,0,0,1,0,0,0,0,0,1627863,200782,203991,201569,201935,203109,1629634,202685,1628415,1629630
12,1,missed.shot,home,1610612763,1610612745,0,18,161,179,4 - 6,2,1,0,0,0,0,0,0,0,1627863,200782,203991,201569,201935,203109,1629634,202685,1628415,1629630
13,1,made.shot,away,1610612745,1610612763,2,8,179,187,6 - 6,TIE,1,1,0,0,0,0,0,0,1627863,200782,203991,201569,201935,203109,1629634,202685,1628415,1629630
14,1,made.shot,home,1610612763,1610612745,3,22,187,209,6 - 9,3,0,0,1,1,0,0,0,0,1627863,200782,203991,201569,201935,203109,1629634,202685,1628415,1629630
15,1,last.ft.made,away,1610612745,1610612763,3,17,209,226,9 - 9,TIE,0,0,0,0,3,3,1,0,1627863,200782,203991,201569,201935,203109,1629634,202685,1628415,1629630
16,1,made.shot,home,1610612763,1610612745,2,21,226,247,9 - 11,2,2,1,1,0,0,0,0,2,1627863,200782,203991,201569,201935,203109,1629634,202685,1628415,1629630
17,1,missed.shot,away,1610612745,1610612763,0,13,247,260,9 - 11,2,1,0,1,0,0,0,0,1,1627863,200782,203991,201569,201935,203109,1629634,202685,1628415,1629630
18,1,missed.shot,home,1610612763,1610612745,0,6,260,266,9 - 11,2,1,0,0,0,0,0,0,0,1627863,200782,203991,201569,201935,203109,1629634,202685,1628415,1629630
19,1,missed.shot,away,1610612745,1610612763,2,5,266,271,11 - 11,TIE,1,1,0,0,1,0,1,0,1627863,200782,203991,201569,201935,203109,1629634,202685,1628415,1629630
20,1,missed.shot,home,1610612763,1610612745,0,18,271,289,11 - 11,TIE,1,0,0,0,0,0,0,0,1627863,200782,203991,201569,201935,203109,1629634,202685,1628415,1629630
21,1,missed.shot,away,1610612745,1610612763,0,15,289,304,11 - 11,TIE,0,0,2,0,0,0,0,1,1627863,200782,203991,201569,201935,203109,1629634,202685,1628415,1629630
22,1,missed.shot,home,1610612763,1610612745,1,5,304,309,11 - 12,1,0,0,0,0,2,1,1,0,1627863,200782,203991,201569,201935,203109,1629634,202685,1628415,1629630
23,1,missed.shot,away,1610612745,1610612763,0,9,309,318,11 - 12,1,1,0,0,0,0,0,0,0,1627863,203085,203991,203463,201935,203109,1626145,202685,1628415,203524
24,1,missed.shot,home,1610612763,1610612745,0,10,318,328,11 - 12,1,0,0,1,0,0,0,0,0,1627863,203085,203991,203463,201935,203109,1626145,202685,1628415,203524
25,1,missed.shot,away,1610612745,1610612763,0,9,328,337,11 - 12,1,0,0,1,0,0,0,0,0,1627863,203085,203991,203463,201935,203109,1626145,202685,1628415,203524
26,1,made.shot,home,1610612763,1610612745,2,11,337,348,11 - 14,3,1,1,0,0,0,0,0,0,1627863,203085,203991,203463,201935,203109,1626145,202685,1628415,203524
