possession.id,period,how.possession.ended,team.with.ball,team.with.ball.id,possession.points,poss.time,start.time,end.time,score,scoremargin,attempts.2p,makes.2p,attempts.3p,makes.3p,attempts.ft,makes.ft,defensive.fouls,offensive.rebounds,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
1,1,missed.shot,home,1610612747,0,23,0,23,,,1,0,0,0,0,0,0,0,1628970,1629023,203469,1628407,1626179,2544,203076,201580,201980,202340
2,1,made.shot,away,1610612766,3,22,23,45,3 - 0,-3,0,0,1,1,0,0,0,0,1628970,1629023,203469,1628407,1626179,2544,203076,201580,201980,202340
3,1,made.shot,home,1610612747,2,13,45,58,3 - 2,-1,1,1,0,0,0,0,0,0,1628970,1629023,203469,1628407,1626179,2544,203076,201580,201980,202340
4,1,turnover,away,1610612766,0,13,58,71,3 - 2,-1,0,0,0,0,0,0,0,0,1628970,1629023,203469,1628407,1626179,2544,203076,201580,201980,202340
5,1,turnover,home,1610612747,0,3,71,74,3 - 2,-1,0,0,0,0,0,0,0,0,1628970,1629023,203469,1628407,1626179,2544,203076,201580,201980,202340
6,1,missed.shot,away,1610612766,0,21,74,95,3 - 2,-1,1,0,0,0,0,0,0,0,1628970,1629023,203469,1628407,1626179,2544,203076,201580,201980,202340
7,1,missed.shot,home,1610612747,0,9,95,104,3 - 2,-1,0,0,1,0,0,0,0,0,1628970,1629023,203469,1628407,1626179,2544,203076,201580,201980,202340
8,1,turnover,away,1610612766,0,1,104,105,3 - 2,-1,0,0,0,0,0,0,1,0,1628970,1629023,203469,1628407,1626179,2544,203076,201580,201980,202340
9,1,turnover,home,1610612747,0,14,105,119,3 - 2,-1,0,0,0,0,0,0,0,0,1628970,1629023,203469,1628407,1626179,2544,203076,201580,201980,202340
10,1,missed.shot,away,1610612766,0,7,119,126,3 - 2,-1,1,0,0,0,0,0,0,0,1628970,1629023,203469,1628407,1626179,2544,203076,201580,201980,202340
11,1,made.shot,home,1610612747,2,2,126,128,3 - 4,1,1,1,0,0,0,0,0,0,1628970,1629023,203469,1628407,1626179,2544,203076,201580,201980,202340
12,1,made.shot,away,1610612766,2,12,128,140,5 - 4,-1,1,1,0,0,0,0,0,0,1628970,1629023,203469,1628407,1626179,2544,203076,201580,201980,202340
13,1,made.shot,home,1610612747,2,15,140,155,5 - 6,1,1,1,0,0,0,0,0,0,1628970,1629023,203469,1628407,1626179,2544,203076,201580,201980,202340
14,1,made.shot,away,1610612766,3,12,155,167,8 - 6,-2,0,0,1,1,0,0,0,0,1628970,1629023,203469,1628407,1626179,2544,203076,201580,201980,202340
15,1,missed.shot,home,1610612747,0,19,167,186,8 - 6,-2,1,0,0,0,0,0,0,0,1628970,1629023,203469,1628407,1626179,2544,203076,201580,201980,202340
16,1,last.ft.made,away,1610612766,2,6,186,192,10 - 6,-4,0,0,0,0,2,2,1,0,1628970,1629023,203469,1628407,1626179,2544,203076,201580,201980,202340
17,1,made.shot,home,1610612747,2,16,192,208,10 - 8,-2,2,1,0,0,0,0,0,1,1628970,1629023,203469,1628407,1626179,2544,203076,201580,201980,202340
18,1,turnover,away,1610612766,0,11,208,219,10 - 8,-2,0,0,0,0,0,0,0,0,1628970,1629023,203469,1628407,1626179,2544,203076,201580,201980,202340
19,1,missed.shot,home,1610612747,0,10,219,229,10 - 8,-2,2,0,0,0,0,0,0,1,1628970,1629023,203469,1628407,1626179,2544,203076,201580,201980,202340
20,1,made.shot,away,1610612766,3,4,229,233,13 - 8,-5,0,0,1,1,0,0,0,0,1628970,1629023,203469,1628407,1626179,2544,203076,201580,201980,202340
21,1,missed.shot,home,1610612747,0,20,233,253,13 - 8,-5,0,0,1,0,0,0,0,0,1628970,1629023,203469,1628407,1626179,2544,203076,201580,201980,202340
22,1,made.shot,away,1610612766,2,13,253,266,15 - 8,-7,1,1,0,0,0,0,0,0,1628970,1629023,203469,1628407,1626179,2544,203076,201580,201980,202340
23,1,missed.shot,home,1610612747,0,25,266,291,15 - 8,-7,1,0,0,0,0,0,0,0,1628970,1629023,203469,1628407,1626179,2544,203076,201580,201980,202340
24,1,last.ft.made,away,1610612766,2,4,291,295,17 - 8,-9,0,0,0,0,2,2,1,0,1628970,1629023,203469,1628407,1626179,2544,203076,201580,201980,202340
25,1,made.shot,home,1610612747,2,6,295,301,17 - 10,-7,1,1,0,0,0,0,0,0,1628970,1629023,203469,1628407,1626179,2544,203076,201580,201980,202340
26,1,missed.shot,away,1610612766,0,16,301,317,17 - 10,-7,0,0,1,0,0,0,0,0,1628970,1629023,203469,1628407,1626179,2544,203076,201580,201980,202340
27,1,made.shot,home,1610612747,2,8,317,325,17 - 12,-5,1,1,0,0,0,0,0,0,1628970,1629023,203469,1628407,1626179,2544,203076,201580,201980,202340
28,1,missed.shot,away,1610612766,0,24,325,349,17 - 12,-5,1,0,0,0,0,0,0,0,1628970,1629023,203469,1628407,1626179,2544,203076,201580,201980,202340
29,1,made.shot,home,1610612747,2,13,349,362,17 - 14,-3,1,1,0,0,0,0,0,0,1628970,1629023,203469,1628407,1626179,2544,203076,201580,201980,202340
30,1,missed.shot,away,1610612766,0,27,362,389,17 - 14,-3,0,0,1,0,0,0,0,0,1628970,1629023,203469,1628407,1626179,2544,203076,201580,201980,202340
31,1,turnover,home,1610612747,0,17,389,406,17 - 14,-3,0,0,0,0,0,0,1,0,1628970,202687,1628984,101107,1626179,2544,203076,201580,201980,202340
32,1,made.shot,away,1610612766,2,13,406,419,19 - 14,-5,1,1,0,0,0,0,0,0,1628970,202687,1628984,101107,1626179,2544,203076,201580,201980,202340
33,1,missed.shot,home,1610612747,0,19,419,438,19 - 14,-5,1,0,0,0,0,0,0,0,1628970,202687,1628984,101107,1626179,2544,203076,201580,201980,202340
34,1,made.shot,away,1610612766,2,3,438,441,21 - 14,-7,1,1,0,0,0,0,0,0,1628970,202687,1628984,101107,1626179,2544,203076,201580,201980,202340
35,1,missed.shot,home,1610612747,0,29,441,470,21 - 14,-7,0,0,1,0,0,0,0,0,1628970,202687,1628984,101107,1626179,2544,203076,201580,201980,202340
36,1,missed.shot,away,1610612766,0,7,470,477,21 - 14,-7,1,0,0,0,0,0,0,0,1628970,202687,1628984,101107,1626179,2544,203076,201580,201980,202340
37,1,made.shot,home,1610612747,2,2,477,479,21 - 16,-5,1,1,0,0,0,0,0,0,1628970,202687,1628984,101107,1626179,2544,203076,201580,201980,202340
38,1,turnover,away,1610612766,0,8,479,487,21 - 16,-5,0,0,0,0,0,0,0,0,1628970,202687,1628984,101107,1626179,2544,203076,201580,201980,202340
39,1,made.shot,home,1610612747,3,12,487,499,21 - 19,-2,0,0,1,1,0,0,0,0,1628970,202687,1628984,101107,1626179,2544,203076,2730,201980,202340
40,1,turnover,away,1610612766,0,26,499,525,21 - 19,-2,0,0,0,0,0,0,0,0,1628970,202687,1628984,101107,1626179,2544,203076,2730,201980,203484
41,1,last.ft.made,home,1610612747,2,2,525,527,21 - 21,TIE,0,0,0,0,2,2,1,0,1628970,202687,1628984,101107,1626179,2544,203076,2730,201980,203484
42,1,missed.shot,away,1610612766,0,15,527,542,21 - 21,TIE,1,0,0,0,0,0,0,0,1628970,202687,1628984,101107,1628370,1626188,203076,2730,201980,203484
43,1,made.shot,home,1610612747,2,15,542,557,21 - 23,2,1,1,0,0,0,0,0,0,1628970,202687,1628984,101107,1628370,1626188,203076,2730,201980,203484
44,1,missed.shot,away,1610612766,0,22,557,579,21 - 23,2,1,0,0,0,0,0,0,0,1628970,202687,1628984,101107,1628370,1626188,203076,2730,201980,203484
