possession.id,period,how.possession.ended,team.with.ball,team.with.ball.id,team.without.ball.id,possession.points,possession.time,start.time,end.time,score,scoremargin,attempts.2p,makes.2p,attempts.3p,makes.3p,attempts.ft,makes.ft,defensive.fouls,offensive.rebounds,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
1,1,missed.shot,home,1610612762,1610612750,0,22,0,22,,,1,0,0,0,0,0,0,0,1627774,203496,1626157,1626203,201952,202711,1626220,203497,1628378,201144
2,1,missed.shot,away,1610612750,1610612762,0,15,22,37,,,0,0,1,0,0,0,0,0,1627774,203496,1626157,1626203,201952,202711,1626220,203497,1628378,201144
3,1,missed.shot,home,1610612762,1610612750,0,16,37,53,,,1,0,0,0,0,0,0,0,1627774,203496,1626157,1626203,201952,202711,1626220,203497,1628378,201144
4,1,made.shot,away,1610612750,1610612762,2,2,53,55,2 - 0,-2,1,1,0,0,0,0,0,0,1627774,203496,1626157,1626203,201952,202711,1626220,203497,1628378,201144
5,1,made.shot,home,1610612762,1610612750,2,12,55,67,2 - 2,TIE,1,1,0,0,0,0,0,0,1627774,203496,1626157,1626203,201952,202711,1626220,203497,1628378,201144
6,1,made.shot,away,1610612750,1610612762,3,15,67,82,5 - 2,-3,0,0,1,1,0,0,0,0,1627774,203496,1626157,1626203,201952,202711,1626220,203497,1628378,201144
7,1,last.ft.made,home,1610612762,1610612750,3,16,82,98,5 - 5,TIE,1,1,0,0,1,1,1,0,1627774,203496,1626157,1626203,201952,202711,1626220,203497,1628378,201144
8,1,missed.shot,away,1610612750,1610612762,0,9,98,107,5 - 5,TIE,0,0,1,0,0,0,0,0,1627774,203496,1626157,1626203,201952,202711,1626220,203497,1628378,201144
9,1,missed.shot,home,1610612762,1610612750,0,19,107,126,5 - 5,TIE,1,0,0,0,0,0,0,0,1627774,203496,1626157,1626203,201952,202711,1626220,203497,1628378,201144
10,1,missed.shot,away,1610612750,1610612762,0,8,126,134,5 - 5,TIE,1,0,0,0,0,0,0,0,1627774,203496,1626157,1626203,201952,202711,1626220,203497,1628378,201144
11,1,last.ft.made,home,1610612762,1610612750,3,23,134,157,5 - 8,3,0,0,0,0,3,3,2,0,1627774,203496,1626157,1626203,201952,202711,1626220,203497,1628378,201144
12,1,made.shot,away,1610612750,1610612762,3,11,157,168,8 - 8,TIE,0,0,1,1,0,0,0,0,1627774,203496,1626157,1626203,201952,202711,1626220,203497,1628378,201144
13,1,turnover,home,1610612762,1610612750,0,18,168,186,8 - 8,TIE,0,0,0,0,0,0,0,0,1627774,203496,1626157,1626203,201952,202711,1626220,203497,1628378,201144
14,1,missed.shot,away,1610612750,1610612762,0,15,186,201,8 - 8,TIE,1,0,0,0,0,0,0,0,1627774,203496,1626157,1626203,201952,202711,1626220,203497,1628378,201144
15,1,last.ft.made,home,1610612762,1610612750,2,5,201,206,8 - 10,2,0,0,0,0,2,2,1,0,1627774,203496,1626157,1626203,201952,202711,1626220,203497,1628378,201144
16,1,made.shot,away,1610612750,1610612762,3,6,206,212,11 - 10,-1,0,0,1,1,0,0,0,0,1627774,1629006,1626157,1626203,201952,202711,1626220,203497,1628378,201144
17,1,made.shot,home,1610612762,1610612750,2,22,212,234,11 - 12,1,1,1,1,0,0,0,0,1,1627774,1629006,1626157,1626203,201952,202711,1626220,203497,1628378,201144
18,1,missed.shot,away,1610612750,1610612762,0,15,234,249,11 - 12,1,1,0,0,0,0,0,0,0,1627774,1629006,1626157,1626203,201952,202711,1626220,203497,1628378,201144
19,1,made.shot,home,1610612762,1610612750,2,4,249,253,11 - 14,3,1,1,0,0,0,0,0,0,1627774,1629006,1626157,1626203,201952,202711,1626220,203497,1628378,201144
20,1,made.shot,away,1610612750,1610612762,3,21,253,274,14 - 14,TIE,0,0,1,1,0,0,0,0,1627774,1629006,1626157,1626203,201952,202711,1626220,203497,1628378,201144
21,1,missed.shot,home,1610612762,1610612750,0,18,274,292,14 - 14,TIE,1,0,0,0,0,0,0,0,1627774,1629006,1626157,1626203,201952,202711,1626220,203497,1628378,201144
22,1,missed.shot,away,1610612750,1610612762,0,9,292,301,14 - 14,TIE,1,0,0,0,0,0,0,0,1627774,1629006,1626157,1626203,201952,202711,1626220,203497,1628378,201144
23,1,made.shot,home,1610612762,1610612750,3,7,301,308,14 - 17,3,0,0,1,1,0,0,0,0,1627774,1629006,1626157,1626203,201952,202711,1626220,203497,1628378,201144
24,1,made.shot,away,1610612750,1610612762,3,12,308,320,17 - 17,TIE,0,0,1,1,0,0,0,0,1627774,1629006,1626157,1626203,201952,202711,1626220,203497,1628378,201144
25,1,made.shot,home,1610612762,1610612750,2,15,320,335,17 - 19,2,1,1,0,0,0,0,0,0,1627774,1629006,1626157,1626203,201952,202711,1626220,203497,1628378,201144
26,1,missed.shot,away,1610612750,1610612762,0,19,335,354,17 - 19,2,0,0,1,0,0,0,1,0,1627774,1629006,1626157,1626203,201952,202711,1626220,203497,1628378,201144
27,1,turnover,home,1610612762,1610612750,0,8,354,362,17 - 19,2,0,0,0,0,0,0,0,0,1627774,1629006,1626157,1629633,1629103,202711,1626220,203497,204060,201144
28,1,made.shot,away,1610612750,1610612762,2,6,362,368,19 - 19,TIE,1,1,0,0,0,0,0,0,1627774,1629006,1626157,1629633,1629103,202711,1626220,203497,204060,201144
29,1,made.shot,home,1610612762,1610612750,2,12,368,380,19 - 21,2,1,1,0,0,0,0,0,0,1627774,1629006,1626157,1629633,1629103,202711,1626220,203497,204060,201144
