possession.id,period,how.possession.ended,team.with.ball,team.with.ball.id,team.without.ball.id,possession.points,possession.time,start.time,end.time,score,scoremargin,attempts.2p,makes.2p,attempts.3p,makes.3p,attempts.ft,makes.ft,defensive.fouls,offensive.rebounds,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
1,1,missed.shot,away,1610612746,1610612756,0,19,0,19,,,0,0,1,0,0,0,0,0,202695,202335,1627826,1629013,201976,1626162,203967,203382,1626164,1628975
2,1,missed.shot,home,1610612756,1610612746,0,19,19,38,,,0,0,1,0,0,0,0,0,202695,202335,1627826,1629013,201976,1626162,203967,203382,1626164,1628975
3,1,made.shot,away,1610612746,1610612756,3,6,38,44,3 - 0,-3,0,0,1,1,0,0,0,0,202695,202335,1627826,1629013,201976,1626162,203967,203382,1626164,1628975
4,1,made.shot,home,1610612756,1610612746,2,14,44,58,3 - 2,-1,1,1,0,0,0,0,0,0,202695,202335,1627826,1629013,201976,1626162,203967,203382,1626164,1628975
5,1,missed.shot,away,1610612746,1610612756,0,16,58,74,3 - 2,-1,1,0,0,0,0,0,0,0,202695,202335,1627826,1629013,201976,1626162,203967,203382,1626164,1628975
6,1,turnover,home,1610612756,1610612746,0,3,74,77,3 - 2,-1,0,0,0,0,0,0,1,0,202695,202335,1627826,1629013,201976,1626162,203967,203382,1626164,1628975
7,1,missed.shot,away,1610612746,1610612756,0,25,77,102,3 - 2,-1,1,0,0,0,0,0,0,0,202695,202335,1627826,1629013,201976,1626162,203967,203382,1626164,1628975
8,1,last.ft.made,home,1610612756,1610612746,2,14,102,116,3 - 4,1,0,0,0,0,2,2,1,0,202695,202335,1627826,1629013,201976,1626162,203967,203382,1626164,1628975
9,1,missed.shot,away,1610612746,1610612756,0,12,116,128,3 - 4,1,1,0,0,0,0,0,0,0,202695,202335,1627826,1629013,201976,1626162,203967,203382,1626164,1628975
10,1,made.shot,home,1610612756,1610612746,3,9,128,137,3 - 7,4,0,0,1,1,0,0,0,0,202695,202335,1627826,1629013,201976,1626162,203967,203382,1626164,1628975
11,1,missed.shot,away,1610612746,1610612756,0,30,137,167,3 - 7,4,0,0,1,0,0,0,1,0,202695,202335,1627826,1629013,201976,1626162,203967,203382,1626164,1628975
12,1,made.shot,home,1610612756,1610612746,3,11,167,178,3 - 10,7,0,0,1,1,0,0,1,0,202695,202335,1627826,1629013,201976,1626162,203967,203382,1626164,1628975
13,1,made.shot,away,1610612746,1610612756,2,17,178,195,5 - 10,5,1,1,0,0,0,0,0,0,202695,202335,1627826,1629013,201976,1626162,203967,203382,1626164,1628975
14,1,missed.shot,home,1610612756,1610612746,0,28,195,223,5 - 10,5,2,0,0,0,0,0,0,1,202695,202335,1627826,1629013,201976,1626162,203967,203382,1626164,1628975
15,1,missed.shot,away,1610612746,1610612756,0,10,223,233,5 - 10,5,0,0,1,0,0,0,0,0,202695,202335,1627826,1629013,201976,1626162,203967,1626163,1626164,1628975
16,1,missed.shot,home,1610612756,1610612746,0,13,233,246,5 - 10,5,1,0,0,0,0,0,0,0,202695,202335,1627826,1629013,201976,1626162,203967,1626163,1626164,1628975
17,1,turnover,away,1610612746,1610612756,0,11,246,257,5 - 10,5,0,0,0,0,0,0,0,0,202695,202335,1627826,1629013,201976,1626162,203967,1626163,1626164,1628975
18,1,made.shot,home,1610612756,1610612746,2,3,257,260,5 - 12,7,1,1,0,0,0,0,0,0,202695,202335,1627826,1629013,201976,1626162,203967,1626163,1626164,1628975
19,1,missed.shot,away,1610612746,1610612756,0,23,260,283,5 - 12,7,0,0,1,0,0,0,0,0,202695,202335,1627826,1629013,201976,1626162,203967,1626163,1626164,1628975
20,1,turnover,home,1610612756,1610612746,0,6,283,289,5 - 12,7,0,0,0,0,0,0,0,0,202695,202335,1627826,1629013,201976,1626162,203967,1626163,1626164,1628975
21,1,missed.shot,away,1610612746,1610612756,0,9,289,298,5 - 12,7,0,0,1,0,0,0,0,0,202695,202335,1627826,1629013,201976,1626162,203967,1626163,1626164,1628975
22,1,missed.shot,home,1610612756,1610612746,0,15,298,313,5 - 12,7,0,0,1,0,0,0,0,0,202695,202335,1627826,1629013,201976,1626162,203967,1626163,1626164,1628975
23,1,missed.shot,away,1610612746,1610612756,0,8,313,321,5 - 12,7,0,0,1,0,0,0,0,0,202695,202335,1627826,1629013,201976,1626162,203967,1626163,1626164,1628975
24,1,missed.shot,home,1610612756,1610612746,2,21,321,342,5 - 14,9,1,1,0,0,1,0,1,0,202695,202335,1627826,1629013,201976,1626162,203967,1626163,1626164,1628975
25,1,missed.shot,away,1610612746,1610612756,0,21,342,363,5 - 14,9,1,0,0,0,0,0,0,0,202695,202335,101150,1626149,201976,1628969,203967,1626163,1626164,1628975
26,1,turnover,home,1610612756,1610612746,0,8,363,371,5 - 14,9,0,0,0,0,0,0,0,0,202695,202335,101150,1626149,201976,1628969,203967,1626163,1626164,1628975
27,1,made.shot,away,1610612746,1610612756,3,20,371,391,8 - 14,6,0,0,1,1,0,0,2,0,202695,202335,101150,1626149,201976,1628969,203967,1626163,1626164,1628975
28,1,missed.shot,home,1610612756,1610612746,0,39,391,430,8 - 14,6,0,0,1,0,0,0,1,0,202695,203210,101150,1626149,1629013,1628969,203967,1626163,1626164,1628975
29,1,made.shot,away,1610612746,1610612756,2,9,430,439,10 - 14,4,1,1,0,0,0,0,0,0,202695,203210,101150,1626149,1629013,1628969,203382,1626163,1626164,1628975
30,1,made.shot,home,1610612756,1610612746,3,9,439,448,10 - 17,7,0,0,1,1,0,0,0,0,202695,203210,101150,1626149,1629013,1628969,203382,1626163,1626164,1628975
31,1,missed.shot,away,1610612746,1610612756,0,20,448,468,10 - 17,7,1,0,0,0,0,0,0,0,201976,203210,101150,1626149,1629013,1628969,203382,1626163,1626164,1628975
32,1,turnover,home,1610612756,1610612746,0,20,468,488,10 - 17,7,0,0,1,0,0,0,0,1,201976,203210,101150,1626149,1629013,1628969,203382,1626163,1626164,1628975
33,1,missed.shot,away,1610612746,1610612756,2,4,488,492,12 - 17,5,1,1,0,0,1,0,1,0,201976,203210,101150,1626149,203090,1628969,203382,1626163,1626164,1628975
34,1,made.shot,home,1610612756,1610612746,2,17,492,509,12 - 19,7,1,1,1,0,0,0,0,1,201976,203210,101150,1626149,203090,1628969,203382,1626163,1626164,1628975
35,1,missed.shot,away,1610612746,1610612756,0,15,509,524,12 - 19,7,0,0,1,0,0,0,0,0,201976,203210,101150,1626149,203090,1628969,203382,1626163,1626164,1628975
36,1,last.ft.made,home,1610612756,1610612746,2,11,524,535,12 - 21,9,0,0,0,0,2,2,1,0,201976,203210,101150,1626149,203090,1628969,203382,1626163,204020,1629059
37,1,last.ft.made,away,1610612746,1610612756,3,15,535,550,15 - 21,6,2,1,1,0,1,1,1,2,201976,203210,101150,1626149,203090,1628969,203382,1629661,204020,1629059
38,1,last.ft.made,home,1610612756,1610612746,1,0,550,550,15 - 22,7,0,0,0,0,2,1,1,1,201976,203210,101150,1626149,203090,1628969,203382,1629661,204020,1629059
39,1,missed.shot,away,1610612746,1610612756,1,21,550,571,16 - 22,6,1,0,0,0,2,1,1,1,201976,203210,101150,1626149,203090,1628969,203382,1629661,204020,1629059
40,1,made.shot,home,1610612756,1610612746,2,12,571,583,16 - 24,8,1,1,0,0,0,0,0,0,201976,203210,101150,1626149,203090,1628969,203382,1629661,204020,1629059
41,1,last.ft.made,away,1610612746,1610612756,2,11,583,594,18 - 24,6,0,0,0,0,2,2,1,0,201976,203210,101150,1626149,203090,1628969,203382,1629661,204020,1629059
42,1,missed.shot,home,1610612756,1610612746,0,27,594,621,18 - 24,6,0,0,1,0,0,0,0,0,201976,203210,101150,1626149,203090,1628969,203382,1629661,204020,1629059
43,1,turnover,away,1610612746,1610612756,0,13,621,634,18 - 24,6,0,0,0,0,0,0,0,0,201976,203210,101150,1626149,203090,1628969,203382,1629661,204020,1629059
44,1,turnover,home,1610612756,1610612746,0,7,634,641,18 - 24,6,0,0,0,0,0,0,1,0,201976,203210,101150,1626149,203090,1628969,203382,1629661,204020,1629059
45,1,missed.shot,away,1610612746,1610612756,0,29,641,670,18 - 24,6,2,0,0,0,0,0,0,1,201976,203210,101150,1626149,203090,1628969,203382,1629661,204020,1629059
46,1,missed.shot,home,1610612756,1610612746,0,18,670,688,18 - 24,6,0,0,1,0,0,0,0,0,201976,203210,101150,1626149,203090,1628969,203382,1629661,204020,1629059
47,1,last.ft.made,away,1610612746,1610612756,2,3,688,691,20 - 24,4,0,0,0,0,2,2,1,0,201976,203210,101150,1626149,203090,1628969,203382,1629661,204020,1629059
48,1,made.shot,home,1610612756,1610612746,2,23,691,714,20 - 26,6,1,1,0,0,0,0,0,0,201976,203210,101150,1626149,203090,1628969,203382,1626162,204020,1626164
49,1,made.shot,away,1610612746,1610612756,2,0,714,714,22 - 26,4,1,1,0,0,0,0,0,0,201976,203210,101150,1626149,203090,1628969,203382,1626162,204020,1626164
50,1,end.of.period,home,1610612756,1610612746,0,6,714,720,22 - 26,4,0,0,0,0,0,0,0,0,201976,203210,101150,1626149,203090,1628969,203382,1626162,204020,1626164
51,2,missed.shot,home,1610612756,1610612746,0,23,720,743,22 - 26,4,0,0,1,0,0,0,0,0,202695,201976,1626149,101150,203210,1626162,203382,1626164,1628969,204020
52,2,missed.shot,away,1610612746,1610612756,0,20,743,763,22 - 26,4,1,0,0,0,0,0,0,0,202695,201976,1626149,101150,203210,1626162,203382,1626164,1628969,204020
53,2,made.shot,home,1610612756,1610612746,2,5,763,768,22 - 28,6,1,1,1,0,0,0,1,1,202695,201976,1626149,101150,203210,1626162,203382,1626164,1628969,204020
54,2,made.shot,away,1610612746,1610612756,3,11,768,779,25 - 28,3,0,0,1,1,0,0,0,0,202695,201976,1626149,101150,203210,1626162,203382,1626164,203967,204020
55,2,made.shot,home,1610612756,1610612746,2,16,779,795,25 - 30,5,1,1,0,0,0,0,0,0,202695,201976,1626149,101150,203210,1626162,203382,1626164,203967,204020
56,2,missed.shot,away,1610612746,1610612756,1,9,795,804,26 - 30,4,0,0,0,0,2,1,1,0,202695,201976,1626149,101150,203210,1626162,203382,1626164,203967,204020
57,2,made.shot,home,1610612756,1610612746,2,12,804,816,26 - 32,6,1,1,0,0,0,0,0,0,202695,201976,1626149,101150,203210,1626162,203382,1626164,203967,204020
58,2,made.shot,away,1610612746,1610612756,3,40,816,856,29 - 32,3,1,1,0,0,1,1,4,0,202695,201976,1626149,101150,203210,1626162,203382,1626164,203967,204020
59,2,missed.shot,home,1610612756,1610612746,0,18,856,874,29 - 32,3,0,0,1,0,0,0,0,0,202695,201976,1626149,101150,203210,1628969,203382,1626164,203967,204020
60,2,made.shot,away,1610612746,1610612756,2,7,874,881,31 - 32,1,1,1,0,0,0,0,0,0,202695,201976,1626149,101150,203210,1628969,203382,1626164,203967,204020
61,2,missed.shot,home,1610612756,1610612746,0,15,881,896,31 - 32,1,1,0,0,0,0,0,0,0,202695,201976,1626149,101150,203210,1628969,203382,1626164,203967,204020
62,2,missed.shot,away,1610612746,1610612756,0,17,896,913,31 - 32,1,1,0,0,0,0,0,0,0,202695,201976,1626149,101150,203210,1628969,203382,1626164,203967,204020
63,2,made.shot,home,1610612756,1610612746,3,2,913,915,31 - 35,4,0,0,1,1,0,0,0,0,202695,201976,1626149,101150,203210,1628969,203382,1626164,203967,204020
64,2,last.ft.made,away,1610612746,1610612756,2,1,915,916,33 - 35,2,0,0,0,0,2,2,1,0,202695,201976,1626149,101150,203210,1628969,203382,1626164,203967,204020
65,2,made.shot,home,1610612756,1610612746,2,20,916,936,33 - 37,4,1,1,0,0,0,0,0,0,202695,201976,1626149,1629013,203210,1628969,1626163,1626164,203967,1628975
66,2,made.shot,away,1610612746,1610612756,2,23,936,959,35 - 37,2,1,1,0,0,0,0,0,0,202695,201976,1626149,1629013,203210,1628969,1626163,1626164,203967,1628975
67,2,made.shot,home,1610612756,1610612746,2,15,959,974,35 - 39,4,1,1,0,0,0,0,0,0,202695,201976,1626149,1629013,203210,1628969,1626163,1626164,203967,1628975
68,2,made.shot,away,1610612746,1610612756,2,10,974,984,37 - 39,2,1,1,0,0,0,0,0,0,202695,201976,1626149,1629013,203210,1628969,1626163,1626164,203967,1628975
