possession.id,period,how.possession.ended,team.with.ball,team.with.ball.id,possession.points,poss.time,start.time,end.time,score,scoremargin,attempts.2p,makes.2p,attempts.3p,makes.3p,attempts.ft,makes.ft,defensive.fouls,offensive.rebounds,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
1,1,missed.shot,home,1610612739,0,18,0,18,,,1,0,0,0,0,0,0,0,203952,203496,203476,1629633,203894,1629645,1626224,203089,1629012,1629636
2,1,missed.shot,away,1610612750,2,21,18,39,2 - 0,-2,1,1,0,0,1,0,1,0,203952,203496,203476,1629633,203894,1629645,1626224,203089,1629012,1629636
3,1,made.shot,home,1610612739,2,19,39,58,2 - 2,TIE,1,1,0,0,0,0,0,0,203952,203496,203476,1629633,203894,1629645,1626224,203089,1629012,1629636
4,1,missed.shot,away,1610612750,0,15,58,73,2 - 2,TIE,1,0,0,0,0,0,0,0,203952,203496,203476,1629633,203894,1629645,1626224,203089,1629012,1629636
5,1,missed.shot,home,1610612739,0,16,73,89,2 - 2,TIE,1,0,0,0,0,0,0,0,203952,203496,203476,1629633,203894,1629645,1626224,203089,1629012,1629636
6,1,made.shot,away,1610612750,3,4,89,93,5 - 2,-3,0,0,1,1,0,0,0,0,203952,203496,203476,1629633,203894,1629645,1626224,203089,1629012,1629636
7,1,made.shot,home,1610612739,2,26,93,119,5 - 4,-1,1,1,0,0,0,0,0,0,203952,203496,203476,1629633,203894,1629645,1626224,203089,1629012,1629636
8,1,missed.shot,away,1610612750,0,18,119,137,5 - 4,-1,1,0,0,0,0,0,0,0,203952,203496,203476,1629633,203894,1629645,1626224,203089,1629012,1629636
9,1,made.shot,home,1610612739,2,9,137,146,5 - 6,1,1,1,0,0,0,0,0,0,203952,203496,203476,1629633,203894,1629645,1626224,203089,1629012,1629636
10,1,turnover,away,1610612750,0,16,146,162,5 - 6,1,0,0,0,0,0,0,0,0,203952,203496,203476,1629633,203894,1629645,1626224,203089,1629012,1629636
11,1,missed.shot,home,1610612739,0,16,162,178,5 - 6,1,0,0,1,0,0,0,0,0,203952,203496,203476,1629633,203894,1629645,1626224,203089,1629012,1629636
12,1,made.shot,away,1610612750,3,16,178,194,8 - 6,-2,0,0,2,1,0,0,0,1,203952,203496,203476,1629633,203894,1629645,1626224,203089,1629012,1629636
13,1,missed.shot,home,1610612739,0,32,194,226,8 - 6,-2,1,0,0,0,0,0,0,0,203952,203496,203476,1629633,203894,1629645,1626224,203089,1629012,1629636
14,1,missed.shot,away,1610612750,0,12,226,238,8 - 6,-2,0,0,1,0,0,0,0,0,203952,203496,203476,1629633,203894,1629645,1626224,203089,1629012,1629636
15,1,made.shot,home,1610612739,2,14,238,252,8 - 8,TIE,1,1,0,0,0,0,1,0,203952,203496,203476,1629633,203894,1629645,1626224,203089,1629012,1629636
16,1,missed.shot,away,1610612750,0,14,252,266,8 - 8,TIE,0,0,1,0,0,0,0,0,203952,203496,203476,1629633,203894,1629645,1626224,203089,1629012,1629636
17,1,made.shot,home,1610612739,2,14,266,280,8 - 10,2,1,1,0,0,0,0,0,0,203952,203496,203476,1629633,203894,1629645,1626224,203089,1629012,1629636
18,1,missed.shot,away,1610612750,0,18,280,298,8 - 10,2,0,0,1,0,0,0,0,0,203952,203496,203476,1629633,203894,1629645,1626224,203089,1629012,1629636
19,1,turnover,home,1610612739,0,4,298,302,8 - 10,2,0,0,0,0,0,0,1,0,203952,203496,203476,1629633,203894,1629645,1626224,203089,1629012,1629636
20,1,made.shot,away,1610612750,3,14,302,316,11 - 10,-1,0,0,1,1,0,0,0,0,203952,203496,203476,1629633,203894,1629645,1626224,203089,1629012,1629636
21,1,made.shot,home,1610612739,2,19,316,335,11 - 12,1,2,1,0,0,0,0,0,1,203952,203496,203476,1629633,203894,1629645,1626224,203521,1629012,1627790
22,1,made.shot,away,1610612750,2,17,335,352,13 - 12,-1,1,1,0,0,0,0,0,0,203952,203496,203476,1629633,203894,1629645,1626224,203521,1629012,1627790
23,1,turnover,home,1610612739,0,24,352,376,13 - 12,-1,0,0,0,0,0,0,0,0,203952,203496,203476,1629633,203894,1629645,1626224,203521,1629012,1627790
24,1,made.shot,away,1610612750,2,3,376,379,15 - 12,-3,1,1,0,0,0,0,0,0,203952,203496,203476,1629633,203894,1629645,1626224,203521,1629012,1627790
25,1,missed.shot,home,1610612739,0,21,379,400,15 - 12,-3,0,0,1,0,0,0,0,0,203952,203496,203476,1629633,203894,1629645,1626224,203521,1629012,1627790
26,1,missed.shot,away,1610612750,0,24,400,424,15 - 12,-3,1,0,0,0,0,0,1,0,203952,203496,203476,1629633,203894,1629645,1626224,203521,1629012,1627790
27,1,turnover,home,1610612739,0,13,424,437,15 - 12,-3,0,0,0,0,0,0,0,0,1629006,203496,201952,1629633,203943,1629645,1626224,203521,1629012,1627790
28,1,made.shot,away,1610612750,2,4,437,441,17 - 12,-5,1,1,0,0,0,0,0,0,1629006,203496,201952,1629633,203943,1629645,1626224,203521,1629012,1627790
29,1,missed.shot,home,1610612739,0,21,441,462,17 - 12,-5,1,0,0,0,0,0,0,0,1629006,203496,201952,1629633,203943,1629645,1626224,203521,1629012,1627790
30,1,missed.shot,away,1610612750,0,16,462,478,17 - 12,-5,1,0,1,0,0,0,0,1,1629006,203496,201952,1629633,203943,1629645,1626224,203521,1629012,1627790
31,1,made.shot,home,1610612739,2,12,478,490,17 - 14,-3,2,1,0,0,0,0,0,1,1629006,203496,201952,1629633,203943,1629645,1626224,203521,1629012,1627790
32,1,made.shot,away,1610612750,2,17,490,507,19 - 14,-5,1,1,0,0,0,0,0,0,1629006,203496,201952,1629633,203943,1629645,1626224,203521,1629012,1627790
33,1,missed.shot,home,1610612739,0,15,507,522,19 - 14,-5,0,0,1,0,0,0,0,0,1629006,203496,201952,1629633,203943,1629645,1626224,203521,1629012,1627790
34,1,last.ft.made,away,1610612750,3,8,522,530,22 - 14,-8,1,1,0,0,1,1,1,0,1629006,203496,201952,1629633,203943,1629645,1626224,203521,1629012,1627790
35,1,turnover,home,1610612739,0,6,530,536,22 - 14,-8,0,0,0,0,0,0,0,0,1629006,1628966,201952,1629103,203943,1628035,1626224,203957,1629636,1627790
36,1,missed.shot,away,1610612750,0,24,536,560,22 - 14,-8,1,0,0,0,0,0,1,0,1629006,1628966,201952,1629103,203943,1628035,1626224,203957,1629636,1627790
37,1,made.shot,home,1610612739,2,12,560,572,22 - 16,-6,1,1,0,0,0,0,0,0,1629006,1628966,201952,1629103,203943,1628035,1626224,203957,1629636,1627790
38,1,turnover,away,1610612750,0,13,572,585,22 - 16,-6,0,0,0,0,0,0,1,0,1629006,1628966,201952,1629103,203943,1628035,1626224,203957,1629636,1627790
39,1,missed.shot,home,1610612739,0,17,585,602,22 - 16,-6,1,0,0,0,0,0,0,0,1629006,1628966,201952,1629103,203943,1628035,202688,203957,1629636,1627790
40,1,missed.shot,away,1610612750,0,8,602,610,22 - 16,-6,0,0,1,0,0,0,0,0,1629006,1628966,201952,1629103,203943,1628035,202688,203957,1629636,1627790
41,1,missed.shot,home,1610612739,0,12,610,622,22 - 16,-6,0,0,1,0,0,0,0,0,1629006,1628966,201952,1629103,203943,1628035,202688,203957,1629636,1627790
42,1,turnover,away,1610612750,0,7,622,629,22 - 16,-6,0,0,0,0,0,0,0,0,1629006,1628966,201952,1629103,203943,1628035,202688,203957,1629636,1627790
43,1,made.shot,home,1610612739,2,23,629,652,22 - 18,-4,3,1,0,0,0,0,0,2,1629006,1628966,201952,1629103,203943,1628035,202688,203957,1629636,1627790
44,1,made.shot,away,1610612750,2,10,652,662,24 - 18,-6,1,1,0,0,0,0,0,0,1629006,1628966,201952,1629103,203943,1628035,202688,203957,1629636,1627790
45,1,last.ft.made,home,1610612739,2,11,662,673,24 - 20,-4,0,0,0,0,2,2,1,0,1629006,1628966,201952,1629103,203943,1628035,202688,203957,1629636,1627790
46,1,missed.shot,away,1610612750,0,17,673,690,24 - 20,-4,0,0,1,0,0,0,0,0,1629006,1628966,201952,1629103,203943,1628035,202688,203957,1629636,1627790
47,1,missed.shot,home,1610612739,0,23,690,713,24 - 20,-4,1,0,0,0,0,0,0,0,1629006,1628966,201952,1629103,203943,1628035,202688,203957,1629636,1627790
48,1,end.of.period,away,1610612750,0,7,713,720,24 - 20,-4,0,0,1,0,0,0,0,1,1629006,1628966,201952,1629103,203943,1628035,202688,203957,1629636,1627790
49,2,made.shot,away,1610612750,2,9,720,729,26 - 20,-6,1,1,0,0,0,0,0,0,201952,203943,1629006,1629103,1628966,1629636,1627790,1628035,203957,202688
50,2,made.shot,home,1610612739,2,16,729,745,26 - 22,-4,1,1,0,0,0,0,0,0,201952,203943,1629006,1629103,1628966,1629636,1627790,1628035,203957,202688
51,2,made.shot,away,1610612750,2,16,745,761,28 - 22,-6,2,1,0,0,0,0,0,1,201952,203943,1629006,1629103,1628966,1629636,1627790,1628035,203957,202688
52,2,missed.shot,home,1610612739,0,19,761,780,28 - 22,-6,0,0,1,0,0,0,0,0,201952,203943,1629006,1629103,1628966,1629636,1627790,1628035,203957,202688
53,2,made.shot,away,1610612750,2,12,780,792,30 - 22,-8,1,1,0,0,0,0,0,0,201952,203943,1629006,1629103,1628966,1629636,1627790,1628035,203957,202688
54,2,last.ft.made,home,1610612739,2,16,792,808,30 - 24,-6,0,0,0,0,2,2,1,0,201952,203943,1629006,1629103,1628966,1629636,1627790,1628035,203957,202688
55,2,made.shot,away,1610612750,3,19,808,827,33 - 24,-9,0,0,1,1,0,0,0,0,201952,203943,1629006,1629103,1628966,1629636,1627790,1628035,203957,202688
56,2,turnover,home,1610612739,0,13,827,840,33 - 24,-9,0,0,0,0,0,0,0,0,201952,203943,1629006,1629103,1628966,1629636,1627790,1628035,203957,202688
57,2,made.shot,away,1610612750,2,4,840,844,35 - 24,-11,1,1,0,0,0,0,0,0,201952,203943,1629006,1629103,1628966,1629636,1627790,1628035,203957,202688
58,2,made.shot,home,1610612739,2,18,844,862,35 - 26,-9,1,1,0,0,0,0,0,0,201952,203943,1629006,1629103,1628966,1629636,1627790,1628035,203957,202688
59,2,missed.shot,away,1610612750,0,14,862,876,35 - 26,-9,0,0,1,0,0,0,0,0,201952,203943,1629006,1629103,1628966,1629636,1627790,1628035,203957,202688
60,2,made.shot,home,1610612739,2,10,876,886,35 - 28,-7,1,1,0,0,0,0,1,0,201952,203943,1629006,1629103,1628966,1629636,1627790,1628035,203957,202688
61,2,missed.shot,away,1610612750,1,21,886,907,36 - 28,-8,1,0,0,0,2,1,1,1,201952,1629675,1629006,1629103,1628966,1629636,203089,1628035,203957,202688
62,2,missed.shot,home,1610612739,0,19,907,926,36 - 28,-8,1,0,1,0,0,0,0,1,201952,1629675,1629006,1629103,1628966,1629636,203089,1628035,203957,202688
63,2,made.shot,away,1610612750,2,6,926,932,38 - 28,-10,1,1,0,0,0,0,0,0,201952,1629675,1629006,1629103,1628966,1629636,203089,1628035,203957,202688
64,2,made.shot,home,1610612739,2,11,932,943,38 - 30,-8,1,1,0,0,0,0,0,0,201952,1629675,1629006,1629103,1628966,1629636,203089,1628035,203957,202688
65,2,made.shot,away,1610612750,2,11,943,954,40 - 30,-10,1,1,0,0,0,0,0,0,201952,1629675,1629006,1629103,1628966,1629636,203089,1628035,203957,202688
66,2,missed.shot,home,1610612739,0,12,954,966,40 - 30,-10,1,0,0,0,0,0,0,0,201952,1629675,1629006,1629103,1628966,1629636,203089,1628035,203957,202688
67,2,missed.shot,away,1610612750,0,15,966,981,40 - 30,-10,1,0,0,0,0,0,1,0,201952,1629675,1629006,1629103,1628966,1629636,203089,1628035,203957,202688
68,2,turnover,home,1610612739,0,19,981,1000,40 - 30,-10,0,0,0,0,0,0,0,0,201952,1629675,1629006,1629103,1628966,1629012,203089,1628035,203957,202688
69,2,turnover,away,1610612750,0,7,1000,1007,40 - 30,-10,0,0,0,0,0,0,0,0,201952,1629675,1629006,1629103,1628966,1629012,203089,1628035,1629645,202688
70,2,missed.shot,home,1610612739,0,15,1007,1022,40 - 30,-10,1,0,0,0,0,0,0,0,201952,1629675,203952,1629103,1628966,1629012,203089,1628035,1629645,202688
71,2,made.shot,away,1610612750,2,8,1022,1030,42 - 30,-12,1,1,0,0,0,0,0,0,201952,1629675,203952,1629103,1628966,1629012,203089,1628035,1629645,202688
72,2,made.shot,home,1610612739,2,19,1030,1049,42 - 32,-10,1,1,0,0,0,0,0,0,201952,1629675,203952,1629103,1628966,1629012,203089,1628035,1629645,202688
73,2,turnover,away,1610612750,0,10,1049,1059,42 - 32,-10,0,0,0,0,0,0,0,0,201952,1629675,203952,1629103,1628966,1629012,203089,1628035,1629645,202688
74,2,made.shot,home,1610612739,3,9,1059,1068,42 - 35,-7,0,0,1,1,0,0,0,0,201952,1629675,203952,1629103,1628966,1629012,203089,1628035,1629645,202688
75,2,missed.shot,away,1610612750,1,22,1068,1090,42 - 36,-6,0,0,2,0,1,1,1,1,201952,1629675,203952,1629103,1628966,1629012,203089,1628035,1629645,202688
76,2,missed.shot,home,1610612739,0,22,1090,1112,42 - 36,-6,1,0,0,0,0,0,0,0,201952,1629675,203952,1629103,203496,1629012,203089,1626224,1629645,202688
77,2,missed.shot,away,1610612750,0,10,1112,1122,42 - 36,-6,1,0,0,0,0,0,0,0,201952,1629675,203952,1629103,203496,1629012,203089,1626224,1629645,202688
78,2,missed.shot,home,1610612739,0,12,1122,1134,42 - 36,-6,0,0,0,0,2,0,1,1,201952,1629675,203952,1629103,203496,1629012,203089,1626224,1629645,202688
79,2,made.shot,away,1610612750,3,9,1134,1143,45 - 36,-9,0,0,1,1,0,0,0,0,203894,1629675,203952,1629633,203496,1629012,203089,1626224,1629645,202688
80,2,missed.shot,home,1610612739,0,18,1143,1161,45 - 36,-9,0,0,1,0,0,0,0,0,203894,1629675,203952,1629633,203496,1629012,203089,1626224,1629645,202688
81,2,missed.shot,away,1610612750,3,24,1161,1185,48 - 36,-12,0,0,2,0,3,3,1,1,203894,1629675,203952,1629633,203496,1629012,203089,1626224,1629645,202688
82,2,turnover,home,1610612739,0,7,1185,1192,48 - 36,-12,0,0,0,0,0,0,0,0,203894,203476,203952,1629633,203496,1629012,203089,1626224,1629645,1629636
83,2,made.shot,away,1610612750,2,5,1192,1197,50 - 36,-14,2,1,0,0,0,0,0,1,203894,203476,203952,1629633,203496,1629012,203089,1626224,1629645,1629636
84,2,last.ft.made,home,1610612739,2,23,1197,1220,50 - 38,-12,1,0,0,0,2,2,1,1,203894,203476,203952,1629633,203496,1629012,203089,1626224,1629645,1629636
85,2,missed.shot,away,1610612750,0,27,1220,1247,50 - 38,-12,1,0,0,0,0,0,0,0,203894,203476,203952,1629633,203496,1629012,1627790,1626224,1629645,1629636
86,2,last.ft.made,home,1610612739,3,5,1247,1252,50 - 41,-9,1,1,0,0,1,1,1,0,203894,203476,203952,1629633,203496,1629012,1627790,1626224,1629645,1629636
87,2,made.shot,away,1610612750,2,14,1252,1266,52 - 41,-11,1,1,0,0,0,0,0,0,203894,203476,203952,1629633,203496,1629012,1627790,1626224,1629645,1629636
88,2,made.shot,home,1610612739,3,9,1266,1275,52 - 44,-8,0,0,1,1,0,0,0,0,203894,203476,203952,1629633,203496,1629012,1627790,1626224,1629645,1629636
89,2,made.shot,away,1610612750,2,16,1275,1291,54 - 44,-10,1,1,0,0,0,0,0,0,203894,203476,203952,1629633,203496,1629012,1627790,1626224,1629645,1629636
90,2,last.ft.made,home,1610612739,2,13,1291,1304,54 - 46,-8,0,0,0,0,2,2,1,0,203894,203476,203952,1629633,203496,1629012,1627790,1626224,1629645,1629636
91,2,made.shot,away,1610612750,3,16,1304,1320,57 - 46,-11,0,0,1,1,0,0,0,0,203894,203476,203952,1629006,203496,1629012,1627790,1626224,1629645,1629636
92,2,turnover,home,1610612739,0,23,1320,1343,57 - 46,-11,0,0,0,0,0,0,0,0,203894,203476,203952,1629006,203496,1629012,1627790,1626224,1629645,1629636
93,2,turnover,away,1610612750,0,6,1343,1349,57 - 46,-11,0,0,0,0,0,0,0,0,203894,203476,203952,1629006,203496,1629012,1627790,1626224,1629645,1629636
94,2,turnover,home,1610612739,0,10,1349,1359,57 - 46,-11,0,0,0,0,0,0,0,0,203894,203476,203952,1629006,203496,1629012,1627790,1626224,1629645,1629636
95,2,made.shot,away,1610612750,3,14,1359,1373,60 - 46,-14,0,0,2,1,0,0,0,1,203894,203476,203952,1629006,203496,1629012,1627790,1626224,1629645,1629636
96,2,missed.shot,home,1610612739,0,19,1373,1392,60 - 46,-14,0,0,1,0,0,0,0,0,203894,203476,203952,1629006,203496,1629012,1627790,1626224,1629645,1629636
97,2,made.shot,away,1610612750,3,17,1392,1409,63 - 46,-17,0,0,1,1,0,0,0,0,203894,203476,203952,1629006,203496,1629012,1627790,1626224,1629645,1629636
98,2,made.shot,home,1610612739,2,20,1409,1429,63 - 48,-15,1,1,0,0,0,0,0,0,203894,203476,203952,1629006,203496,1629012,1627790,1626224,1629645,1629636
99,2,made.shot,away,1610612750,3,11,1429,1440,66 - 48,-18,0,0,1,1,0,0,1,0,203894,203476,203952,1629006,203496,1629012,1627790,1626224,1629645,1629636
100,2,end.of.period,home,1610612739,0,0,1440,1440,66 - 48,-18,0,0,0,0,0,0,0,0,203894,203476,203952,1629006,203496,1629012,1627790,1626224,1629645,1629636
101,2,missed.shot,away,1610612750,0,24,1440,1464,66 - 48,-18,1,0,1,0,0,0,0,1,203894,203476,203952,1629006,203496,1629012,1627790,1626224,1629645,1629636
102,3,missed.shot,home,1610612739,0,21,1464,1485,66 - 48,-18,3,0,1,0,0,0,0,3,203952,203496,203476,1629633,203894,1629645,1626224,203089,1629012,1629636
103,3,turnover,away,1610612750,0,2,1485,1487,66 - 48,-18,0,0,0,0,0,0,0,0,203952,203496,203476,1629633,203894,1629645,1626224,203089,1629012,1629636
104,3,made.shot,home,1610612739,2,4,1487,1491,66 - 50,-16,1,1,0,0,0,0,0,0,203952,203496,203476,1629633,203894,1629645,1626224,203089,1629012,1629636
105,3,last.ft.made,away,1610612750,2,2,1491,1493,68 - 50,-18,0,0,0,0,2,2,1,0,203952,203496,203476,1629633,203894,1629645,1626224,203089,1629012,1629636
106,3,made.shot,home,1610612739,3,20,1493,1513,68 - 53,-15,0,0,1,1,0,0,1,0,203952,203496,203476,1629633,203894,1629645,1626224,203089,1629012,1629636
107,3,made.shot,away,1610612750,2,19,1513,1532,70 - 53,-17,1,1,0,0,0,0,0,0,203952,203496,203476,1629633,203894,1629645,1626224,203089,1629012,1629636
108,3,turnover,home,1610612739,0,20,1532,1552,70 - 53,-17,0,0,0,0,0,0,0,0,203952,203496,203476,1629633,203894,1629645,1626224,203089,1629012,1629636
109,3,turnover,away,1610612750,0,5,1552,1557,70 - 53,-17,1,0,0,0,0,0,0,1,203952,203496,203476,1629633,203894,1629645,1626224,203089,1629012,1629636
110,3,made.shot,home,1610612739,2,10,1557,1567,70 - 55,-15,1,1,0,0,0,0,0,0,203952,203496,203476,1629633,203894,1629645,1626224,203089,1629012,1629636
111,3,missed.shot,away,1610612750,0,14,1567,1581,70 - 55,-15,0,0,1,0,0,0,0,0,203952,203496,203476,1629633,203894,1629645,1626224,203089,1629012,1629636
112,3,turnover,home,1610612739,0,11,1581,1592,70 - 55,-15,0,0,0,0,0,0,0,0,203952,203496,203476,1629633,203894,1629645,1626224,203089,1629012,1629636
113,3,made.shot,away,1610612750,2,3,1592,1595,72 - 55,-17,1,1,0,0,0,0,0,0,203952,203496,203476,1629633,203894,1629645,1626224,203089,1629012,1629636
114,3,made.shot,home,1610612739,2,13,1595,1608,72 - 57,-15,1,1,0,0,0,0,0,0,203952,203496,203476,1629633,203894,1629645,1626224,203089,1629012,1629636
115,3,made.shot,away,1610612750,2,19,1608,1627,74 - 57,-17,1,1,0,0,0,0,0,0,203952,203496,203476,1629633,203894,1629645,1626224,203089,1629012,1629636
116,3,made.shot,home,1610612739,2,22,1627,1649,74 - 59,-15,1,1,0,0,0,0,1,0,203952,203496,203476,1629633,203894,1629645,1626224,203089,1629012,1629636
117,3,made.shot,away,1610612750,3,13,1649,1662,77 - 59,-18,0,0,1,1,0,0,0,0,203952,203496,203476,1629633,203894,203957,1626224,203089,1629012,1629636
118,3,missed.shot,home,1610612739,0,28,1662,1690,77 - 59,-18,1,0,0,0,0,0,0,0,203952,203496,203476,1629633,203894,203957,1626224,203089,1629012,1629636
119,3,made.shot,away,1610612750,2,7,1690,1697,79 - 59,-20,1,1,1,0,0,0,0,1,203952,203496,203476,1629633,203894,203957,1626224,203089,1629012,1629636
120,3,missed.shot,home,1610612739,0,15,1697,1712,79 - 59,-20,0,0,1,0,0,0,0,0,203952,203496,203476,1629633,203894,203957,1626224,203089,1629012,1629636
121,3,turnover,away,1610612750,0,10,1712,1722,79 - 59,-20,0,0,0,0,0,0,0,0,203952,203496,203476,1629633,203894,203957,1626224,203089,1629012,1629636
122,3,turnover,home,1610612739,0,17,1722,1739,79 - 59,-20,0,0,0,0,0,0,0,0,203952,203496,203476,1629633,203894,203957,1626224,203089,1629012,1629636
123,3,missed.shot,away,1610612750,0,22,1739,1761,79 - 59,-20,1,0,1,0,0,0,0,1,203952,203496,203476,1629633,203894,203957,1626224,203089,1629012,1629636
124,3,missed.shot,home,1610612739,0,9,1761,1770,79 - 59,-20,1,0,0,0,0,0,0,0,203952,203496,203476,1629633,203894,203957,1626224,203089,1629012,1629636
125,3,made.shot,away,1610612750,2,9,1770,1779,81 - 59,-22,1,1,0,0,0,0,0,0,203952,203496,203476,1629633,203894,203957,1626224,203089,1629012,1629636
126,3,made.shot,home,1610612739,2,22,1779,1801,81 - 61,-20,1,1,0,0,0,0,0,0,203952,203496,203476,1629633,203894,203957,1626224,203089,1629012,1629636
127,3,made.shot,away,1610612750,2,9,1801,1810,83 - 61,-22,1,1,0,0,0,0,0,0,203952,203496,203476,1629633,203894,203957,1626224,203089,1629012,1629636
128,3,made.shot,home,1610612739,2,15,1810,1825,83 - 63,-20,1,1,0,0,0,0,0,0,203952,203496,203476,1629633,203894,203957,1626224,203089,1629012,1629636
129,3,made.shot,away,1610612750,2,15,1825,1840,85 - 63,-22,1,1,0,0,0,0,0,0,203952,203496,203476,1629633,203894,203957,1626224,203089,1629012,1629636
130,3,made.shot,home,1610612739,2,21,1840,1861,85 - 65,-20,1,1,0,0,0,0,0,0,203952,203496,203476,1629633,203894,203957,1626224,203089,1629012,1629636
131,3,made.shot,away,1610612750,3,12,1861,1873,88 - 65,-23,0,0,1,1,0,0,0,0,1629103,203496,203476,1629633,203894,203957,1626224,202688,1629012,1627790
132,3,missed.shot,home,1610612739,0,26,1873,1899,88 - 65,-23,0,0,1,0,0,0,0,0,1629103,203496,203476,1629633,203894,203957,1626224,202688,1629012,1627790
133,3,made.shot,away,1610612750,2,20,1899,1919,90 - 65,-25,2,1,0,0,0,0,0,1,1629103,203496,203476,1629633,203894,203957,1626224,202688,1629012,1627790
134,3,turnover,home,1610612739,0,22,1919,1941,90 - 65,-25,0,0,1,0,0,0,1,1,1629103,203496,203476,1629633,203894,203957,1626224,202688,1629012,1627790
135,3,missed.shot,away,1610612750,0,10,1941,1951,90 - 65,-25,0,0,1,0,0,0,0,0,1629103,203496,201952,1629006,1629675,203957,1628035,202688,1629012,1627790
136,3,missed.shot,home,1610612739,2,10,1951,1961,90 - 67,-23,1,1,0,0,1,0,1,0,1629103,203496,201952,1629006,1629675,203957,1628035,202688,1629012,1627790
137,3,made.shot,away,1610612750,2,13,1961,1974,92 - 67,-25,1,1,0,0,0,0,0,0,1629103,1628966,201952,1629006,1629675,203957,1628035,202688,1629012,1627790
138,3,turnover,home,1610612739,0,12,1974,1986,92 - 67,-25,0,0,0,0,0,0,0,0,1629103,1628966,201952,1629006,1629675,203957,1628035,202688,1629012,1627790
139,3,turnover,away,1610612750,0,5,1986,1991,92 - 67,-25,1,0,0,0,0,0,0,1,1629103,1628966,201952,1629006,1629675,203957,1628035,202688,1629012,1627790
140,3,made.shot,home,1610612739,2,11,1991,2002,92 - 69,-23,1,1,0,0,0,0,0,0,1629103,1628966,201952,1629006,1629675,203957,1628035,202688,1629012,1627790
141,3,missed.shot,away,1610612750,0,25,2002,2027,92 - 69,-23,1,0,0,0,0,0,0,0,1629103,1628966,201952,1629006,1629675,203957,1628035,202688,1629012,1627790
142,3,made.shot,home,1610612739,2,6,2027,2033,92 - 71,-21,1,1,0,0,0,0,0,0,1629103,1628966,201952,1629006,1629675,203957,1628035,202688,1629012,1627790
143,3,turnover,away,1610612750,0,15,2033,2048,92 - 71,-21,0,0,0,0,0,0,0,0,1629103,1628966,201952,1629006,1629675,203957,1628035,202688,1629012,1627790
144,3,made.shot,home,1610612739,3,11,2048,2059,92 - 74,-18,0,0,1,1,0,0,0,0,1629103,1628966,201952,1629006,1629675,203957,1628035,202688,1629012,1627790
145,3,missed.shot,away,1610612750,0,17,2059,2076,92 - 74,-18,1,0,0,0,0,0,0,0,1629103,1628966,201952,1629006,1629675,203957,1628035,202688,1629012,1627790
146,3,made.shot,home,1610612739,3,2,2076,2078,92 - 77,-15,0,0,1,1,0,0,0,0,1629103,1628966,201952,1629006,1629675,203957,1628035,202688,1629012,1627790
