possession.id,period,how.possession.ended,team.with.ball,team.with.ball.id,possession.points,poss.time,start.time,end.time,score,scoremargin,attempts.2p,makes.2p,attempts.3p,makes.3p,attempts.ft,makes.ft,defensive.fouls,offensive.rebounds,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
1,1,made.shot,away,1610612751,3,21,0,21,3 - 0,-3,0,0,1,1,0,0,0,0,203925,1627752,1628386,1627747,203915,1627759,202330,1628464,203935,202689
2,1,made.shot,home,1610612738,2,18,21,39,3 - 2,-1,1,1,0,0,0,0,0,0,203925,1627752,1628386,1627747,203915,1627759,202330,1628464,203935,202689
3,1,turnover,away,1610612751,0,13,39,52,3 - 2,-1,0,0,0,0,0,0,0,0,203925,1627752,1628386,1627747,203915,1627759,202330,1628464,203935,202689
4,1,made.shot,home,1610612738,3,6,52,58,3 - 5,2,0,0,1,1,0,0,0,0,203925,1627752,1628386,1627747,203915,1627759,202330,1628464,203935,202689
5,1,missed.shot,away,1610612751,0,25,58,83,3 - 5,2,0,0,1,0,0,0,0,0,203925,1627752,1628386,1627747,203915,1627759,202330,1628464,203935,202689
6,1,made.shot,home,1610612738,2,7,83,90,3 - 7,4,1,1,1,0,0,0,0,1,203925,1627752,1628386,1627747,203915,1627759,202330,1628464,203935,202689
7,1,made.shot,away,1610612751,2,18,90,108,5 - 7,2,1,1,0,0,0,0,0,0,203925,1627752,1628386,1627747,203915,1627759,202330,1628464,203935,202689
8,1,made.shot,home,1610612738,2,18,108,126,5 - 9,4,1,1,0,0,0,0,0,0,203925,1627752,1628386,1627747,203915,1627759,202330,1628464,203935,202689
9,1,made.shot,away,1610612751,2,16,126,142,7 - 9,2,1,1,0,0,0,0,1,0,203925,1627752,1628386,1627747,203915,1627759,202330,1628464,203935,202689
10,1,missed.shot,home,1610612738,0,20,142,162,7 - 9,2,0,0,1,0,0,0,1,0,203925,1627752,1628386,1627747,203915,1627759,202330,1628464,203935,202689
11,1,made.shot,away,1610612751,3,7,162,169,10 - 9,-1,0,0,1,1,0,0,0,0,203925,1627752,1628386,1627747,203915,1627759,202330,1628464,203935,202689
12,1,made.shot,home,1610612738,2,14,169,183,10 - 11,1,1,1,0,0,0,0,0,0,203925,1627752,1628386,1627747,203915,1627759,202330,1628464,203935,202689
13,1,made.shot,away,1610612751,2,27,183,210,12 - 11,-1,1,1,2,0,0,0,0,2,203925,1627752,1628386,1627747,203915,1627759,202330,1628464,203935,202689
14,1,made.shot,home,1610612738,3,14,210,224,12 - 14,2,0,0,1,1,0,0,0,0,203925,1627752,1628386,1627747,203915,1627759,202330,1628464,203935,202689
15,1,made.shot,away,1610612751,2,12,224,236,14 - 14,TIE,1,1,0,0,0,0,0,0,203925,1627752,1628386,1627747,203915,1627759,202330,1628464,203935,202689
16,1,made.shot,home,1610612738,3,10,236,246,14 - 17,3,0,0,1,1,0,0,0,0,203925,1627752,1628386,1627747,203915,1627759,202330,1628464,203935,202689
