possession.id,period,how.possession.ended,team.with.ball,team.with.ball.id,possession.points,poss.time,start.time,end.time,score,scoremargin,attempts.2p,makes.2p,attempts.3p,makes.3p,attempts.ft,makes.ft,defensive.fouls,offensive.rebounds,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
1,1,made.shot,home,1610612760,2,22,0,22,0 - 2,2,1,1,0,0,0,0,0,0,1627783,201586,201188,1628384,200768,1628390,201568,203500,1628983,101108
2,1,turnover,away,1610612761,0,15,22,37,0 - 2,2,0,0,0,0,0,0,0,0,1627783,201586,201188,1628384,200768,1628390,201568,203500,1628983,101108
3,1,made.shot,home,1610612760,2,3,37,40,0 - 4,4,1,1,0,0,0,0,0,0,1627783,201586,201188,1628384,200768,1628390,201568,203500,1628983,101108
4,1,made.shot,away,1610612761,2,12,40,52,2 - 4,2,1,1,0,0,0,0,0,0,1627783,201586,201188,1628384,200768,1628390,201568,203500,1628983,101108
5,1,turnover,home,1610612760,0,10,52,62,2 - 4,2,0,0,0,0,0,0,0,0,1627783,201586,201188,1628384,200768,1628390,201568,203500,1628983,101108
6,1,made.shot,away,1610612761,3,17,62,79,5 - 4,-1,0,0,1,1,0,0,0,0,1627783,201586,201188,1628384,200768,1628390,201568,203500,1628983,101108
7,1,turnover,home,1610612760,0,27,79,106,5 - 4,-1,0,0,1,0,0,0,1,1,1627783,201586,201188,1628384,200768,1628390,201568,203500,1628983,101108
8,1,made.shot,away,1610612761,2,14,106,120,7 - 4,-3,1,1,0,0,0,0,0,0,1627783,201586,201188,1628384,200768,1628390,201568,203500,1628983,101108
9,1,turnover,home,1610612760,0,15,120,135,7 - 4,-3,0,0,0,0,0,0,0,0,1627783,201586,201188,1628384,200768,1628390,201568,203500,1628983,101108
10,1,made.shot,away,1610612761,2,7,135,142,9 - 4,-5,1,1,0,0,0,0,0,0,1627783,201586,201188,1628384,200768,1628390,201568,203500,1628983,101108
11,1,made.shot,home,1610612760,3,9,142,151,9 - 7,-2,0,0,1,1,0,0,0,0,1627783,201586,201188,1628384,200768,1628390,201568,203500,1628983,101108
12,1,missed.shot,away,1610612761,0,14,151,165,9 - 7,-2,0,0,1,0,0,0,0,0,1627783,201586,201188,1628384,200768,1628390,201568,203500,1628983,101108
13,1,missed.shot,home,1610612760,0,25,165,190,9 - 7,-2,0,0,2,0,0,0,1,1,1627783,201586,201188,1628384,200768,1628390,201568,203500,1628983,101108
14,1,made.shot,away,1610612761,2,12,190,202,11 - 7,-4,1,1,0,0,0,0,0,0,1627783,201586,201188,1628384,200768,1628390,201568,203500,1628983,101108
15,1,last.ft.made,home,1610612760,3,13,202,215,11 - 10,-1,1,1,0,0,1,1,1,0,1627783,201586,201188,1628384,200768,1628390,201568,203500,1628983,101108
16,1,missed.shot,away,1610612761,0,18,215,233,11 - 10,-1,1,0,0,0,0,0,0,0,1627783,201586,201188,1628384,200768,1628390,201568,203500,1628983,101108
17,1,turnover,home,1610612760,0,12,233,245,11 - 10,-1,0,0,0,0,0,0,0,0,1627783,201586,201188,1628384,200768,1628390,201568,203500,1628983,101108
18,1,made.shot,away,1610612761,2,5,245,250,13 - 10,-3,1,1,0,0,0,0,0,0,1627783,201586,201188,1628384,200768,1628390,201568,203500,1628983,101108
19,1,made.shot,home,1610612760,2,21,250,271,13 - 12,-1,1,1,0,0,0,0,0,0,1627783,201586,201188,1628384,200768,1628390,201568,203500,1628983,101108
20,1,missed.shot,away,1610612761,0,10,271,281,13 - 12,-1,0,0,1,0,0,0,0,0,1627783,201586,201188,1628384,200768,1628390,201568,203500,1628983,101108
21,1,made.shot,home,1610612760,2,15,281,296,13 - 14,1,1,1,0,0,0,0,0,0,1627783,201586,201188,1628384,200768,1628390,201568,203500,1628983,101108
22,1,last.ft.made,away,1610612761,4,16,296,312,17 - 14,-3,1,0,1,1,1,1,1,1,1627783,201586,201188,1628384,200768,1628390,201568,203500,1628983,101108
23,1,turnover,home,1610612760,0,15,312,327,17 - 14,-3,0,0,0,0,0,0,0,0,1627783,201586,1626181,1628384,200768,1628390,201568,203488,1628983,101108
24,1,missed.shot,away,1610612761,0,9,327,336,17 - 14,-3,0,0,1,0,0,0,0,0,1627783,201586,1626181,1628384,200768,1628390,201568,203488,1628983,101108
25,1,last.ft.made,home,1610612760,2,11,336,347,17 - 16,-1,0,0,0,0,2,2,1,0,1627783,201586,1626181,1628384,200768,1628390,201568,203488,1628983,101108
26,1,made.shot,away,1610612761,3,22,347,369,20 - 16,-4,0,0,1,1,0,0,0,0,1627783,201586,1626181,1628384,200768,1628390,201568,203488,1628983,203471
27,1,turnover,home,1610612760,0,24,369,393,20 - 16,-4,0,0,0,0,0,0,0,0,1627783,201586,1626181,1628384,200768,1628390,201568,203488,1628983,203471
28,1,made.shot,away,1610612761,2,5,393,398,22 - 16,-6,1,1,0,0,0,0,0,0,1627783,201586,1626181,1628384,200768,1628390,201568,203488,1628983,203471
29,1,missed.shot,home,1610612760,0,24,398,422,22 - 16,-6,0,0,2,0,0,0,0,1,1627783,201586,1626181,1628384,200768,1628390,201568,203488,1628983,203471
30,1,made.shot,away,1610612761,3,7,422,429,25 - 16,-9,0,0,1,1,0,0,0,0,1627783,201586,1626181,1628384,200768,1628390,201568,203488,1628983,203471
31,1,made.shot,home,1610612760,2,15,429,444,25 - 18,-7,1,1,0,0,0,0,0,0,1627783,201586,1626181,1628384,200768,1628390,201568,203488,1628983,203471
32,1,turnover,away,1610612761,0,16,444,460,25 - 18,-7,0,0,0,0,0,0,0,0,1627783,201586,1626181,1628384,200768,1628390,201568,203488,1628983,203471
33,1,made.shot,home,1610612760,3,12,460,472,25 - 21,-4,0,0,1,1,0,0,0,0,1627783,201586,1626181,1628384,200768,1628390,1629647,203488,1628983,203471
34,1,turnover,away,1610612761,0,23,472,495,25 - 21,-4,0,0,0,0,0,0,0,0,1627783,201586,1626181,1628384,200768,1628390,1629647,203488,1628983,203471
35,1,turnover,home,1610612760,0,3,495,498,25 - 21,-4,0,0,0,0,0,0,0,0,1627775,201586,1626181,1628384,200768,1628390,1629647,203488,1628983,203471
36,1,missed.shot,away,1610612761,0,24,498,522,25 - 21,-4,1,0,0,0,0,0,0,0,1627775,201586,1626181,1628384,200768,1628390,1629647,203488,1628983,203471
37,1,turnover,home,1610612760,0,12,522,534,25 - 21,-4,0,0,0,0,0,0,0,0,1627775,201586,1626181,1628384,200768,1628390,1629647,203488,1628983,203471
38,1,last.ft.made,away,1610612761,3,11,534,545,28 - 21,-7,1,1,0,0,1,1,1,0,1627775,201586,1626181,1628384,200768,1628390,1629647,203488,1628983,203471
39,1,last.ft.made,home,1610612760,1,8,545,553,28 - 22,-6,0,0,0,0,2,1,1,1,1627775,201586,1626181,1626178,201188,1628977,1629647,203488,1628983,203471
