possession.id,period,how.possession.ended,team.with.ball,team.with.ball.id,team.without.ball.id,possession.points,possession.time,start.time,end.time,score,scoremargin,attempts.2p,makes.2p,attempts.3p,makes.3p,attempts.ft,makes.ft,defensive.fouls,offensive.rebounds,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
1,1,missed.shot,away,1610612755,1610612753,0,19,0,19,,,1,0,0,0,0,0,0,0,1627788,202699,201143,1626196,1627732,1628371,203932,202696,203095,1628365
2,1,missed.shot,home,1610612753,1610612755,0,6,19,25,,,0,0,1,0,0,0,0,0,1627788,202699,201143,1626196,1627732,1628371,203932,202696,203095,1628365
3,1,made.shot,away,1610612755,1610612753,2,7,25,32,2 - 0,-2,1,1,0,0,0,0,0,0,1627788,202699,201143,1626196,1627732,1628371,203932,202696,203095,1628365
4,1,missed.shot,home,1610612753,1610612755,0,20,32,52,2 - 0,-2,1,0,0,0,0,0,0,0,1627788,202699,201143,1626196,1627732,1628371,203932,202696,203095,1628365
5,1,missed.shot,away,1610612755,1610612753,0,12,52,64,2 - 0,-2,1,0,0,0,0,0,0,0,1627788,202699,201143,1626196,1627732,1628371,203932,202696,203095,1628365
6,1,last.ft.made,home,1610612753,1610612755,1,6,64,70,2 - 1,-1,0,0,0,0,2,1,1,1,1627788,202699,201143,1626196,1627732,1628371,203932,202696,203095,1628365
7,1,missed.shot,away,1610612755,1610612753,0,16,70,86,2 - 1,-1,1,0,0,0,0,0,0,0,1627788,202699,201143,1626196,1627732,1628371,203932,202696,203095,1628365
8,1,made.shot,home,1610612753,1610612755,2,4,86,90,2 - 3,1,1,1,0,0,0,0,0,0,1627788,202699,201143,1626196,1627732,1628371,203932,202696,203095,1628365
9,1,turnover,away,1610612755,1610612753,0,17,90,107,2 - 3,1,0,0,0,0,0,0,0,0,1627788,202699,201143,1626196,1627732,1628371,203932,202696,203095,1628365
10,1,missed.shot,home,1610612753,1610612755,1,6,107,113,2 - 4,2,0,0,0,0,2,1,1,0,1627788,202699,201143,1626196,1627732,1628371,203932,202696,203095,1628365
11,1,made.shot,away,1610612755,1610612753,2,12,113,125,4 - 4,TIE,1,1,0,0,0,0,0,0,1627788,202699,201143,1626196,1627732,1628371,203932,202696,203095,1628365
12,1,made.shot,home,1610612753,1610612755,2,16,125,141,4 - 6,2,1,1,0,0,0,0,0,0,1627788,202699,201143,1626196,1627732,1628371,203932,202696,203095,1628365
13,1,missed.shot,away,1610612755,1610612753,0,32,141,173,4 - 6,2,2,0,0,0,0,0,0,1,1627788,202699,201143,1626196,1627732,1628371,203932,202696,203095,1628365
14,1,made.shot,home,1610612753,1610612755,2,3,173,176,4 - 8,4,1,1,0,0,0,0,0,0,1627788,202699,201143,1626196,1627732,1628371,203932,202696,203095,1628365
15,1,made.shot,away,1610612755,1610612753,2,22,176,198,6 - 8,2,1,1,0,0,0,0,0,0,1627788,202699,201143,1626196,1627732,1628371,203932,202696,203095,1628365
16,1,made.shot,home,1610612753,1610612755,3,14,198,212,6 - 11,5,0,0,1,1,0,0,0,0,1627788,202699,201143,1626196,1627732,1628371,203932,202696,203095,1628365
