possession.id,period,how.possession.ended,team.with.ball,team.with.ball.id,team.without.ball.id,possession.points,possession.time,start.time,end.time,score,scoremargin,attempts.2p,makes.2p,attempts.3p,makes.3p,attempts.ft,makes.ft,defensive.fouls,offensive.rebounds,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
1,1,missed.shot,home,1610612749,1610612738,0,17,0,17,,,1,0,0,0,0,0,0,0,202330,1628369,1628464,203935,202689,203114,203507,201572,202083,202339
2,1,missed.shot,away,1610612738,1610612749,0,18,17,35,,,1,0,0,0,0,0,0,0,202330,1628369,1628464,203935,202689,203114,203507,201572,202083,202339
3,1,made.shot,home,1610612749,1610612738,2,14,35,49,0 - 2,2,1,1,0,0,0,0,1,0,202330,1628369,1628464,203935,202689,203114,203507,201572,202083,202339
4,1,turnover,away,1610612738,1610612749,0,12,49,61,0 - 2,2,0,0,0,0,0,0,0,0,202330,1628369,1628464,203935,202689,203114,203507,201572,202083,202339
5,1,made.shot,home,1610612749,1610612738,2,6,61,67,0 - 4,4,1,1,0,0,0,0,0,0,202330,1628369,1628464,203935,202689,203114,203507,201572,202083,202339
6,1,made.shot,away,1610612738,1610612749,2,19,67,86,2 - 4,2,1,1,0,0,0,0,0,0,202330,1628369,1628464,203935,202689,203114,203507,201572,202083,202339
7,1,last.ft.made,home,1610612749,1610612738,2,9,86,95,2 - 6,4,0,0,0,0,2,2,1,0,202330,1628369,1628464,203935,202689,203114,203507,201572,202083,202339
8,1,turnover,away,1610612738,1610612749,0,17,95,112,2 - 6,4,0,0,0,0,0,0,0,0,202330,1628369,1628464,203935,202689,203114,203507,201572,202083,202339
9,1,made.shot,home,1610612749,1610612738,3,8,112,120,2 - 9,7,0,0,1,1,0,0,0,0,202330,1628369,1628464,203935,202689,203114,203507,201572,202083,202339
10,1,missed.shot,away,1610612738,1610612749,0,22,120,142,2 - 9,7,0,0,1,0,0,0,0,0,202330,1628369,1628464,203935,202689,203114,203507,201572,202083,202339
11,1,missed.shot,home,1610612749,1610612738,0,5,142,147,2 - 9,7,0,0,0,0,2,0,1,1,202330,1628369,1628464,203935,202689,203114,203507,201572,202083,202339
12,1,missed.shot,away,1610612738,1610612749,0,19,147,166,2 - 9,7,1,0,0,0,0,0,1,0,202330,1628369,1628464,203935,202689,203114,203507,201572,202083,202339
13,1,missed.shot,home,1610612749,1610612738,0,6,166,172,2 - 9,7,1,0,0,0,0,0,0,0,202330,1628369,1628464,203935,202689,203114,203507,201572,202083,202339
14,1,made.shot,away,1610612738,1610612749,2,3,172,175,4 - 9,5,1,1,0,0,0,0,0,0,202330,1628369,1628464,203935,202689,203114,203507,201572,202083,202339
15,1,made.shot,home,1610612749,1610612738,3,9,175,184,4 - 12,8,0,0,1,1,0,0,0,0,202330,1628369,1628464,203935,202689,203114,203507,201572,202083,202339
16,1,made.shot,away,1610612738,1610612749,2,22,184,206,6 - 12,6,1,1,0,0,0,0,0,0,202330,1628369,1628464,203935,202689,203114,203507,201572,202083,202339
17,1,made.shot,home,1610612749,1610612738,3,17,206,223,6 - 15,9,0,0,1,1,0,0,0,0,202330,1628369,1628464,203935,202689,203114,203507,201572,202083,202339
18,1,missed.shot,away,1610612738,1610612749,0,35,223,258,6 - 15,9,1,0,1,0,0,0,0,1,202330,1628369,1628464,203935,202689,203114,203507,201572,202083,202339
19,1,turnover,home,1610612749,1610612738,0,5,258,263,6 - 15,9,0,0,0,0,0,0,0,0,202330,1628369,1628464,203935,202689,203114,203507,201572,202083,202339
20,1,missed.shot,away,1610612738,1610612749,0,15,263,278,6 - 15,9,0,0,1,0,0,0,1,0,202330,1628369,1628464,203935,202689,203114,203507,201572,202083,202339
21,1,missed.shot,home,1610612749,1610612738,0,9,278,287,6 - 15,9,1,0,0,0,0,0,0,0,202330,1628369,1628464,203935,202689,203114,203507,201572,202083,202339
