possession.id,period,how.possession.ended,team.with.ball,team.with.ball.id,team.without.ball.id,possession.points,possession.time,start.time,end.time,score,scoremargin,attempts.2p,makes.2p,attempts.3p,makes.3p,attempts.ft,makes.ft,defensive.fouls,offensive.rebounds,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
1,1,made.shot,away,1610612754,1610612749,3,16,0,16,3 - 0,-3,0,0,1,1,0,0,0,0,203933,1627734,1626167,1628988,1627763,203114,203507,201572,202083,1628978
2,1,missed.shot,home,1610612749,1610612754,0,22,16,38,3 - 0,-3,0,0,1,0,0,0,0,0,203933,1627734,1626167,1628988,1627763,203114,203507,201572,202083,1628978
3,1,made.shot,away,1610612754,1610612749,3,19,38,57,6 - 0,-6,1,0,1,1,0,0,0,1,203933,1627734,1626167,1628988,1627763,203114,203507,201572,202083,1628978
4,1,missed.shot,home,1610612749,1610612754,0,12,57,69,6 - 0,-6,0,0,1,0,0,0,0,0,203933,1627734,1626167,1628988,1627763,203114,203507,201572,202083,1628978
5,1,made.shot,away,1610612754,1610612749,2,9,69,78,8 - 0,-8,1,1,0,0,0,0,0,0,203933,1627734,1626167,1628988,1627763,203114,203507,201572,202083,1628978
6,1,turnover,home,1610612749,1610612754,0,23,78,101,8 - 0,-8,1,0,0,0,0,0,1,1,203933,1627734,1626167,1628988,1627763,203114,203507,201572,202083,1628978
7,1,missed.shot,away,1610612754,1610612749,0,8,101,109,8 - 0,-8,0,0,1,0,0,0,0,0,203933,1627734,1626167,1628988,1627763,203114,203507,201572,202083,1628978
8,1,missed.shot,home,1610612749,1610612754,0,13,109,122,8 - 0,-8,1,0,0,0,0,0,0,0,203933,1627734,1626167,1628988,1627763,203114,203507,201572,202083,1628978
9,1,missed.shot,away,1610612754,1610612749,0,15,122,137,8 - 0,-8,1,0,1,0,0,0,0,1,203933,1627734,1626167,1628988,1627763,203114,203507,201572,202083,1628978
10,1,missed.shot,home,1610612749,1610612754,0,7,137,144,8 - 0,-8,1,0,0,0,0,0,0,0,203933,1627734,1626167,1628988,1627763,203114,203507,201572,202083,1628978
11,1,made.shot,away,1610612754,1610612749,2,17,144,161,10 - 0,-10,1,1,0,0,0,0,0,0,203933,1627734,1626167,1628988,1627763,203114,203507,201572,202083,1628978
12,1,made.shot,home,1610612749,1610612754,3,14,161,175,10 - 3,-7,0,0,1,1,0,0,0,0,203933,1627734,1626167,1628988,1627763,203114,203507,201572,202083,1628978
13,1,made.shot,away,1610612754,1610612749,2,12,175,187,12 - 3,-9,1,1,0,0,0,0,0,0,203933,1627734,1626167,1628988,1627763,203114,203507,201572,202083,1628978
14,1,turnover,home,1610612749,1610612754,0,19,187,206,12 - 3,-9,0,0,0,0,0,0,0,0,203933,1627734,1626167,1628988,1627763,203114,203507,201572,202083,1628978
15,1,missed.shot,away,1610612754,1610612749,0,8,206,214,12 - 3,-9,0,0,1,0,0,0,0,0,203933,1627734,1626167,1628988,1627763,203114,203507,201572,202083,1628978
16,1,missed.shot,home,1610612749,1610612754,0,20,214,234,12 - 3,-9,1,0,0,0,0,0,0,0,203933,1627734,1626167,1628988,1627763,203114,203507,201572,202083,1628978
17,1,missed.shot,away,1610612754,1610612749,0,11,234,245,12 - 3,-9,1,0,0,0,0,0,0,0,203933,1627734,1626167,1628988,1627763,203114,203507,201572,202083,1628978
18,1,made.shot,home,1610612749,1610612754,2,0,245,245,12 - 5,-7,1,1,0,0,0,0,0,0,203933,1627734,1626167,1628988,1627763,203114,203507,201572,202083,1628978
19,1,missed.shot,away,1610612754,1610612749,0,28,245,273,12 - 5,-7,1,0,0,0,0,0,0,0,203933,1627734,1626167,1628988,1627763,203114,203507,201572,202083,1628978
20,1,made.shot,home,1610612749,1610612754,3,12,273,285,12 - 8,-4,0,0,1,1,0,0,0,0,203933,1627734,1626167,1628988,1627763,203114,203507,201572,202083,1628978
21,1,made.shot,away,1610612754,1610612749,2,20,285,305,14 - 8,-6,1,1,0,0,0,0,0,0,203933,1627734,1626167,1628988,1627763,203114,203507,201572,202083,1628978
22,1,missed.shot,home,1610612749,1610612754,0,11,305,316,14 - 8,-6,1,0,0,0,0,0,0,0,203933,1627734,1626167,1628988,1627763,203114,203507,201572,202083,1628978
23,1,turnover,away,1610612754,1610612749,0,5,316,321,14 - 8,-6,0,0,0,0,0,0,0,0,203933,1627734,1626167,1628988,1627763,203114,203507,201572,202083,1628978
24,1,made.shot,home,1610612749,1610612754,2,7,321,328,14 - 10,-4,1,1,0,0,0,0,0,0,203933,1627734,1626167,1628988,1627763,203114,203507,201572,202083,1628978
25,1,turnover,away,1610612754,1610612749,0,21,328,349,14 - 10,-4,0,0,0,0,0,0,0,0,203933,1627734,1626167,1628988,1627763,203114,203507,201572,202083,1628978
26,1,missed.shot,home,1610612749,1610612754,0,5,349,354,14 - 10,-4,1,0,0,0,0,0,0,0,203933,1627734,1626167,1628988,1627763,203114,203507,201572,202083,1628978
27,1,made.shot,away,1610612754,1610612749,3,9,354,363,17 - 10,-7,0,0,1,1,0,0,0,0,203933,1627734,1626167,1628988,1627763,203114,203507,201572,202083,1628978
28,1,missed.shot,home,1610612749,1610612754,0,27,363,390,17 - 10,-7,0,0,1,0,0,0,0,0,203933,1627734,1626167,1628988,1627763,203114,203507,201572,202083,1628978
29,1,made.shot,away,1610612754,1610612749,2,12,390,402,19 - 10,-9,1,1,0,0,0,0,0,0,203933,1627734,1626167,1628988,1627763,203114,201588,201572,202083,101141
30,1,last.ft.made,home,1610612749,1610612754,3,25,402,427,19 - 13,-6,2,1,0,0,1,1,1,1,203933,1627734,1626167,1628988,1627763,203114,201588,201572,202083,101141
31,1,missed.shot,away,1610612754,1610612749,0,15,427,442,19 - 13,-6,1,0,0,0,0,0,0,0,203933,204456,1626167,1628988,203200,203114,201588,201572,1626192,101141
32,1,missed.shot,home,1610612749,1610612754,0,18,442,460,19 - 13,-6,1,0,0,0,0,0,0,0,203933,204456,1626167,1628988,203200,203114,201588,201572,1626192,101141
33,1,missed.shot,away,1610612754,1610612749,0,10,460,470,19 - 13,-6,0,0,1,0,0,0,0,0,203933,204456,1626167,1628988,203200,203114,201588,201572,1626192,101141
34,1,made.shot,home,1610612749,1610612754,2,6,470,476,19 - 15,-4,1,1,0,0,0,0,0,0,203933,204456,1626167,1628988,203200,203114,201588,201572,1626192,101141
35,1,missed.shot,away,1610612754,1610612749,0,17,476,493,19 - 15,-4,1,0,0,0,0,0,0,0,203933,204456,1626167,1628988,203200,203114,201588,201572,1626192,101141
36,1,made.shot,home,1610612749,1610612754,2,8,493,501,19 - 17,-2,1,1,0,0,0,0,0,0,203933,204456,1626167,1628988,203200,203114,201588,201572,1626192,101141
37,1,missed.shot,away,1610612754,1610612749,0,20,501,521,19 - 17,-2,0,0,1,0,0,0,0,0,203933,204456,1626167,1628988,203200,203114,201588,201572,1626192,101141
38,1,turnover,home,1610612749,1610612754,0,8,521,529,19 - 17,-2,0,0,0,0,0,0,0,0,1629048,204456,1628410,203926,203200,203114,201588,2594,1626192,101141
39,1,missed.shot,away,1610612754,1610612749,0,11,529,540,19 - 17,-2,1,0,0,0,0,0,0,0,1629048,204456,1628410,203926,203200,203114,201588,2594,1626192,101141
40,1,missed.shot,home,1610612749,1610612754,0,12,540,552,19 - 17,-2,1,0,0,0,0,0,0,0,1629048,204456,1628410,203926,203200,203114,201588,2594,1626192,101141
41,1,made.shot,away,1610612754,1610612749,3,7,552,559,22 - 17,-5,0,0,1,1,0,0,0,0,1629048,204456,1628410,203926,203200,203114,201588,2594,1626192,101141
42,1,missed.shot,home,1610612749,1610612754,0,19,559,578,22 - 17,-5,1,0,0,0,0,0,0,0,1629048,204456,1628410,203926,203200,203114,201588,2594,1626192,101141
43,1,turnover,away,1610612754,1610612749,0,2,578,580,22 - 17,-5,0,0,0,0,0,0,0,0,1629048,204456,1628410,203926,203200,203114,201588,2594,1626192,101141
44,1,missed.shot,home,1610612749,1610612754,0,8,580,588,22 - 17,-5,0,0,1,0,0,0,0,0,1629048,204456,1628410,203926,203200,203114,201588,2594,1626192,101141
45,1,missed.shot,away,1610612754,1610612749,0,8,588,596,22 - 17,-5,1,0,1,0,0,0,0,1,1629048,204456,1628410,203926,203200,203114,201588,2594,1626192,101141
46,1,last.ft.made,home,1610612749,1610612754,2,18,596,614,22 - 19,-3,0,0,0,0,4,2,2,2,1629048,204456,1628410,203926,203200,203114,201588,2594,1626192,101141
