possession.id,period,how.possession.ended,team.with.ball,team.with.ball.id,team.without.ball.id,possession.points,possession.time,start.time,end.time,score,scoremargin,attempts.2p,makes.2p,attempts.3p,makes.3p,attempts.ft,makes.ft,defensive.fouls,offensive.rebounds,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
1,1,missed.shot,home,1610612750,1610612763,0,17,0,17,,,0,0,1,0,0,0,0,0,203109,1629634,1628991,1628415,1626145,1626203,203496,1626157,1629633,203952
2,1,made.shot,away,1610612763,1610612750,2,14,17,31,2 - 0,-2,1,1,0,0,0,0,0,0,203109,1629634,1628991,1628415,1626145,1626203,203496,1626157,1629633,203952
3,1,made.shot,home,1610612750,1610612763,3,17,31,48,2 - 3,1,0,0,1,1,0,0,0,0,203109,1629634,1628991,1628415,1626145,1626203,203496,1626157,1629633,203952
4,1,turnover,away,1610612763,1610612750,0,17,48,65,2 - 3,1,0,0,0,0,0,0,0,0,203109,1629634,1628991,1628415,1626145,1626203,203496,1626157,1629633,203952
5,1,missed.shot,home,1610612750,1610612763,0,7,65,72,2 - 3,1,1,0,0,0,0,0,0,0,203109,1629634,1628991,1628415,1626145,1626203,203496,1626157,1629633,203952
6,1,made.shot,away,1610612763,1610612750,2,15,72,87,4 - 3,-1,1,1,0,0,0,0,0,0,203109,1629634,1628991,1628415,1626145,1626203,203496,1626157,1629633,203952
7,1,missed.shot,home,1610612750,1610612763,0,10,87,97,4 - 3,-1,0,0,1,0,0,0,0,0,203109,1629634,1628991,1628415,1626145,1626203,203496,1626157,1629633,203952
8,1,missed.shot,away,1610612763,1610612750,0,18,97,115,4 - 3,-1,1,0,0,0,0,0,0,0,203109,1629634,1628991,1628415,1626145,1626203,203496,1626157,1629633,203952
9,1,missed.shot,home,1610612750,1610612763,0,8,115,123,4 - 3,-1,1,0,0,0,0,0,0,0,203109,1629634,1628991,1628415,1626145,1626203,203496,1626157,1629633,203952
10,1,missed.shot,away,1610612763,1610612750,0,8,123,131,4 - 3,-1,1,0,0,0,0,0,0,0,203109,1629634,1628991,1628415,1626145,1626203,203496,1626157,1629633,203952
11,1,made.shot,home,1610612750,1610612763,2,7,131,138,4 - 5,1,1,1,0,0,0,0,0,0,203109,1629634,1628991,1628415,1626145,1626203,203496,1626157,1629633,203952
12,1,missed.shot,away,1610612763,1610612750,0,18,138,156,4 - 5,1,0,0,1,0,0,0,0,0,203109,1629634,1628991,1628415,1626145,1626203,203496,1626157,1629633,203952
13,1,missed.shot,home,1610612750,1610612763,0,10,156,166,4 - 5,1,0,0,1,0,0,0,0,0,203109,1629634,1628991,1628415,1626145,1626203,203496,1626157,1629633,203952
