possession.id,period,how.possession.ended,team.with.ball,team.with.ball.id,possession.points,poss.time,start.time,end.time,score,scoremargin,attempts.2p,makes.2p,attempts.3p,makes.3p,attempts.ft,makes.ft,defensive.fouls,offensive.rebounds,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
1,1,made.shot,away,1610612761,2,13,0,13,2 - 0,-2,1,1,0,0,0,0,0,0,1628384,1627783,201188,1627832,200768,1627742,1629740,1626143,201950,1628366
2,1,last.ft.made,home,1610612740,2,16,13,29,2 - 2,TIE,0,0,0,0,2,2,1,0,1628384,1627783,201188,1627832,200768,1627742,1629740,1626143,201950,1628366
3,1,turnover,away,1610612761,0,15,29,44,2 - 2,TIE,0,0,0,0,0,0,0,0,1628384,1627783,201188,1627832,200768,1627742,1629740,1626143,201950,1628366
4,1,turnover,home,1610612740,0,5,44,49,2 - 2,TIE,0,0,0,0,0,0,0,0,1628384,1627783,201188,1627832,200768,1627742,1629740,1626143,201950,1628366
5,1,missed.shot,away,1610612761,0,28,49,77,2 - 2,TIE,1,0,0,0,0,0,1,0,1628384,1627783,201188,1627832,200768,1627742,1629740,1626143,201950,1628366
6,1,made.shot,home,1610612740,2,4,77,81,2 - 4,2,1,1,0,0,0,0,0,0,1628384,1627783,201188,1627832,200768,1627742,1629740,1626143,201950,1628366
7,1,missed.shot,away,1610612761,0,6,81,87,2 - 4,2,0,0,1,0,0,0,0,0,1628384,1627783,201188,1627832,200768,1627742,1629740,1626143,201950,1628366
8,1,missed.shot,home,1610612740,0,11,87,98,2 - 4,2,0,0,1,0,0,0,0,0,1628384,1627783,201188,1627832,200768,1627742,1629740,1626143,201950,1628366
9,1,last.ft.made,away,1610612761,3,3,98,101,5 - 4,-1,1,1,0,0,1,1,1,0,1628384,1627783,201188,1627832,200768,1627742,1629740,1626143,201950,1628366
10,1,missed.shot,home,1610612740,0,14,101,115,5 - 4,-1,0,0,1,0,0,0,0,0,1628384,1627783,201188,1627832,200768,1627742,1629740,1626143,201950,1628366
11,1,missed.shot,away,1610612761,0,13,115,128,5 - 4,-1,1,0,0,0,0,0,0,0,1628384,1627783,201188,1627832,200768,1627742,1629740,1626143,201950,1628366
12,1,made.shot,home,1610612740,2,2,128,130,5 - 6,1,1,1,0,0,0,0,0,0,1628384,1627783,201188,1627832,200768,1627742,1629740,1626143,201950,1628366
13,1,missed.shot,away,1610612761,0,21,130,151,5 - 6,1,0,0,1,0,0,0,0,0,1628384,1627783,201188,1627832,200768,1627742,1629740,1626143,201950,1628366
14,1,missed.shot,home,1610612740,0,17,151,168,5 - 6,1,0,0,1,0,0,0,0,0,1628384,1627783,201188,1627832,200768,1627742,1629740,1626143,201950,1628366
15,1,turnover,away,1610612761,0,2,168,170,5 - 6,1,0,0,0,0,0,0,0,0,1628384,1627783,201188,1627832,200768,1627742,1629740,1626143,201950,1628366
16,1,missed.shot,home,1610612740,0,8,170,178,5 - 6,1,0,0,1,0,0,0,0,0,1628384,1627783,201188,1627832,200768,1627742,1629740,1626143,201950,1628366
17,1,made.shot,away,1610612761,3,13,178,191,8 - 6,-2,0,0,1,1,0,0,0,0,1628384,1627783,201188,1627832,200768,1627742,1629740,1626143,201950,1628366
18,1,last.ft.made,home,1610612740,4,16,191,207,8 - 10,2,0,0,1,1,1,1,1,0,1628384,1627783,201188,1627832,200768,1627742,1629740,1626143,201950,1628366
19,1,missed.shot,away,1610612761,0,19,207,226,8 - 10,2,1,0,0,0,0,0,0,0,1628384,1627783,201188,1627832,200768,1627742,1629740,1626143,201950,1628366
20,1,missed.shot,home,1610612740,0,16,226,242,8 - 10,2,1,0,0,0,0,0,0,0,1628384,1627783,201188,1627832,200768,1627742,1629740,1626143,201950,1628366
21,1,made.shot,away,1610612761,3,6,242,248,11 - 10,-1,0,0,1,1,0,0,0,0,1628384,1627783,201188,1627832,200768,1627742,1629740,1626143,201950,1628366
22,1,turnover,home,1610612740,0,15,248,263,11 - 10,-1,0,0,0,0,0,0,0,0,1628384,1627783,201188,1627832,200768,1627742,1629740,1626143,201950,1628366
23,1,made.shot,away,1610612761,2,6,263,269,13 - 10,-3,1,1,0,0,0,0,0,0,1628384,1627783,201188,1627832,200768,1627742,1629740,1626143,201950,1628366
24,1,missed.shot,home,1610612740,0,14,269,283,13 - 10,-3,1,0,0,0,0,0,0,0,1628384,1627783,201188,1627832,200768,1627742,1629740,1626143,201950,1628366
25,1,made.shot,away,1610612761,3,2,283,285,16 - 10,-6,0,0,1,1,0,0,0,0,1628384,1627783,201188,1627832,200768,1627742,1629740,1626143,201950,1628366
26,1,made.shot,home,1610612740,3,18,285,303,16 - 13,-3,0,0,1,1,0,0,0,0,1628384,1627783,201188,1627832,200768,1627742,1629740,1626143,201950,1628366
