player.name,player.id,team.abbreviation,period
CJ Miles,101139,UTA,1
Paul Millsap,200794,UTA,1
Al Jefferson,2744,UTA,1
Gordon Hayward,202330,UTA,1
Devin Harris,2734,UTA,1
Trevor Ariza,2772,NOH,1
Carl Landry,201171,NOH,1
Emeka Okafor,2731,NOH,1
Marco Belinelli,201158,NOH,1
Chris Paul,101108,NOH,1
Gordon Hayward,202330,UTA,2
Devin Harris,2734,UTA,2
Earl Watson,2248,UTA,2
Derrick Favors,202324,UTA,2
Jeremy Evans,202379,UTA,2
Chris Paul,101108,NOH,2
Quincy Pondexter,202347,NOH,2
Jason Smith,201160,NOH,2
Jarrett Jack,101127,NOH,2
Aaron Gray,201189,NOH,2
CJ Miles,101139,UTA,3
Paul Millsap,200794,UTA,3
Al Jefferson,2744,UTA,3
Gordon Hayward,202330,UTA,3
Devin Harris,2734,UTA,3
Trevor Ariza,2772,NOH,3
Carl Landry,201171,NOH,3
Emeka Okafor,2731,NOH,3
Marco Belinelli,201158,NOH,3
Chris Paul,101108,NOH,3
Gordon Hayward,202330,UTA,4
Devin Harris,2734,UTA,4
Earl Watson,2248,UTA,4
Derrick Favors,202324,UTA,4
Francisco Elson,1922,UTA,4
Carl Landry,201171,NOH,4
Marco Belinelli,201158,NOH,4
Willie Green,2584,NOH,4
Jarrett Jack,101127,NOH,4
Aaron Gray,201189,NOH,4
