player.name,player.id,team.abbreviation,period
Travis Outlaw,2566,NJN,1
Derrick Favors,202324,NJN,1
Brook Lopez,201572,NJN,1
Stephen Graham,101211,NJN,1
Devin Harris,2734,NJN,1
Nicolas Batum,201587,POR,1
LaMarcus Aldridge,200746,POR,1
Marcus Camby,948,POR,1
Wesley Matthews,202083,POR,1
Andre Miller,1889,POR,1
Travis Outlaw,2566,NJN,2
Sasha Vujacic,2756,NJN,2
Kris Humphries,2743,NJN,2
Johan Petro,101130,NJN,2
Jordan Farmar,200770,NJN,2
Nicolas Batum,201587,POR,2
Rudy Fernandez,201164,POR,2
Dante Cunningham,201967,POR,2
Joel Przybilla,2038,POR,2
Patty Mills,201988,POR,2
Travis Outlaw,2566,NJN,3
Derrick Favors,202324,NJN,3
Brook Lopez,201572,NJN,3
Stephen Graham,101211,NJN,3
Devin Harris,2734,NJN,3
Nicolas Batum,201587,POR,3
LaMarcus Aldridge,200746,POR,3
Marcus Camby,948,POR,3
Wesley Matthews,202083,POR,3
Andre Miller,1889,POR,3
Travis Outlaw,2566,NJN,4
Sasha Vujacic,2756,NJN,4
Kris Humphries,2743,NJN,4
Johan Petro,101130,NJN,4
Jordan Farmar,200770,NJN,4
Nicolas Batum,201587,POR,4
Rudy Fernandez,201164,POR,4
Dante Cunningham,201967,POR,4
Joel Przybilla,2038,POR,4
Patty Mills,201988,POR,4
