GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0021300816,1610612752,NYK,New York,2747,JR Smith,F,,11:59,1,3,0.333,0,1,0.0,0,0,0.0,0,1,1,1,1,0,1,0,2,-1.0
0021300816,1610612752,NYK,New York,2546,Carmelo Anthony,F,,11:59,3,7,0.429,2,2,1.0,0,0,0.0,0,3,3,3,1,0,1,1,8,-1.0
0021300816,1610612752,NYK,New York,2199,Tyson Chandler,C,,9:39,2,3,0.667,0,0,0.0,1,2,0.5,0,1,1,0,0,0,0,0,5,0.0
0021300816,1610612752,NYK,New York,101109,Raymond Felton,G,,11:59,2,3,0.667,0,1,0.0,0,0,0.0,0,2,2,3,1,0,0,1,4,-1.0
0021300816,1610612752,NYK,New York,203143,Pablo Prigioni,G,,6:45,2,3,0.667,2,3,0.667,0,0,0.0,0,0,0,1,0,0,0,0,6,-2.0
0021300816,1610612752,NYK,New York,203501,Tim Hardaway Jr.,,,5:14,1,2,0.5,1,2,0.5,0,0,0.0,0,0,0,0,0,0,0,0,3,1.0
0021300816,1610612752,NYK,New York,2405,Amar'e Stoudemire,,,2:20,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2,-1.0
0021300816,1610612753,ORL,Orlando,201167,Arron Afflalo,F,,11:59,5,5,1.0,3,3,1.0,1,1,1.0,0,1,1,1,0,0,0,0,14,1.0
0021300816,1610612753,ORL,Orlando,202699,Tobias Harris,F,,11:59,3,5,0.6,0,0,0.0,1,1,1.0,0,2,2,1,1,0,1,0,7,1.0
0021300816,1610612753,ORL,Orlando,202696,Nikola Vucevic,C,,11:12,3,4,0.75,0,0,0.0,0,0,0.0,2,4,6,1,1,0,1,1,6,3.0
0021300816,1610612753,ORL,Orlando,203506,Victor Oladipo,G,,11:59,1,5,0.2,1,2,0.5,0,0,0.0,1,1,2,2,0,0,1,0,3,1.0
0021300816,1610612753,ORL,Orlando,2749,Jameer Nelson,G,,11:12,0,3,0.0,0,1,0.0,1,2,0.5,0,2,2,4,0,0,1,0,1,3.0
0021300816,1610612753,ORL,Orlando,203124,Kyle O'Quinn,,,0:48,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-2.0
0021300816,1610612753,ORL,Orlando,202734,E'Twaun Moore,,,0:48,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-2.0
