GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0021300222,1610612764,WAS,Washington,101110,Martell Webster,F,,4:50,0,2,0.0,0,2,0.0,0,0,0.0,0,1,1,1,0,0,0,0,0,8.0
0021300222,1610612764,WAS,Washington,2403,Nene,F,,4:50,0,0,0.0,0,0,0.0,0,0,0.0,2,1,3,0,0,0,0,0,0,8.0
0021300222,1610612764,WAS,Washington,101162,Marcin Gortat,C,,4:34,2,2,1.0,0,0,0.0,2,2,1.0,0,1,1,0,0,0,0,0,6,6.0
0021300222,1610612764,WAS,Washington,2772,Trevor Ariza,G,,4:50,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,1,0,0,0,0,3,8.0
0021300222,1610612764,WAS,Washington,202322,John Wall,G,,4:50,1,3,0.333,0,0,0.0,2,2,1.0,0,1,1,1,1,0,0,0,4,8.0
0021300222,1610612764,WAS,Washington,202066,Garrett Temple,,,0:16,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,2.0
0021300222,1610612749,MIL,Milwaukee,203114,Khris Middleton,F,,4:50,0,3,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-8.0
0021300222,1610612749,MIL,Milwaukee,101141,Ersan Ilyasova,F,,4:50,1,1,1.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,1,3,2,-8.0
0021300222,1610612749,MIL,Milwaukee,2585,Zaza Pachulia,C,,4:50,0,0,0.0,0,0,0.0,0,0,0.0,2,1,3,1,0,0,0,2,0,-8.0
0021300222,1610612749,MIL,Milwaukee,201564,O.J. Mayo,G,,4:50,0,3,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-8.0
0021300222,1610612749,MIL,Milwaukee,2557,Luke Ridnour,,,4:50,1,2,0.5,1,1,1.0,0,0,0.0,0,0,0,0,0,0,1,1,3,-8.0
