PLAYER_NAME,PLAYER_ID,TEAM_ABBREVIATION,PERIOD
Troy Brown Jr.,1628972,WAS,1
Rui Hachimura,1629060,WAS,1
Thomas Bryant,1628418,WAS,1
Bradley Beal,203078,WAS,1
Isaiah Thomas,202738,WAS,1
Al-Farouq Aminu,202329,ORL,1
Aaron Gordon,203932,ORL,1
Nikola Vucevic,202696,ORL,1
Evan Fournier,203095,ORL,1
Markelle Fultz,1628365,ORL,1
Troy Brown Jr.,1628972,WAS,2
Moritz Wagner,1629021,WAS,2
Davis Bertans,202722,WAS,2
CJ Miles,101139,WAS,2
Ish Smith,202397,WAS,2
Aaron Gordon,203932,ORL,2
Terrence Ross,203082,ORL,2
D.J. Augustin,201571,ORL,2
Michael Carter-Williams,203487,ORL,2
Mo Bamba,1628964,ORL,2
Troy Brown Jr.,1628972,WAS,3
Rui Hachimura,1629060,WAS,3
Thomas Bryant,1628418,WAS,3
Bradley Beal,203078,WAS,3
Isaiah Thomas,202738,WAS,3
Al-Farouq Aminu,202329,ORL,3
Aaron Gordon,203932,ORL,3
Nikola Vucevic,202696,ORL,3
Evan Fournier,203095,ORL,3
Markelle Fultz,1628365,ORL,3
Troy Brown Jr.,1628972,WAS,4
Moritz Wagner,1629021,WAS,4
Davis Bertans,202722,WAS,4
CJ Miles,101139,WAS,4
Ish Smith,202397,WAS,4
Aaron Gordon,203932,ORL,4
Terrence Ross,203082,ORL,4
D.J. Augustin,201571,ORL,4
Mo Bamba,1628964,ORL,4
Wes Iwundu,1628411,ORL,4
