player.name,player.id,team.abbreviation,period
Will Barton,203115,DEN,1
Paul Millsap,200794,DEN,1
Nikola Jokic,203999,DEN,1
Gary Harris,203914,DEN,1
Jamal Murray,1627750,DEN,1
Jaylen Brown,1627759,BOS,1
Jayson Tatum,1628369,BOS,1
Daniel Theis,1628464,BOS,1
Marcus Smart,203935,BOS,1
Kemba Walker,202689,BOS,1
Mason Plumlee,203486,DEN,2
Jerami Grant,203924,DEN,2
Juancho Hernangomez,1627823,DEN,2
Monte Morris,1628420,DEN,2
Malik Beasley,1627736,DEN,2
Jayson Tatum,1628369,BOS,2
Semi Ojeleye,1628400,BOS,2
Brad Wanamaker,202954,BOS,2
Robert Williams III,1629057,BOS,2
Carsen Edwards,1629035,BOS,2
Will Barton,203115,DEN,3
Paul Millsap,200794,DEN,3
Nikola Jokic,203999,DEN,3
Gary Harris,203914,DEN,3
Jamal Murray,1627750,DEN,3
Jaylen Brown,1627759,BOS,3
Jayson Tatum,1628369,BOS,3
Daniel Theis,1628464,BOS,3
Marcus Smart,203935,BOS,3
Kemba Walker,202689,BOS,3
Mason Plumlee,203486,DEN,4
Jerami Grant,203924,DEN,4
Juancho Hernangomez,1627823,DEN,4
Monte Morris,1628420,DEN,4
Malik Beasley,1627736,DEN,4
Jayson Tatum,1628369,BOS,4
Semi Ojeleye,1628400,BOS,4
Brad Wanamaker,202954,BOS,4
Robert Williams III,1629057,BOS,4
Javonte Green,1629750,BOS,4
