PLAYER_NAME,PLAYER_ID,TEAM_ABBREVIATION,PERIOD
Tobias Harris,202699,PHI,1
Mike Scott,203118,PHI,1
Al Horford,201143,PHI,1
Josh Richardson,1626196,PHI,1
Ben Simmons,1627732,PHI,1
Dorian Finney-Smith,1627827,DAL,1
Maxi Kleber,1628467,DAL,1
Dwight Powell,203939,DAL,1
Tim Hardaway Jr.,203501,DAL,1
Luka Doncic,1629029,DAL,1
Mike Scott,203118,PHI,2
Josh Richardson,1626196,PHI,2
Ben Simmons,1627732,PHI,2
Norvel Pelle,203658,PHI,2
Furkan Korkmaz,1627788,PHI,2
Maxi Kleber,1628467,DAL,2
Luka Doncic,1629029,DAL,2
Delon Wright,1626153,DAL,2
Justin Jackson,1628382,DAL,2
Seth Curry,203552,DAL,2
Tobias Harris,202699,PHI,3
Mike Scott,203118,PHI,3
Al Horford,201143,PHI,3
Josh Richardson,1626196,PHI,3
Ben Simmons,1627732,PHI,3
Dorian Finney-Smith,1627827,DAL,3
Maxi Kleber,1628467,DAL,3
Dwight Powell,203939,DAL,3
Tim Hardaway Jr.,203501,DAL,3
Luka Doncic,1629029,DAL,3
Mike Scott,203118,PHI,4
Josh Richardson,1626196,PHI,4
Ben Simmons,1627732,PHI,4
Norvel Pelle,203658,PHI,4
Furkan Korkmaz,1627788,PHI,4
Delon Wright,1626153,DAL,4
Justin Jackson,1628382,DAL,4
Jalen Brunson,1628973,DAL,4
Seth Curry,203552,DAL,4
Boban Marjanovic,1626246,DAL,4
