player.name,player.id,team.abbreviation,period
Julius Randle,203944,NYK,1
Marcus Morris Sr.,202694,NYK,1
Mitchell Robinson,1629011,NYK,1
Frank Ntilikina,1628373,NYK,1
RJ Barrett,1629628,NYK,1
Tony Snell,203503,DET,1
Markieff Morris,202693,DET,1
Andre Drummond,203083,DET,1
Luke Kennard,1628379,DET,1
Bruce Brown,1628971,DET,1
Frank Ntilikina,1628373,NYK,2
Kevin Knox II,1628995,NYK,2
Bobby Portis,1626171,NYK,2
Wayne Ellington,201961,NYK,2
Taj Gibson,201959,NYK,2
Luke Kennard,1628379,DET,2
Christian Wood,1626174,DET,2
Langston Galloway,204038,DET,2
Svi Mykhailiuk,1629004,DET,2
Thon Maker,1627748,DET,2
Julius Randle,203944,NYK,3
Marcus Morris Sr.,202694,NYK,3
Frank Ntilikina,1628373,NYK,3
RJ Barrett,1629628,NYK,3
Taj Gibson,201959,NYK,3
Tony Snell,203503,DET,3
Markieff Morris,202693,DET,3
Andre Drummond,203083,DET,3
Luke Kennard,1628379,DET,3
Bruce Brown,1628971,DET,3
Julius Randle,203944,NYK,4
Marcus Morris Sr.,202694,NYK,4
RJ Barrett,1629628,NYK,4
Kevin Knox II,1628995,NYK,4
Wayne Ellington,201961,NYK,4
Bruce Brown,1628971,DET,4
Christian Wood,1626174,DET,4
Langston Galloway,204038,DET,4
Svi Mykhailiuk,1629004,DET,4
Thon Maker,1627748,DET,4
