eventorder,period,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
1,1,1629067,1629060,101133,203078,202738,203503,202693,1627748,1628379,1628971
29,1,1629067,1629060,101133,203078,202738,203503,202693,1626174,1628379,1628971
44,1,1629067,1629060,101133,203078,202738,204038,202693,1626174,1628379,1628971
45,1,202722,1629060,101133,203078,202738,204038,202693,1626174,1628379,1628971
51,1,202722,1629060,101133,203078,202738,204038,202693,1626174,1628379,201565
62,1,202722,1629060,101133,203078,202397,204038,202693,1626174,1628379,201565
63,1,202722,1629060,1628972,203078,202397,204038,202693,1626174,1628379,201565
81,1,202722,1629060,1628972,203078,202397,204038,203503,1626174,1628379,201565
82,1,202722,1629678,1628972,203078,202397,204038,203503,1626174,1628379,201565
102,1,202722,1629678,1628972,203078,202397,204038,203503,1626174,1629004,201565
111,2,202722,202397,1628972,1629678,1629726,203503,1627748,204038,201565,1629004
152,2,202722,202397,1628972,1629678,1629726,203503,1627748,1628379,201565,1629004
153,2,202722,202397,1628972,1629678,1629726,203503,1627748,1628379,1628971,1629004
157,2,202722,202397,1628972,1629678,1629726,203503,1626174,1628379,1628971,1629004
164,2,202722,202397,1628972,1629060,1629726,203503,1626174,1628379,1628971,1629004
165,2,202722,202397,1628972,1629060,203078,203503,1626174,1628379,1628971,1629004
173,2,202722,202397,1628972,1629060,203078,202693,1626174,1628379,1628971,1629004
179,2,202722,202397,202738,1629060,203078,202693,1626174,1628379,1628971,1629004
180,2,202722,101133,202738,1629060,203078,202693,1626174,1628379,1628971,1629004
197,2,202722,101133,202738,1629060,203078,202693,1626174,1628379,1628971,204038
204,2,202722,101133,202738,1629060,203078,202693,1626174,1628379,201565,204038
205,2,1629067,101133,202738,1629060,203078,202693,1626174,1628379,201565,204038
236,3,1629067,101133,203078,202738,202722,203503,202693,1627748,1628379,1628971
253,3,1629067,101133,203078,202738,1629678,203503,202693,1627748,1628379,1628971
285,3,1629067,101133,203078,202738,202722,203503,202693,1627748,1628379,201565
286,3,1629067,101133,203078,202738,202722,204038,202693,1627748,1628379,201565
292,3,1629067,1629678,203078,202738,202722,204038,202693,1627748,1628379,201565
293,3,1629067,1629678,203078,202738,202722,204038,202693,1626174,1628379,201565
294,3,1629067,1629678,203078,202397,202722,204038,202693,1626174,1628379,201565
304,3,1628972,1629678,203078,202397,202722,204038,202693,1626174,1628379,201565
312,3,1628972,1629678,203078,202397,202722,204038,203503,1626174,1628379,201565
335,3,1628972,1629678,1629726,202397,202722,204038,203503,1626174,1628379,201565
338,3,1628972,1629678,1629726,202397,202722,204038,203503,1626174,1628971,201565
364,4,1629067,202397,1628972,1629678,1629726,203503,1626174,204038,201565,1629004
380,4,1629067,202397,1628972,1629678,1629726,203503,1627748,204038,201565,1629004
381,4,1629067,202397,1628972,1629678,1629726,202693,1627748,204038,201565,1629004
389,4,1629067,202397,1628972,1629678,1629726,202693,1627748,204038,1628379,1629004
390,4,1629067,202397,1628972,1629678,1629726,202693,1627748,204038,1628379,1628971
391,4,1629067,202397,1628972,1629678,202722,202693,1627748,204038,1628379,1628971
392,4,203078,202397,1628972,1629678,202722,202693,1627748,204038,1628379,1628971
410,4,203078,202397,1628972,202738,202722,202693,1627748,204038,1628379,1628971
411,4,203078,101133,1628972,202738,202722,202693,1627748,204038,1628379,1628971
421,4,203078,101133,1628972,202738,202722,202693,1627748,201565,1628379,1628971
441,4,203078,101133,1628972,202738,202722,202693,1626174,201565,1628379,1628971
459,4,203078,101133,1628972,202738,202722,202693,1626174,201565,1628379,204038
464,4,203078,101133,1628972,202738,202722,202693,1626174,201565,1628971,204038
465,4,203078,1629678,1628972,202738,202722,202693,1626174,201565,1628971,204038
472,4,203078,1629678,1628972,202738,202722,202693,1626174,201565,1628379,204038
473,4,1629726,1629678,1628972,202738,202722,202693,1626174,201565,1628379,204038
474,4,1629726,1629678,1628972,1629067,202722,202693,1626174,201565,1628379,204038
