eventorder,period,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
1,1,1627742,1629627,202324,201950,1628366,1627827,204001,1628467,203501,1629029
48,1,1627742,1629627,202324,201950,1628366,1627827,204001,1628467,203552,1629029
53,1,1627742,1629627,1629740,201950,1628366,1627827,204001,1628467,203552,1629029
65,1,1627742,1629627,1629740,201950,1628366,1627827,1626161,1628467,203552,1629029
73,1,1627742,1629637,1629740,201950,1628366,1627827,1626161,1628467,203552,1629029
74,1,1627742,1629637,1629740,201950,1628404,1627827,1626161,1628467,203552,1629029
80,1,1627742,1629637,1629740,201950,1628404,1627827,1626161,203077,203552,1629029
88,1,1627742,1629637,1629740,201950,1628404,203501,1626161,203077,203552,1629029
95,1,1627742,1629637,1629740,201950,1628404,203501,1626161,1626153,203552,1629029
96,1,1627742,1629637,1629740,201950,1628404,203501,204001,1626153,203552,1629029
97,1,1627742,1629637,1629740,201950,1628404,203501,204001,1626153,203552,201584
98,1,202734,1629637,1629740,201950,1628404,203501,204001,1626153,203552,201584
110,2,1629627,1628366,1629740,1628404,202734,204001,1628467,203501,203552,1626153
133,2,1629627,1628366,1627742,1628404,202734,204001,1628467,203501,203552,1626153
150,2,1629627,1628366,1627742,202324,202734,204001,1628467,203501,203552,1626153
157,2,1629627,1628366,1627742,202324,202734,1629029,1628467,203501,203552,1626153
158,2,1629627,1628366,1627742,202324,202734,1629029,1628467,203501,1626161,1626153
159,2,1629627,1628366,1627742,202324,201950,1629029,1628467,203501,1626161,1626153
186,2,1629627,1628366,1627742,202324,201950,1629029,1628467,204001,1626161,1626153
187,2,1629627,1628366,1627742,202324,201950,1629029,203552,204001,1626161,1626153
188,2,1629740,1628366,1627742,202324,201950,1629029,203552,204001,1626161,1626153
189,2,1629740,1628402,1627742,202324,201950,1629029,203552,204001,1626161,1626153
208,2,1629740,1628402,1627742,202324,201950,1629029,203552,204001,1626161,203501
227,2,1629740,1628402,1627742,202324,201950,1629029,203552,204001,1628467,203501
231,3,1627742,1629627,202324,201950,1628366,204001,1628467,203501,1629029,203552
268,3,1627742,1629627,202324,1628402,1628366,204001,1628467,203501,1629029,203552
279,3,1627742,1629627,202324,1628402,1628366,204001,1628467,201584,1629029,203552
296,3,1627742,1629627,202324,1628402,1628366,204001,1628467,201584,1629029,1626161
297,3,1627742,1629627,202324,1628402,1628366,204001,1626153,201584,1629029,1626161
298,3,1627742,1629740,202324,1628402,1628366,204001,1626153,201584,1629029,1626161
299,3,1627742,1629740,1628404,1628402,1628366,204001,1626153,201584,1629029,1626161
331,3,1627742,1629740,1628404,1628402,1628366,203501,1626153,201584,1629029,1626161
340,4,1629627,201950,1629740,202734,1628402,1628467,203501,1629029,1626161,1626153
354,4,1629627,201950,1629740,202734,1628402,1628467,203501,204001,1626161,1626153
361,4,1629627,201950,1629740,202734,1628402,1628467,203501,204001,203552,1626153
381,4,1629627,201950,1629740,202734,1628402,1628467,201584,204001,203552,1626153
394,4,1627742,201950,1629740,202734,1628402,1628467,201584,204001,203552,1626153
395,4,1627742,201950,1629740,202734,202324,1628467,201584,204001,203552,1626153
396,4,1627742,201950,1628366,202734,202324,1628467,201584,204001,203552,1626153
399,4,1627742,201950,1628366,202734,202324,1628467,201584,204001,203501,1626153
400,4,1627742,201950,1628366,202734,202324,1629029,201584,204001,203501,1626153
401,4,1627742,1628402,1628366,202734,202324,1629029,201584,204001,203501,1626153
410,4,1627742,1628402,1628366,202734,202324,1629029,203552,204001,203501,1626153
425,4,1627742,1628402,1628366,202734,202324,1629029,203552,204001,203501,1628467
426,4,1627742,201950,1628366,202734,202324,1629029,203552,204001,203501,1628467
427,4,1627742,201950,1628366,1629627,202324,1629029,203552,204001,203501,1628467
459,4,1627742,201950,1628366,1629627,202324,1629029,201584,204001,203501,1628467
460,4,1627742,201950,1628366,1629627,1629740,1629029,201584,204001,203501,1628467
465,4,1627742,201950,1628366,1629627,1629740,1629029,203552,204001,203501,1628467
470,5,1627742,202324,201950,1628366,1629740,204001,1628467,203501,1629029,203552
494,5,1629627,202324,201950,1628366,1629740,204001,1628467,203501,1629029,203552
495,5,1629627,202324,201950,1628366,1628402,204001,1628467,203501,1629029,203552
513,5,1629627,202324,201950,1628366,1628402,204001,1628467,203501,1629029,201584
514,5,1629627,1629740,201950,1628366,1628402,204001,1628467,203501,1629029,201584
517,5,1629627,1629740,201950,1628366,1628402,204001,1628467,203501,1629029,203552
518,5,1629627,1629740,1628404,1628366,1628402,204001,1628467,203501,1629029,203552
521,5,1629627,1629740,1628404,1628366,1628402,204001,1628467,203501,1629029,201584
522,5,1629627,1629740,202324,1628366,1628402,204001,1628467,203501,1629029,201584
