eventorder,period,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
1,1,1627783,201586,201188,1628384,200768,1628390,201568,203500,1628983,101108
40,1,1627783,201586,201188,1628384,200768,1628390,201568,203488,1628983,101108
41,1,1627783,201586,1626181,1628384,200768,1628390,201568,203488,1628983,101108
50,1,1627783,201586,1626181,1628384,200768,1628390,201568,203488,1628983,203471
63,1,1627783,201586,1626181,1628384,200768,1628390,1629647,203488,1628983,203471
66,1,1627775,201586,1626181,1628384,200768,1628390,1629647,203488,1628983,203471
74,1,1627775,201586,1626181,1628384,200768,1628977,1629647,203488,1628983,203471
75,1,1627775,201586,1626181,1626178,200768,1628977,1629647,203488,1628983,203471
76,1,1627775,201586,1626181,1626178,201188,1628977,1629647,203488,1628983,203471
98,1,1627775,201586,1626181,1626178,201188,1628977,1629647,203488,1629126,203471
99,1,1627775,200768,1626181,1626178,201188,1628977,1629647,203488,1629126,203471
100,1,1627775,200768,1626181,1627783,201188,1628977,1629647,203488,1629126,203471
105,2,201188,1626181,1627775,1626178,1629056,203500,101108,203471,1628977,1629126
112,2,201188,1626181,1627775,1626178,1629056,1628383,101108,203471,1628977,1629126
121,2,201188,200768,1627775,1626178,1629056,1628383,101108,203471,1628977,1629126
130,2,201188,200768,1627775,1626178,1629056,1628383,101108,203471,1629647,1629126
141,2,201188,200768,1627775,1627783,1629056,1628383,101108,203471,1629647,1629126
142,2,201188,200768,1628384,1627783,1629056,1628383,101108,203471,1629647,1629126
151,2,201188,200768,1628384,1627783,1629056,1628383,1628983,203471,1629647,1629126
152,2,201188,200768,1628384,1627783,1629056,1628383,1628983,203471,1629647,201568
153,2,201586,200768,1628384,1627783,1629056,1628383,1628983,203471,1629647,201568
163,2,201586,200768,1628384,1627783,1629056,203488,1628983,203471,1629647,201568
164,2,201586,200768,1628384,1627783,1629056,203488,1628983,1628390,1629647,201568
170,2,201586,200768,1628384,1627783,1629056,203488,1628983,1628390,101108,201568
176,2,201586,200768,1628384,1627783,1629056,203488,1628983,203471,101108,201568
177,2,201586,200768,1628384,1627783,1627775,203488,1628983,203471,101108,201568
199,2,201188,200768,1628384,1627783,1627775,203488,1628983,203471,101108,201568
200,2,201188,200768,1628384,1627783,1626181,203488,1628983,203471,101108,201568
222,2,201188,1627775,1628384,1627783,1626181,203488,1628983,203471,101108,201568
223,2,201188,1627775,1628384,1626178,1626181,203488,1628983,203471,101108,201568
227,3,1627783,201586,201188,1628384,200768,1628390,201568,1628983,101108,203488
253,3,1627783,201586,201188,1628384,200768,203471,201568,1628983,101108,203488
273,3,1627783,201586,201188,1626181,200768,203471,201568,1628983,101108,203488
274,3,1627783,201586,1627775,1626181,200768,203471,201568,1628983,101108,203488
287,3,1627783,201586,1627775,1626181,200768,203471,201568,1629126,101108,203488
300,3,1627783,201586,1627775,1626181,1628384,203471,201568,1629126,101108,203488
301,3,1629056,201586,1627775,1626181,1628384,203471,201568,1629126,101108,203488
307,3,1629056,201586,1627775,1626181,1628384,203471,1629647,1629126,101108,203488
308,3,1629056,201586,1627775,1626181,1628384,203471,1629647,1628390,101108,203488
314,3,1629056,201188,1627775,1626181,1628384,203471,1629647,1628390,101108,203488
335,4,201188,1628384,1626181,1627775,1629056,1628390,1628983,203471,1629647,1628383
361,4,201188,1628384,1626181,1627775,1629056,201568,1628983,203471,1629647,1628383
374,4,201188,1628384,1626181,1627775,1629056,201568,1628983,203471,203488,1628383
375,4,201188,1628384,1626181,1627775,1629056,201568,1628983,203471,203488,101108
376,4,201188,1628384,1626181,1627775,200768,201568,1628983,203471,203488,101108
377,4,201188,1628384,201586,1627775,200768,201568,1628983,203471,203488,101108
378,4,1627783,1628384,201586,1627775,200768,201568,1628983,203471,203488,101108
402,4,1627783,1628384,201586,1626181,200768,201568,1628983,203471,203488,101108
410,4,1627783,1628384,201188,1626181,200768,201568,1628983,203471,203488,101108
426,4,1627783,1628384,201188,1626181,200768,1628390,1628983,203471,203488,101108
429,4,1627783,1628384,201188,1626181,200768,1628390,1629647,203471,203488,101108
430,4,1627783,1628384,201188,1626181,200768,1628390,1629647,203471,203488,1628383
431,4,1627783,1628384,201188,1626181,200768,1628390,1629647,1628987,203488,1628383
432,4,1627783,1628384,201188,1626181,200768,1628390,1629647,1628987,1628977,1628383
433,4,1627783,1628384,201188,1626181,200768,1629126,1629647,1628987,1628977,1628383
434,4,1627783,1628384,201188,1626181,1627775,1629126,1629647,1628987,1628977,1628383
435,4,1627783,1628384,1626178,1626181,1627775,1629126,1629647,1628987,1628977,1628383
