eventorder,period,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
1,1,204060,201145,203497,1628378,201144,2544,203076,201580,201980,202340
37,1,1626220,201145,203497,1628378,201144,2544,203076,201580,201980,202340
39,1,1626220,201145,203497,1628378,1626144,2544,203076,201580,201980,202340
54,1,1626220,201145,203497,1628378,1626144,2544,203076,203484,201980,202340
55,1,1626220,201145,203497,1628378,1626144,2544,203076,203484,201980,2730
67,1,1626220,201145,203497,1628378,1626144,1626188,203076,203484,201980,2730
68,1,1626220,1627777,203497,1628378,1626144,1626188,203076,203484,201980,2730
81,1,1626220,1627777,203497,1628378,1626144,1626188,203076,203484,203584,2730
82,1,1626220,1627777,203497,1628378,201144,1626188,203076,203484,203584,2730
83,1,1626220,1627777,202334,1628378,201144,1626188,203076,203484,203584,2730
84,1,1626220,1627777,202334,204060,201144,1626188,203076,203484,203584,2730
110,2,204060,201144,1626220,1627777,202334,2544,203484,2730,203584,201162
139,2,204060,201144,1626220,1627777,202334,2544,202340,2730,203584,201162
140,2,1628378,201144,1626220,1627777,202334,2544,202340,2730,203584,201162
141,2,1628378,1626144,1626220,1627777,202334,2544,202340,2730,203584,201162
142,2,1628378,1626144,1626220,1627777,203497,2544,202340,2730,203584,201162
155,2,1628378,1626144,1626220,201145,203497,2544,202340,2730,203584,201162
163,2,1628378,1626144,1626220,201145,203497,2544,202340,2730,203584,201980
164,2,1628378,1626144,1626220,201145,203497,1626188,202340,2730,203584,201980
165,2,1628378,1626144,1626220,201145,203497,1626188,202340,201580,203584,201980
178,2,1628378,1626144,201144,201145,203497,1626188,202340,201580,203584,201980
179,2,1628378,204060,201144,201145,203497,1626188,202340,201580,203584,201980
181,2,1628378,204060,201144,201145,203497,1626188,202340,201580,203076,201980
214,2,1628378,204060,201144,201145,203497,1626188,202340,2544,203076,201980
225,2,1628378,1626220,201144,201145,203497,1626188,202340,2544,203076,201980
233,3,204060,201145,203497,1628378,201144,2544,203076,201980,202340,1627936
278,3,1626220,201145,203497,1628378,201144,2544,203076,201980,202340,1627936
283,3,1626220,201145,203497,1628378,1626144,2544,203076,201980,202340,1627936
294,3,1626220,1627777,203497,1628378,1626144,2544,203076,201980,202340,1627936
297,3,1626220,1627777,203497,1628378,1626144,2544,203076,1626188,202340,1627936
298,3,1626220,1627777,203497,1628378,1626144,203484,203076,1626188,202340,1627936
305,3,1626220,1627777,203497,1628378,1626144,203484,203076,1626188,203584,1627936
306,3,1626220,1627777,202334,1628378,1626144,203484,203076,1626188,203584,1627936
315,3,1626220,1627777,202334,1628378,201144,203484,203076,1626188,203584,1627936
322,3,1626220,1627777,202334,1628378,201144,203484,2730,1626188,203584,1627936
323,3,1626220,1627777,202334,204060,201144,203484,2730,1626188,203584,1627936
329,3,1626220,1627777,202334,204060,201144,203484,2730,1626188,203584,2544
346,4,204060,201144,1626220,1627777,202334,2544,203484,2730,1626188,203584
357,4,204060,201144,1626220,1627777,202334,2544,203484,203076,1626188,203584
358,4,204060,201144,1626220,1627777,203497,2544,203484,203076,1626188,203584
359,4,204060,201144,1626220,1628378,203497,2544,203484,203076,1626188,203584
365,4,204060,201144,1626220,1628378,203497,1627936,203484,203076,1626188,203584
373,4,204060,201144,1626220,1628378,203497,1627936,203484,203076,202340,203584
374,4,204060,1627777,1626220,1628378,203497,1627936,203484,203076,202340,203584
384,4,201144,1627777,1626220,1628378,203497,1627936,203484,203076,202340,203584
390,4,201144,1627777,1626220,1628378,203497,1627936,201980,203076,202340,203584
391,4,201144,1627777,1626220,1628378,203497,1627936,201980,203076,2544,203584
400,4,201144,1627777,1626220,1628378,203497,1627936,201980,2730,2544,203584
404,4,1626144,1627777,1626220,1628378,203497,1627936,201980,2730,2544,203584
405,4,1626144,1627777,1626220,1628378,204060,1627936,201980,2730,2544,203584
406,4,1626144,1627777,1626220,1628396,204060,1627936,201980,2730,2544,203584
415,4,1626144,1627777,1629742,1628396,204060,1627936,201980,2730,2544,203584
416,4,1626144,1627777,1629742,1628396,1629714,1627936,201980,2730,2544,203584
421,4,1626144,1627777,1629742,1628396,1629714,1627936,1626188,2730,2544,203584
422,4,1626144,1627777,1629742,1628396,1629714,1627936,1626188,2730,203484,203584
435,4,1626144,1627777,1629742,1628396,1629714,1627936,1626188,2730,203484,1629668
454,4,1626144,1627777,1629742,1628396,1629714,1627936,1626188,1628961,203484,1629668
455,4,1628430,1627777,1629742,1628396,1629714,1627936,1626188,1628961,203484,1629668
