eventorder,period,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
1,1,202711,1626220,203497,204060,1628378,1627742,1629740,202324,1628404,1628366
48,1,202711,1626220,203497,204060,203903,1627742,1629740,202324,1628404,1628366
59,1,202711,1626220,203497,1626144,203903,1627742,1629740,202324,1628404,1628366
70,1,202711,1626220,203497,1626144,203903,1627742,1629740,202324,1628404,1629638
71,1,202711,1626220,203497,1626144,203903,1627742,1629740,202324,202734,1629638
72,1,202711,1626220,203497,1626144,203903,1627742,1629740,1629637,202734,1629638
73,1,202711,1628378,203497,1626144,203903,1627742,1629740,1629637,202734,1629638
74,1,202711,1628378,1627777,1626144,203903,1627742,1629740,1629637,202734,1629638
75,1,1628396,1628378,1627777,1626144,203903,1627742,1629740,1629637,202734,1629638
102,2,1628378,203903,1627777,1628396,1629730,1628404,1628366,202734,1629637,1628402
132,2,1628378,203903,1627777,1628396,1629730,1628404,1628366,202734,1629740,1628402
133,2,1628378,203903,1627777,203497,1629730,1628404,1628366,202734,1629740,1628402
134,2,202711,203903,1627777,203497,1629730,1628404,1628366,202734,1629740,1628402
135,2,202711,203903,1627777,203497,1626144,1628404,1628366,202734,1629740,1628402
146,2,202711,203903,1626220,203497,1626144,1628404,1628366,202734,1629740,1628402
150,2,202711,204060,1626220,203497,1626144,1628404,1628366,202734,1629740,1628402
161,2,202711,204060,1626220,203497,1626144,1628404,1628366,202734,202324,1628402
162,2,202711,204060,1626220,203497,1626144,1628404,1628366,1627742,202324,1628402
163,2,202711,204060,1626220,203497,1628378,1628404,1628366,1627742,202324,1628402
220,3,202711,1626220,203497,204060,1628378,1627742,1629740,202324,1628404,1628366
280,3,202711,1626220,203497,204060,1628378,1627742,1629740,202324,1628404,1629638
281,3,202711,1626220,203497,204060,1628378,1627742,1629740,202324,202734,1629638
282,3,202711,1626220,203497,204060,1626144,1627742,1629740,202324,202734,1629638
292,3,202711,1626220,203497,203903,1626144,1627742,1629740,202324,202734,1629638
293,3,202711,1627777,203497,203903,1626144,1627742,1629740,202324,202734,1629638
305,3,202711,1627777,203497,203903,1626144,1627742,1629740,1629637,202734,1629638
306,3,202711,1627777,1628378,203903,1626144,1627742,1629740,1629637,202734,1629638
307,3,1628396,1627777,1628378,203903,1626144,1627742,1629740,1629637,202734,1629638
323,3,1628396,1627777,1628378,203903,1626144,1627742,1628402,1629637,202734,1629638
346,4,204060,1628378,203903,1627777,1628396,1628366,1629638,202734,1629637,1628402
374,4,204060,1628378,203903,1627777,1628396,1628366,1629638,202734,1628404,1628402
375,4,204060,1628378,203903,1627777,1628396,1628366,1629638,202734,1628404,202324
376,4,204060,1628378,203903,1627777,203497,1628366,1629638,202734,1628404,202324
377,4,204060,1628378,203903,1626144,203497,1628366,1629638,202734,1628404,202324
378,4,204060,202711,203903,1626144,203497,1628366,1629638,202734,1628404,202324
392,4,204060,202711,203903,1626144,203497,1627742,1629638,202734,1628404,202324
393,4,204060,202711,203903,1626220,203497,1627742,1629638,202734,1628404,202324
400,4,204060,202711,1628378,1626220,203497,1627742,1629638,202734,1628404,202324
410,4,204060,202711,1628378,1626220,203497,1627742,1628366,202734,1628404,202324
418,4,204060,202711,1628378,1626220,203497,1627742,1628366,1628402,1628404,202324
453,4,204060,202711,1628378,1626220,203497,1627742,1628366,1629637,1628404,202324
454,4,204060,202711,1628378,203903,203497,1627742,1628366,1629637,1628404,202324
459,4,204060,202711,1628378,1628396,203497,1627742,1628366,1629637,1628404,202324
462,5,202711,1626220,203497,204060,1628378,1627742,202324,1628404,1628366,1628402
469,5,202711,1626220,203497,204060,1628378,1627742,202324,202734,1628366,1628402
504,5,202711,1626220,1628396,204060,1628378,1627742,202324,202734,1628366,1628402
517,5,202711,1626220,203903,204060,1628378,1627742,202324,202734,1628366,1628402
518,5,202711,1626220,203903,204060,1628378,1627742,1629638,202734,1628366,1628402
523,5,202711,1628396,203903,204060,1628378,1627742,1629638,202734,1628366,1628402
