eventnum,period,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5,away.6
2,1,1629629,1628381,1627745,1628989,1629027,1627827,1628467,1626161,203501,1628973,NA
64,1,1629629,1628381,1627745,1628989,1629027,1627827,1628467,1626161,203552,1628973,NA
84,1,1629629,1628381,1627745,1628989,1629027,1627827,1628467,1626161,203552,1629151,NA
85,1,1629629,1628381,1627745,1628989,1629027,1627827,1626153,1626161,203552,1629151,NA
86,1,1629629,1628381,1713,1628989,1629027,1627827,1626153,1626161,203552,1629151,NA
96,1,201952,1628381,1713,1628989,1629027,1627827,1626153,1626161,203552,1629151,NA
116,1,201952,1628381,1713,1628989,1629027,203501,1626153,1626161,203552,1629151,NA
117,1,201952,1628381,1713,1628989,1629027,203501,1626153,1628467,203552,1629151,NA
118,1,201952,1628381,1713,1628989,1629164,203501,1626153,1628467,203552,1629151,NA
140,1,201952,1628381,1713,1627745,1629164,203501,1626153,1628467,203552,1629151,NA
141,1,201952,1626203,1713,1627745,1629164,203501,1626153,1628467,203552,1629151,NA
174,2,1627745,1628989,1629027,1629164,1626203,1626161,203501,203552,1626153,1628382,NA
204,2,1627745,1628989,1629027,1629164,1626203,1626161,203501,1628973,1626153,1628382,NA
205,2,1627745,1628989,1629027,1629164,1626203,1628467,203501,1628973,1626153,1628382,NA
229,2,1627745,1628989,1629027,1629164,1626203,1628467,1627827,1628973,1626153,1628382,NA
230,2,1627745,1628989,1629027,1629164,1628381,1628467,1627827,1628973,1626153,1628382,NA
250,2,1627745,1628989,1629027,1629164,1628381,1626161,1627827,1628973,1626153,1628382,NA
251,2,1627745,1628989,1629027,1713,1628381,1626161,1627827,1628973,1626153,1628382,NA
252,2,201952,1628989,1629027,1713,1628381,1626161,1627827,1628973,1626153,1628382,NA
265,2,201952,1628989,1629027,1713,1628381,1626161,1627827,1628973,203501,1628382,NA
288,2,201952,1628989,1629027,1713,1628381,1626161,1627827,1626153,203501,1628382,NA
289,2,201952,1628989,1629027,1713,1628381,1628467,1627827,1626153,203501,1628382,NA
306,2,201952,1628989,1629027,1713,1628381,1628467,1627827,203552,203501,1628382,NA
319,3,1628381,1627745,1628989,1629027,201952,1627827,1628467,1626161,203501,1628973,1629164
353,3,1628381,1713,1628989,1629027,201952,1627827,1628467,1626161,203501,1628973,1629164
355,3,1628381,1713,1628989,1629027,201952,1627827,1628467,1629151,203501,1628973,1629164
466,3,1628381,1713,1628989,1629027,201952,1627827,1628467,1629151,1626153,1628973,1629164
467,3,1628381,1713,1628989,1629027,201952,1627827,1628467,1629151,1626153,203552,1629164
468,3,1628381,1713,1628989,1629164,201952,1627827,1628467,1629151,1626153,203552,1629164
394,3,1628381,1713,1628989,1629164,201952,1627827,1626161,1629151,1626153,203552,1629164
395,3,1627745,1713,1628989,1629164,201952,1627827,1626161,1629151,1626153,203552,1629164
407,3,1627745,1713,1628989,1629164,201952,1628382,1626161,1629151,1626153,203552,1629164
408,3,1627745,1713,1628989,1626203,201952,1628382,1626161,1629151,1626153,203552,1629164
433,3,1627745,1713,1628989,1626203,1628381,1628382,1626161,1629151,1626153,203552,1629164
434,3,1627745,1713,1629164,1626203,1628381,1628382,1626161,1629151,1626153,203552,1629164
435,3,1627745,1629718,1629164,1626203,1628381,1628382,1626161,1629151,1626153,203552,1629164
472,4,1628381,1713,201952,1629164,1626203,1628467,203552,1629151,1626153,1628382,NA
491,4,1628381,1713,201952,1629164,1626203,1628467,203552,1629151,1628973,1628382,NA
515,4,1628381,1713,1627745,1629164,1626203,1628467,203552,1629151,1628973,1628382,NA
516,4,1628381,1628989,1627745,1629164,1626203,1628467,203552,1629151,1628973,1628382,NA
536,4,1628381,1628989,1627745,1629164,1626203,1628467,1627827,1629151,1628973,1628382,NA
537,4,1628381,1628989,1627745,1629164,1626203,1628467,1627827,1629151,1628973,1626153,NA
538,4,1628381,1628989,1627745,201952,1626203,1628467,1627827,1629151,1628973,1626153,NA
539,4,1713,1628989,1627745,201952,1626203,1628467,1627827,1629151,1628973,1626153,NA
557,4,1713,1628989,1627745,201952,1626203,1628467,1627827,1629151,203501,1626153,NA
558,4,1713,1628989,1627745,201952,1626203,1626161,1627827,1629151,203501,1626153,NA
559,4,1713,1628989,1627745,201952,1629164,1626161,1627827,1629151,203501,1626153,NA
574,4,1713,1628989,1627745,201952,1629164,1626161,1627827,1628382,203501,1626153,NA
575,4,1713,1628989,1628381,201952,1629164,1626161,1627827,1628382,203501,1626153,NA
583,4,1626203,1628989,1628381,201952,1629164,1626161,1627827,1628382,203501,1626153,NA
600,4,1626203,1628989,1628381,201952,1629164,1628467,1627827,1628382,203501,1626153,NA
601,4,1713,1628989,1628381,201952,1629164,1628467,1627827,1628382,203501,1626153,NA
625,4,1713,1628989,1628381,201952,1629164,1628467,1629151,1628382,203501,1626153,NA
626,4,1713,1628989,1628381,201952,1629164,1628467,1629151,1628382,1628499,1626153,NA
627,4,1713,1628989,1628381,201952,1629164,1628973,1629151,1628382,1628499,1626153,NA
628,4,1713,1628989,1628381,201952,1627745,1628973,1629151,1628382,1628499,1626153,NA
629,4,1713,1629718,1628381,201952,1627745,1628973,1629151,1628382,1628499,1626153,NA
630,4,1713,1629718,1626203,201952,1627745,1628973,1629151,1628382,1628499,1626153,NA
644,4,1629164,1629718,1626203,201952,1627745,1628973,1629151,1628382,1628499,1626153,NA
