eventorder,period,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
1,1,1628384,1627783,201586,1626181,200768,203084,202357,1628385,203992,1628368
53,1,1628384,1627783,201586,1626181,200768,203084,202357,1628385,1627741,1628368
56,1,1628384,1627783,201586,1626181,200768,203145,202357,1628385,1627741,1628368
68,1,1628384,1627783,201586,1626181,200768,203145,202357,1628385,1627741,1626158
69,1,1628384,1627783,201586,1626181,200768,203145,202357,202709,1627741,1626158
77,1,1627775,1627783,201586,1626181,200768,203145,202357,202709,1627741,1626158
78,1,1627775,1627783,201188,1626181,200768,203145,202357,202709,1627741,1626158
87,1,1627775,1627783,201188,1626181,1629056,203145,202357,202709,1627741,1626158
107,1,1627775,1627783,201188,1626181,1629056,203145,203084,202709,1627741,1626158
111,2,1628384,1627775,201188,1629056,1626178,203084,1627741,203145,1626158,202709
117,2,1628384,1627775,201188,1629056,1626178,203084,1627741,203145,203458,202709
134,2,1628384,1627775,201188,1629056,1626178,203084,203992,203145,203458,202709
135,2,1628384,1627775,201586,1629056,1626178,203084,203992,203145,203458,202709
143,2,1628384,1627775,201586,1626181,1626178,203084,203992,203145,203458,202709
153,2,1628384,1627775,201586,1626181,1626178,203084,203992,203145,203458,1628368
163,2,1628384,1627775,201586,1626181,200768,203084,203992,203145,203458,1628368
164,2,1628384,1627783,201586,1626181,200768,203084,203992,203145,203458,1628368
173,2,1628384,1627783,201586,1626181,200768,203084,203992,1627741,203458,1628368
187,2,1628384,1627783,201586,1626181,200768,202357,203992,1627741,203458,1628368
188,2,201188,1627783,201586,1626181,200768,202357,203992,1627741,203458,1628368
191,2,201188,1627783,201586,1626181,200768,202357,203992,1627741,1628385,1628368
218,3,1628384,1627783,201586,1626181,200768,203084,202357,1628385,203992,1628368
254,3,1628384,1627783,201586,1626181,200768,203084,202357,1628385,203992,202709
255,3,1628384,1627783,201586,1626181,200768,203084,202357,1628385,203145,202709
256,3,1628384,1627783,201586,1626181,200768,203084,202357,1626158,203145,202709
257,3,1628384,1627783,201586,1626181,200768,203084,1627741,1626158,203145,202709
275,3,1628384,1627783,201188,1626181,200768,203084,1627741,1626158,203145,202709
291,3,1628384,1627783,201188,1626181,1627775,203084,1627741,1626158,203145,202709
302,3,1628384,1627783,201188,1626181,1627775,203084,1627741,203458,203145,202709
304,3,1629744,1627783,201188,1626181,1627775,203084,1627741,203458,203145,202709
329,4,1628384,201586,200768,1627775,1629744,202357,203992,1628368,203145,203458
348,4,1628384,201586,200768,1627775,1626181,202357,203992,1628368,203145,203458
366,4,1628384,201586,200768,1627783,1626181,202357,203992,1628368,203145,203458
373,4,1628384,201586,200768,1627783,1626181,202357,203992,1628368,203145,1626158
374,4,1628384,201586,200768,1627783,1626181,202357,203992,1628368,203084,1626158
404,4,1628384,201586,200768,1627783,1626181,203145,203992,1628368,203084,1626158
425,4,1628384,201586,200768,1627783,1626181,203145,202709,1628368,203084,1626158
429,4,1628384,201586,200768,1627783,1626181,203992,202709,1628368,203084,1626158
430,4,1628384,201586,200768,1627783,1626181,203992,202357,1628368,203084,1626158
438,4,1628384,201586,200768,1627783,1626181,203992,203145,1628368,203084,1626158
439,4,1628384,201188,200768,1627783,1626181,203992,203145,1628368,203084,1626158
446,4,1628384,201586,200768,1627783,1626181,203458,203145,1628368,203084,1626158
449,4,1628384,201586,200768,1627783,1626181,203458,203992,1628368,203084,1626158
454,4,1628384,201188,200768,1627783,1626181,203145,203992,1628368,203084,1626158
