eventorder,period,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
1,1,1626224,201567,1626204,1629636,1629012,202710,1628389,203086,1629130,1629134
47,1,1626224,201567,1626204,203521,1629012,202710,1628389,203086,1629130,1629134
56,1,1626224,201567,1626204,203521,1629012,202710,1628389,203086,201609,1629134
57,1,1626224,201567,1627790,203521,1629012,202710,1628389,203086,201609,1629134
73,1,1626224,201567,1627790,203521,1629012,202710,1628389,1629639,201609,1629134
74,1,1626224,201567,1627790,203521,1629012,202710,203482,1629639,201609,1629134
75,1,1626224,201567,1627790,203521,1629012,202710,203482,1629639,201609,1629735
76,1,1626224,203903,1627790,203521,1629012,202710,203482,1629639,201609,1629735
77,1,1626224,203903,1627790,203521,1626204,202710,203482,1629639,201609,1629735
85,1,1629645,203903,1627790,203521,1626204,202710,203482,1629639,201609,1629735
96,1,1629645,203903,1627790,203521,1626204,1629130,203482,1629639,201609,1629735
107,2,1626204,1629636,1627790,203903,1629645,1629130,201609,1629639,203482,1629735
128,2,1626204,1629636,201567,203903,1629645,1629130,201609,1629639,203482,1629735
148,2,1626204,1629636,201567,203903,1629645,1629130,201609,1629639,203482,1628389
149,2,1626204,1629636,201567,203903,1629645,202710,201609,1629639,203482,1628389
150,2,1626224,1629636,201567,203903,1629645,202710,201609,1629639,203482,1628389
160,2,1626224,1629012,201567,203903,1629645,202710,201609,1629639,203482,1628389
165,2,1626224,1629012,201567,203903,1629645,202710,1629134,1629639,203482,1628389
166,2,1626224,1629012,201567,203903,1629645,202710,1629134,1629639,1629130,1628389
171,2,1626224,1629012,201567,1628035,1629645,202710,1629134,1629639,1629130,1628389
195,2,1626224,1629012,201567,1628035,1626204,202710,1629134,1629639,1629130,1628389
196,2,1629636,1629012,201567,1628035,1626204,202710,1629134,1629639,1629130,1628389
209,2,1629636,1629012,201567,1628035,1626204,202710,1629134,1629639,1629130,1629735
221,3,201567,1626204,203521,203903,1629645,202710,1628389,203086,1629130,1629134
241,3,201567,1626204,203521,203903,1628035,202710,1628389,203086,1629130,1629134
283,3,201567,1626204,203521,203903,1628035,202710,1629735,203086,1629130,1629134
285,3,201567,1626204,203521,203903,1628035,202710,1629735,203086,201609,1629134
293,3,1627790,1626204,203521,203903,1628035,202710,1629735,203086,201609,1629134
302,3,1627790,1626204,203521,1629012,1628035,202710,1629735,203086,201609,1629134
311,3,1627790,1626204,203521,1629012,1628035,202710,2617,203086,201609,1629134
315,3,1627790,1626204,1629636,1629012,1628035,202710,2617,203086,201609,1629134
320,3,1627790,1626204,1629636,1629012,1628035,202710,2617,203086,201609,1629639
325,3,1627790,1626204,1629636,1629012,1626224,202710,2617,203086,201609,1629639
336,3,1627790,1626204,1629636,1629012,1626224,202710,2617,1629130,201609,1629639
337,3,1627790,1626204,1629636,1629012,1626224,203482,2617,1629130,201609,1629639
359,4,1626224,201567,1629636,1629012,1627790,1629130,201609,1629639,203482,2617
366,4,1626224,201567,1629636,1629012,1627790,1629130,201609,1629639,203482,1628389
371,4,1626224,201567,203521,1629012,1627790,1629130,201609,1629639,203482,1628389
376,4,1626224,201567,203521,1629012,1626204,1629130,201609,1629639,203482,1628389
382,4,1626224,201567,203521,1629012,1626204,202710,201609,1629639,203482,1628389
390,4,1629645,201567,203521,1629012,1626204,202710,201609,1629639,203482,1628389
417,4,1629645,1629636,203521,1629012,1626204,202710,201609,1629639,203482,1628389
418,4,1629645,1629636,203521,1628035,1626204,202710,201609,1629639,203482,1628389
427,4,1629645,1629636,1629731,1628035,1626204,202710,201609,1629639,203482,1628389
428,4,1629645,1629636,1629731,1628035,1629076,202710,201609,1629639,203482,1628389
434,4,1629645,1629636,1629731,1628035,1629076,202710,201609,1629639,203482,1629130
435,4,1629645,1629636,1629731,1628035,1629076,1629735,201609,1629639,203482,1629130
436,4,1629645,1629636,1629731,1628035,1629076,1629735,1629134,1629639,203482,1629130
