eventorder,period,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
1,1,1629013,203090,1627826,202331,1629611,1627739,1628374,1628976,203897,203107
39,1,1629013,203090,1627826,202331,1629611,1627739,1628374,201152,203897,203107
67,1,1629013,203090,1627826,202331,1629611,1627739,1628976,201152,203897,203107
68,1,1629013,203090,1627826,202331,1629611,1629632,1628976,201152,203897,203107
69,1,1629013,203090,1627826,1626149,1629611,1629632,1628976,201152,203897,203107
70,1,1628476,203090,1627826,1626149,1629611,1629632,1628976,201152,203897,203107
71,1,1628476,203090,203585,1626149,1629611,1629632,1628976,201152,203897,203107
79,1,1628476,203090,203585,1626149,1629611,1629632,1628976,201152,1627853,203107
80,1,1628476,203090,203585,1626149,1629611,1629632,1628976,201152,1627853,1627756
81,1,1628476,1629010,203585,1626149,1629611,1629632,1628976,201152,1627853,1627756
82,1,1628476,1629010,203585,1626149,202335,1629632,1628976,201152,1627853,1627756
109,2,1626149,1628476,203585,1629010,202335,1628374,1628976,1629632,1627853,1627756
132,2,1626149,1628476,203585,1629010,202335,1628374,201152,1629632,1627853,1627756
140,2,1626149,1628476,203585,1629010,202335,1628374,201152,1629632,203897,1627756
154,2,1626149,1628476,203585,1629010,202335,1628374,201152,1627739,203897,1627756
155,2,1626149,1628476,203585,1629010,202335,1628374,1628976,1627739,203897,1627756
161,2,1626149,1628476,203090,1629010,202335,1628374,1628976,1627739,203897,1627756
168,2,1626149,1628476,203090,1629010,202335,1628374,1628976,1627739,203897,203107
184,2,202331,1628476,203090,1629010,202335,1628374,1628976,1627739,203897,203107
185,2,202331,1628476,203090,1629010,1627826,1628374,1628976,1627739,203897,203107
193,2,202331,1629611,203090,1629010,1627826,1628374,1628976,1627739,203897,203107
208,2,202331,1629611,203090,1626149,1627826,1628374,1628976,1627739,203897,203107
209,2,202331,1629611,203090,1626149,203585,1628374,1628976,1627739,203897,203107
216,2,202331,1629611,203090,1626149,203585,1628374,1628976,1627885,203897,203107
223,3,1629013,203090,1627826,202331,1629611,1627739,1628374,1628976,203897,203107
259,3,1629013,203090,1627826,202331,1629611,1627739,1628374,201152,203897,203107
260,3,1629013,203090,1626149,202331,1629611,1627739,1628374,201152,203897,203107
265,3,1629013,203090,1626149,202331,1628476,1627739,1628374,201152,203897,203107
275,3,1629013,203090,1626149,202331,1628476,1627739,1628374,201152,203897,1629632
279,3,203585,203090,1626149,202331,1628476,1627739,1628374,201152,203897,1629632
288,3,203585,202335,1626149,202331,1628476,1627739,1628374,201152,203897,1629632
304,3,203585,202335,1626149,202331,1628476,1627739,1627756,201152,203897,1629632
305,3,203585,202335,1626149,202331,1628476,1628976,1627756,201152,203897,1629632
321,3,203585,202335,1626149,202331,1628476,1628976,1627756,201152,203897,203107
332,3,203585,202335,1626149,1629010,1628476,1628976,1627756,201152,203897,203107
341,4,1626149,1628476,203585,1629010,202335,1628374,1628976,203107,1627853,1627756
365,4,1626149,1628476,203585,1629010,202335,1628374,201152,203107,1627853,1627756
392,4,1626149,1628476,202331,1629010,202335,1628374,201152,203107,1627853,1627756
396,4,1626149,1628476,202331,1629010,202335,1628374,1627739,203107,1627853,1627756
397,4,1626149,1628476,202331,1629010,202335,1628374,1627739,203897,1627853,1627756
398,4,1626149,1628476,202331,1629010,202335,1628374,1627739,203897,1628976,1627756
399,4,1626149,1628476,202331,1629010,1629013,1628374,1627739,203897,1628976,1627756
425,4,1626149,1628476,202331,203090,1629013,1628374,1627739,203897,1628976,1627756
433,4,1626149,203585,202331,203090,1629013,1628374,1627739,203897,1628976,1627756
463,4,1626149,203585,202331,203090,1629013,1628374,1627739,203897,1628976,201152
464,4,1626149,202335,202331,203090,1629013,1628374,1627739,203897,1628976,201152
