eventorder,period,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
1,1,203922,1629672,1626161,202692,1629065,202711,1626220,203497,1628378,201144
34,1,203922,1629672,1626161,202692,1629065,202711,1626220,203497,204060,201144
44,1,203922,1629672,1626161,202692,1629673,202711,1626220,203497,204060,201144
48,1,203922,1629672,1627737,202692,1629673,202711,1626220,203497,204060,201144
49,1,1629016,1629672,1627737,202692,1629673,202711,1626220,203497,204060,201144
56,1,1629016,1629672,1627737,202692,1629673,202711,1626220,203497,204060,1626144
57,1,1629016,203922,1627737,202692,1629673,202711,1626220,203497,204060,1626144
67,1,1629016,203922,1627737,202692,1629673,202711,203957,203497,204060,1626144
68,1,1629016,203922,1627737,202692,1629673,202711,203957,1628378,204060,1626144
69,1,1629016,203922,1627737,202692,1629673,201145,203957,1628378,204060,1626144
70,1,1629016,203922,1627737,1629065,1629673,201145,203957,1628378,204060,1626144
71,1,1629016,1629672,1627737,1629065,1629673,201145,203957,1628378,204060,1626144
101,2,1629672,1629065,1629673,1627737,1629016,1628378,204060,1626144,203957,201145
116,2,1629672,1629065,1629673,1627737,1629016,1628378,204060,1626220,203957,201145
131,2,1629672,1629065,1629673,1627737,1629016,1628378,203497,1626220,203957,201145
132,2,1629672,1629065,1629673,1627737,1629016,1628378,203497,1626220,201144,201145
133,2,1629672,1629065,1626161,1627737,1629016,1628378,203497,1626220,201144,201145
134,2,203922,1629065,1626161,1627737,1629016,1628378,203497,1626220,201144,201145
135,2,203922,1629065,1626161,202692,1629016,1628378,203497,1626220,201144,201145
136,2,203922,1629065,1626161,202692,1629016,202711,203497,1626220,201144,201145
153,2,203922,1629065,1626161,202692,1627737,202711,203497,1626220,201144,201145
166,2,203922,1629065,1626161,202692,1627737,202711,203497,1626220,201144,1628378
167,2,203922,1629065,1626161,202692,1627737,202711,203497,204060,201144,1628378
168,2,203922,1629672,1626161,202692,1627737,202711,203497,204060,201144,1628378
176,2,203922,1629672,1626161,202692,1629673,202711,203497,204060,201144,1628378
189,2,203922,1629672,1627737,202692,1629673,202711,203497,204060,201144,1628378
202,3,203922,1629672,1626161,202692,1629065,202711,1626220,203497,1628378,201144
244,3,203922,1629672,1626161,202692,1629673,202711,1626220,203497,1628378,201144
254,3,203922,1629672,1626161,202692,1629673,202711,1626220,203497,204060,201144
261,3,203922,1629672,1629016,202692,1629673,202711,1626220,203497,204060,201144
262,3,203922,1627737,1629016,202692,1629673,202711,1626220,203497,204060,201144
272,3,203922,1627737,1629016,202692,1629673,202711,1626220,203497,204060,1626144
290,3,203922,1627737,1629016,202692,1629673,202711,201145,203497,204060,1626144
291,3,203922,1627737,1629016,202692,1629673,202711,201145,1628378,204060,1626144
292,3,203922,1627737,1629016,202692,1629673,1628396,201145,1628378,204060,1626144
293,3,203922,1627737,1629016,1629065,1629673,1628396,201145,1628378,204060,1626144
311,3,1629672,1627737,1629016,1629065,1629673,1628396,201145,1628378,204060,1626144
317,3,1629672,202692,1629016,1629065,1629673,1628396,201145,1628378,204060,1626144
321,4,1629672,1629065,1629673,1627737,1629016,1628378,204060,1626144,201145,1628396
346,4,1629672,1629065,1629673,1627737,1629016,1628378,204060,1626220,201145,1628396
347,4,1629672,1629065,1629673,1627737,1629016,1628378,204060,1626220,201145,203497
348,4,1629672,1629065,1629673,1627737,1629016,1628378,204060,1626220,202711,203497
349,4,1626161,1629065,1629673,1627737,1629016,1628378,204060,1626220,202711,203497
350,4,1626161,1629065,1629673,202692,1629016,1628378,204060,1626220,202711,203497
351,4,1626161,1629065,1629673,202692,1629016,201144,204060,1626220,202711,203497
358,4,1626161,1629065,203922,202692,1629016,201144,204060,1626220,202711,203497
371,4,1626161,1629065,203922,202692,1629016,201144,1628378,1626220,202711,203497
429,4,1629672,1629065,203922,202692,1629016,201144,1628378,1626220,202711,203497
439,4,1626161,1629065,203922,202692,1629016,204060,1628378,1626220,202711,203497
